StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,g_knows_1,g_fake,g_reasonable_1,g_right,g_ability_1,g_situation,e_knows_1,e_fake,e_reasonable_1,e_right,e_ability_1,e_situation,d_knows_1,d_fake,d_reasonable_1,d_right,d_ability_1,d_situation,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comments_study,purpose_study,similar_study,SPI,FL_40_DO,FL_41_DO,FL_50_DO,FL_56_DO
11/3/2020 10:04,11/3/2020 10:11,IP Address,100,410,TRUE,11/3/2020 10:11,R_30eOw3t4klgxVu1,anonymous,PT,I agree to participate in this study,94,real,10,right,96,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,9,right,96,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",91,prairie dog,11,wrong,12,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,Other,índia,High school diploma (or GED),Well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,5. Not sure,5. Not sure,6,4,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,-99,Não.,9028,FL_43|FL_55|FL_49,FL_62,FL_69,FL_72
11/3/2020 10:05,11/3/2020 10:13,IP Address,100,470,TRUE,11/3/2020 10:13,R_1NEdynnPr6kZQxS,anonymous,PT,I agree to participate in this study,-99,real,6,right,19,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",92,cubic zirconium stones,1,wrong,77,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",5,ground squirrel,4,right,27,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",23,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,8,7,6,6,1. I have taken part in many research studies,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,6,-99,"Perceber se consigo focar a minha atenção, e compreender a linguagem ",não lembro,8971,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/3/2020 10:05,11/3/2020 10:14,IP Address,100,519,TRUE,11/3/2020 10:14,R_1OOHKhHQZkEbPie,anonymous,PT,I agree to participate in this study,-99,real,0,right,19,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,78,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,16,wrong,97,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",40,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,9,9,9,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,2,3,2,3,3,-99,-99,-99,9838,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73
11/3/2020 10:09,11/3/2020 10:14,IP Address,100,291,TRUE,11/3/2020 10:14,R_2UYObitEuwDRnAK,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,9,10. I did not find the study tasks difficult to complete at all,9,9,4,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,2,1. I believe that my participation was contributing to very important research,2,-99,-99,-99,9067,FL_55|FL_43|FL_49,FL_64,FL_70,FL_71
11/3/2020 10:17,11/3/2020 10:20,IP Address,100,193,TRUE,11/3/2020 10:20,R_1rAo1buUKddVZFX,anonymous,PT,I agree to participate in this study,93,real,3,right,96,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",95,diamonds,7,right,96,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",93,prairie dog,19,wrong,14,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,Other,índia,High school diploma (or GED),Well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,3,5. Not sure,4,4,4,5. Not sure,-99,-99,Não.,9028,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73
11/3/2020 10:29,11/3/2020 10:35,IP Address,100,360,TRUE,11/3/2020 10:35,R_3006ux38ogUwxGf,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,8,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,5. Not sure,-99,-99,-99,9856,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71
11/3/2020 10:31,11/3/2020 10:37,IP Address,100,358,TRUE,11/3/2020 10:37,R_27U4cpPyOKJSZS5,anonymous,PT,I agree to participate in this study,-99,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,21,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,9,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,10. I was not trying to work out the aim of the study during my participation,-99,-99,Não,9142,FL_43|FL_49|FL_55,FL_64,FL_68,FL_72
11/3/2020 10:27,11/3/2020 10:39,IP Address,100,757,TRUE,11/3/2020 10:39,R_3qg1ntiGvgIHuy8,anonymous,PT,I agree to participate in this study,86,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",7,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,8,3,4,6,3,3,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,6,"Após ler o segundo texto, acredito que as minhas respostas relativamente ao primeiro texto estão, em parte, incorretas.",Entender a capacidade de interpretação das pessoas.,-99,9712,FL_55|FL_43|FL_49,FL_64,FL_70,FL_71
11/3/2020 10:39,11/3/2020 10:44,IP Address,100,285,TRUE,11/3/2020 10:44,R_29n3MCbSScrKUnG,anonymous,PT,I agree to participate in this study,100,fake,32,wrong,42,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,94,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",7,ground squirrel,0,right,32,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,9,10. I did not find the study task tiring at all,2,1. I have taken part in many research studies,2,1. I was strongly motivated to help make the study a success for the researchers,2,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,8926,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/2/2020 15:16,11/3/2020 11:05,IP Address,100,71325,TRUE,11/3/2020 11:05,R_sNfTopzAr9tyTOp,anonymous,PT,I agree to participate in this study,100,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",22,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,4,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,9,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,5. Not sure,1. I was trying to work out the aim of the study during my participation,-99,Adorava poder saber.,Nao,9991,FL_43|FL_55|FL_49,FL_66,FL_68,FL_73
11/3/2020 11:19,11/3/2020 11:28,IP Address,100,548,TRUE,11/3/2020 11:28,R_9H57QV1fm6zTrq1,anonymous,PT,I agree to participate in this study,0,fake,0,wrong,0,Gerald knows that the house he is pointing at is a real house.,0,diamonds,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,32,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,5. Not sure,4,6,6,5. Not sure,3,6,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,9832,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71
11/3/2020 11:42,11/3/2020 11:52,IP Address,100,642,TRUE,11/3/2020 11:52,R_1M4hlnIKIqKRUDD,anonymous,PT,I agree to participate in this study,0,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",5,diamonds,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Well,7,2,2,5. Not sure,4,7,4,6,2,2,1. I was trying to work out the aim of the study during my participation,"senti-me um pouco perdida, achei, tanto as perguntas, como as suas possíveis respostas, pouco claras",não faço a mínima ideia,-99,9727,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71
10/29/2020 16:39,11/3/2020 12:05,IP Address,100,419164,TRUE,11/3/2020 12:05,R_82kzSeW5H6UqJeF,anonymous,PT,I agree to participate in this study,74,fake,13,wrong,81,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",22,diamonds,5,right,6,Emma knows that she chose a necklace made of diamonds.,6,prairie dog,12,wrong,87,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,8,8,9,6,2,8,2,2,3,2,-99,-99,-99,9709,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73
11/3/2020 12:14,11/3/2020 12:20,IP Address,100,364,TRUE,11/3/2020 12:20,R_2dXXP9dSZACoPY7,anonymous,PT,I agree to participate in this study,-99,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,28,diamonds,0,right,99,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,6,10. I was not nervous during the study at all,5. Not sure,4,4,2,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,6,10. I was not trying to work out the aim of the study during my participation,-99,-99,"Já participei em variados estudos deste género, a maioria deles implicam a memorização de palavras ou conceitos chave e posterior resposta a perguntas",9124,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71
11/3/2020 14:59,11/3/2020 15:06,IP Address,100,409,TRUE,11/3/2020 15:06,R_XugJR2KoMf3ndnj,anonymous,PT,I agree to participate in this study,12,fake,14,right,-99,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",14,cubic zirconium stones,0,wrong,5,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",12,ground squirrel,0,wrong,-99,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Well,1. I enjoyed the study a lot,3,4,10. I did not find the study activity boring at all,9,4,4,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,10. I was not trying to work out the aim of the study during my participation,-99,-99,Não ,9022,FL_43|FL_49|FL_55,FL_66,FL_69,FL_71
11/3/2020 14:50,11/3/2020 15:10,IP Address,100,1207,TRUE,11/3/2020 15:10,R_2DS37SrF4RN4kLN,anonymous,PT,I agree to participate in this study,19,real,4,right,12,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",90,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",82,ground squirrel,5,right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",21,Female,-99,United States,-99,United States,-99,Black/African American,-99,Some college or a 2-year college degree (A.A.),Very well,2,3,9,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,3,6,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,Penso que este estudo incida sobre como pequenas diferenças na linguagem utilizada e na abordagem de um texto simples têm uma implicação divergente daquela que seria uma primeira interpretação do texto.,"Já participei de um estudo que também consistia de ler um texto para, posteriormente responder a algumas questões, porém não tinha nenhuma semelhança em termos de conteúdo ou de estilo de perguntas.",9613,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
11/3/2020 16:54,11/3/2020 17:01,IP Address,100,425,TRUE,11/3/2020 17:01,R_dcbeEBMAQvk9moN,anonymous,PT,I agree to participate in this study,52,real,5,right,96,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,20,wrong,23,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",77,prairie dog,50,wrong,-99,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,5. Not sure,-99,-99,-99,-99,FL_49|FL_43|FL_55,FL_62,FL_70,FL_73
11/3/2020 10:14,11/3/2020 17:08,IP Address,100,24806,TRUE,11/3/2020 17:08,R_yI2t8rN793EPID7,anonymous,PT,I agree to participate in this study,93,real,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",93,cubic zirconium stones,0,wrong,7,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",6,ground squirrel,0,right,1,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,5. Not sure,10. I was not nervous during the study at all,7,4,4,2,6,3,2,3,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,-99,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/4/2020 3:25,11/4/2020 3:37,IP Address,100,711,TRUE,11/4/2020 3:37,R_2dnkj0Im1Ywvt1o,anonymous,PT,I agree to participate in this study,37,real,22,right,36,Gerald knows that the house he is pointing at is a real house.,77,diamonds,27,right,78,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",12,prairie dog,16,wrong,78,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,8,7,7,6,3,4,3,3,3,3,-99,"Perceber o nível de interpretação do participante, ao ler determinados textos.",-99,-99,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73
11/4/2020 3:55,11/4/2020 4:11,IP Address,100,965,TRUE,11/4/2020 4:11,R_1IcmmTPQQFcF370,anonymous,PT,I agree to participate in this study,-99,fake,0,wrong,100,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,6,10. I was not nervous during the study at all,4,5. Not sure,10. I did not find the study task tiring at all,6,7,5. Not sure,3,2,4,-99,-99,-99,9994,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73
11/4/2020 3:53,11/4/2020 4:14,IP Address,100,1270,TRUE,11/4/2020 4:14,R_3nTuzwzP0i9KxmE,anonymous,PT,I agree to participate in this study,100,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,29,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",21,Female,-99,United States,-99,United States,-99,"White/European,South Asian (e.g. from India, Pakistan)",-99,Some college or a 2-year college degree (A.A.),Very well,5. Not sure,10. I was not nervous during the study at all,9,3,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,5. Not sure,2,5. Not sure,3,-99,-99,-99,8968,FL_43|FL_55|FL_49,FL_66,FL_69,FL_71
11/4/2020 4:00,11/4/2020 4:15,Survey Preview,100,884,TRUE,11/4/2020 4:15,R_2zVdihrrdpzLejd,preview,PT,I agree to participate in this study,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71
11/4/2020 4:10,11/4/2020 4:23,IP Address,100,788,TRUE,11/4/2020 4:23,R_302kaQ9ddfqU1qL,anonymous,PT,I agree to participate in this study,69,real,21,right,80,Gerald knows that the house he is pointing at is a real house.,76,diamonds,10,right,79,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",77,prairie dog,20,wrong,21,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,8,7,7,7,3,4,3,3,3,3,-99,"Perceber a facilidade de cada um na interpretação de textos, e a respetiva receção de informação.",-99,-99,FL_49|FL_55|FL_43,FL_66,FL_68,FL_73
11/4/2020 4:28,11/4/2020 4:39,IP Address,100,672,TRUE,11/4/2020 4:39,R_3lA1uW9WLExiRAx,anonymous,PT,I agree to participate in this study,61,real,12,right,80,Gerald knows that the house he is pointing at is a real house.,80,diamonds,14,right,82,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",19,prairie dog,12,wrong,78,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,8,7,7,7,3,4,3,3,3,3,-99,"Perceber o nível de compreensão de informação através da interpretação de textos. E compreender também com a leitura destes textos, se o que acontecia a cada pessoa mencionada nos mesmos, se era pela falta de incapacidade ou capacidade de cada, e o mesmo, relativamente à sua  boa ou má sorte.",-99,9985,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73
11/4/2020 4:56,11/4/2020 5:08,IP Address,100,675,TRUE,11/4/2020 5:08,R_3PoirVzm6U0fbVR,anonymous,PT,I agree to participate in this study,100,real,0,right,27,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",-99,Female,-99,United States,-99,United States,-99,White/European,-99,"Master’s degree (M.A., M.S.)",Very well,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,7,6,7,-99,-99,-99,10006,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73
11/4/2020 5:17,11/4/2020 5:20,IP Address,100,164,TRUE,11/4/2020 5:20,R_1XQo8aeCpOXPK2B,anonymous,PT,I agree to participate in this study,32,fake,5,right,91,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,4,wrong,10,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,5. Not sure,8,4,2,3,2,5. Not sure,2,2,4,2,-99,-99,-99,9841,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71
11/4/2020 5:47,11/4/2020 5:58,IP Address,100,694,TRUE,11/4/2020 5:58,R_1gHNE0jIDwpeY2B,anonymous,PT,I agree to participate in this study,100,fake,2,wrong,-99,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,3,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",-99,ground squirrel,40,right,-99,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,9,5. Not sure,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,5. Not sure,2,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,5. Not sure,-99,-99,-99,9871,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71
11/4/2020 5:54,11/4/2020 6:06,IP Address,100,718,TRUE,11/4/2020 6:06,R_2yrUGX1oetswqZe,anonymous,PT,I agree to participate in this study,8,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,20,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,8,7,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,3,5. Not sure,2,5. Not sure,-99,-99,-99,9598,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
11/4/2020 7:41,11/4/2020 7:51,IP Address,100,635,TRUE,11/4/2020 7:51,R_9ogptE1uI378XId,anonymous,PT,I agree to participate in this study,100,real,0,right,50,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,15,wrong,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",53,ground squirrel,0,right,34,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,5. Not sure,7,6,4,4,4,7,5. Not sure,7,8,10. I was not trying to work out the aim of the study during my participation,-99,Interpretação da língua ,-99,8899,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71
11/4/2020 8:22,11/4/2020 8:28,IP Address,100,344,TRUE,11/4/2020 8:28,R_aWeu6Psy6aNe8ed,anonymous,PT,I agree to participate in this study,92,fake,27,wrong,62,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",92,cubic zirconium stones,33,wrong,38,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",68,prairie dog,27,wrong,67,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,Other (please specify):,Canada,White/European,-99,High school diploma (or GED),Well,6,5. Not sure,8,8,7,5. Not sure,9,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,-99,Não,-99,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71
11/4/2020 8:43,11/4/2020 8:56,IP Address,100,785,TRUE,11/4/2020 8:56,R_3dTefIesQWx06wr,anonymous,PT,I agree to participate in this study,100,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,5. Not sure,10. I was not nervous during the study at all,5. Not sure,3,8,5. Not sure,6,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,5. Not sure,10. I was not trying to work out the aim of the study during my participation,10060 - número de participante ,-99,"Não, nunca tinha participado num estudo semelhante ",10060,FL_55|FL_49|FL_43,FL_62,FL_69,FL_72
11/4/2020 8:59,11/4/2020 9:04,IP Address,100,257,TRUE,11/4/2020 9:04,R_00PmSIQ0VqfA0HT,anonymous,PT,I agree to participate in this study,92,real,5,right,13,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",92,cubic zirconium stones,4,right,94,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",4,ground squirrel,3,right,1,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,9,8,6,6,6,3,1. I was very self-conscious of the responses I gave in this study,2,2,3,-99,-99,-99,9904,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71
11/4/2020 12:35,11/4/2020 12:47,IP Address,100,738,TRUE,11/4/2020 12:47,R_2vkNqq77ToVAlLI,anonymous,PT,I agree to participate in this study,100,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,20,right,90,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,3,9,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,1. I was very self-conscious of the responses I gave in this study,2,2,7,-99,-99,-99,9106,FL_55|FL_49|FL_43,FL_62,FL_70,FL_73
