"id","survey_lang","purpose"
"s2658","eng","To find out how well people pay attention to details "
"s2659","eng","To see how people interpret different situations regarding a """"""""luck of the draw"""""""" type basis"
"s2660","eng","Memory and attention to detail "
"s2662","eng","To figure out perception and reality based thinking and the ideology behind perceptions"
"s2666","eng","I think the purpose of the study was to examine how people interpret language."
"s2667","eng","To see how certain situations stimulates certain words to be used or prefered"
"s2668","eng","I think the purpose of the study is to observe people's perceptions of different scenarios based on how they are worded/presented. "
"s2670","eng","i was not sure what the purpose of the study was."
"s2671","eng","To be able to identify whether people believe things happen by chance or wit."
"s2672","eng","To see how well someone adapts to something. "
"s2676","eng","Maybe to evaluate the difference between believing and knowing.  Since these individuals are bystanders, they can never truly know whether something is true or not unless they personally experience it."
"s2679","eng","To see how people make decisions based off what they know."
"s2680","eng","supposedly it is about language. But I feel like the purpose might have something to do with pessimism vs. optimism. "
"s2681","eng","to see how some people think they know something but they dont have all the information"
"s2682","eng","I think the purpose of the study is to determine what participants think knowing is versus believing, even if what they think they know is wrong."
"s2683","eng","I am not exactly sure what the purpose of the study is. It might be about how we answer the questions, and what we think is happening in the readings. And if we think the person is right or wrong, or what is actually happening "
"s2689","eng","to understand how language can be manipulated by context"
"s2690","eng","to see how long it takes for the participant to fully adjust to the questions and measuring accuracy of the questions answered"
"s2691","eng","Believing things are real when they are not."
"s2698","eng","To see how people comprehend or view sentences that can have more than one meaning."
"s2699","eng","To see how well I understood what I read, based on how much I paid attention."
"s2700","eng","to decipher how people feel when different terms of language are used"
"s2701","eng","to see how the phrasing of language effects a person's perspective on each scenario. "
"s2702","eng","To see how different people judge other's decisions "
"s2703","eng","to understand others perceptions based on reading a passage"
"s2704","eng","I think that the purpose of this study was to see how we can do mindless tasks that most people in college would not find challenging. "
"s2705","eng","to distinguish how people understand the difference between """"""""only believes"""""""" and """"""""knows"""""""""
"s2707","eng","I think the purpose of the study was to analyze how people interpret language differently."
"s2721","eng","In my opinion, the purpose of this study is to show the possible inabilities and abilities but also, to show that there is always false points in a what a person thinks they really know.  "
"s2722","eng","I think the purpose of this study was to measure our attention to detail."
"s2723","eng","I believe that the purpose of the study was to see how people perceive decisions based on circumstances and knowing both sides of the story. "
"s2726","eng","n/a"
"s2727","eng","To address the ability to distinguish scenarios of intuition versus random chance. Or to see how much individuals pay attention to detail to appropriately respond when asked certain questions."
"s2729","eng","To evaluate people and what they know versus what they think they know but they could still be wrong. "
"s2730","eng","to find out about how the people in the stories got their answers "
"s2731","eng","To shed light on how people view beliefs versus knowledge."
"s2756","eng","how wording different stories impacts how we perceive the information or understand what is happening. "
"s2757","eng","To see how people perceive language differently."
"s2758","eng","to see how confident people were in their abilities to answer questions about readings. "
"s2759","eng","To judge peoples opinions on luck or ability."
"s2760","eng","To see how we view peoples decision making and if they are just in thinking they way they do. "
"s2761","eng","maybe about whether we are confident in our decision making "
"s2762","eng","distinguish our ability from good/bad luck when making decisions"
"s2763","eng","To see how we can take information and understand it"
"s2764","eng","To see if people are more inclined to believe that a person knew things because of their good luck or ability of knowing them."
"s2765","eng","I'm not sure"
"s2766","eng","np idea"
"s2771","eng","To see if one's level of expertise will determine whether or not someone believes them"
"s2826","eng","TEST"
"s2827","eng","TEST"
"s2828","eng","TEST"
"s2835","eng","TEST"
"s2836","eng","maybe to understand how the wording of the scenarios affect our answers."
"s2837","eng","The purpose of the study may have been to assess false information."
"s2839","eng","To test how a person responds to information given where the right answer may or may not be known."
"s2840","eng","To see what people view as luck vs ability in different situations"
"s2845","eng","to differ between actual knowing and instinct of thinking you know"
"s2846","eng","To see how choosing real or fake objects can make observers' perceptions different of the situation"
"s2848","eng","The purpose of the study could have been to acknowledge differences in perception."
"s2849","eng","I think the purpose of the study was to show people's confirmation bias in their attempt to tell what something actually is without full knowledge."
"s2850","eng","to describe how people think and their reasoning behind it. "
"s2851","eng","To see the difference of opinion vs. fact"
"s2852","eng","To decipher peoples confidence levels/trust and how it affects their outlook on life"
"s2853","eng","to figure out how people view different situations as correct/incorrect"
"s2855","eng","To see how the language/wording of a specific passage affects the reader's comprehension of it"
"s2858","eng","To test your knowledge of what you read and apply it the questions given to you based on the person in the situation."
"s2860","eng","No"
"s2861","eng","To observe how students read and respond to different scenarios when it comes to the use of language."
"s2862","eng","to see who people classify certain situations "
"s2863","eng","Something to do with perception vs reality"
"s2864","eng","No idea"
"s2865","eng","How well someone is able to problem solve and pay attention to the scenario."
"s2867","eng","n/a"
"s2869","eng","no idea"
"s2882","eng","To see how well we could understand language."
"s2887","eng","The comprehension of reading a text. "
"s2890","eng","I think the purpose of this study has to do with something about how language means different things to different people. "
"s2891","eng","to see if the way things were phrased affects how people view the characters in the story."
"s2893","eng","To understand people's understanding of scientific language. "
"s2895","eng","No idea"
"s2901","eng","See if people believe luck is the reason things happen to us"
"s2902","eng","to see how the language affects the reader's perception of the character. "
"s2904","eng","To find patterns in information given to you and being able to decode the information presented to me."
