StartDate,EndDate,Country,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,No_bots_correct,age_rec,sex_rec,edu_rec,geo_rec,vote.recall_rec,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
05/04/2020,05/04/2020,MEX,100,1284,1,05/04/2020,R_1eFwCvFS8sUn8Qu,anonymous,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,50,20,0,7,1,5,5,10,10,8,6,6,6,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,9,9,9,9,10,10,6,6,1,10,8,2,0,0,0,0,10,10,10,0,10,10,0,10,10,10,10,10,5,10,10,50,300,4,2, ,36,1,1,3, ,9,1,1,2,213,1,2,2,1,3,5,10.097269,10.12037547,10.15823131,10.17504408
05/03/2020,05/03/2020,MEX,100,2644,1,05/03/2020,R_1EgqIMMOFy0bdYt,email,ES,1,10,6,9,9,10,9,9,9,9,10,2,2,2,2,5,40,30,30,8,10,9,9,10,10,10,10,8,8,8,9,10,10,10,2,3,9,9,10,10,8,4,2,10,10,9,10,10,10,9,10,8,2,10,9,2,8,2,10,8,1,10,9,9,1,10,10,2,10,9,7,0,10,5,16,10,50,3,4,2, , ,3,5,6,aun trabajo en mi profecion,4,1,1,1,213,1, , , , , , , , , 
05/02/2020,05/04/2020,MEX,95,117493,0,05/04/2020,R_1EiITPnEDklqTwK,email,ES,1,10,10,10,10,10,9,9,10,10,8,10,10,10,10,10,30,50,20,2,4,5,5,5,10,10,7,5,0,0,5,10,10,10,0,7,8,8,8,8,8,9,10,10,10,8,8,8,9,5,9,8,10,9,4,2,0,0,0,1,1,9,9,9,0,9,8,9,10,8,10,50,60,8,14,5,25,3,4,1, ,54,3,2,6,En descanso a medio sueldo por contingencia,6,1,1,2,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/05/2020,05/05/2020,MEX,100,1901,1,05/05/2020,R_1erZxF9OuUfm1Kl,email,ES,1,9,7,10,10,9,10,10,10,10,10,0,4,3,7,7,80,10,10,8,8,10,10,10,10,10,6,6,6,6,6,9,9,2,1,7,7,6,6,6,6,6,6,10,10,10,10,10,10,10,10,7,0,9,0,6,6,6,7,6,2,6,6,6,6,6,6,6,6,6,6,20,10,4,15,10,50,20,16,2, ,52,3,1,2, ,4,1,2,1,213,1,3,2,2,3,1,0.060118732,0.08322521,0.121081044,0.137893816
05/05/2020,05/05/2020,MEX,100,1182,1,05/05/2020,R_1et83fpMKvHYk2J,anonymous,ES,1,10,0,10,10,10,10,10,10,6,10,10,8,9,0,10,20,40,40,8,8,3,7,3,10,10,4,1,1,2,2,0,10,10,0,0,2,3,4,3,2,3,4,8,10,10,7,8,10,6,8,3,0,9,6,4,3,0,6,6,3,10,10,2,10,8,6,8,7,1,1,40,60,7,8,7,200,300,4,1, ,48,3,2,1, ,3,1,1,1,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,1354,1,05/04/2020,R_1eWSczLbomYAFRY,anonymous,ES,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,70,15,15,8,8,0,0,0,9,9,1,1,1,1,3,6,10,10,0,0,6,6,6,6,6,6,6,8,9,6,1,9,10,7,10,7,0,8,3,1,1,1,1,3,0,5,7,5,0,5,5,5,5,5,5,20,20,5,14,8,50,300,4,2, ,47,3,5,1, ,3,1,1,1,213,1,2,2,2,1,1,0.053051615,0.076158093,0.114013927,0.130826699
05/03/2020,05/03/2020,MEX,100,3312,1,05/03/2020,R_1ex70hkMHOPtqbQ,email,ES,1,9,1,9,9,10,8,9,10,7,8,2,6,3,8,9,70,15,15,8,9,4,4,8,10,10,10,2,1,2,4,9,9,9,1,1,9,10,10,9,6,7,2,10,10,8,4,6,9,8,9,8,1,9,0,2,3,2,6,8,2,8,8,6,3,6,8,6,6,4,2,10,20,8,7,10,50,3,4,1, ,67,3,2,6,pensionado,6,1,1,1,213,1,4,1,2,4,2,1.37E-07,0.023106615,0.060962449,0.077775221
4/30/2020,4/30/2020,MEX,19,392,0,05/07/2020,R_1F9ZlYavuMuY1lK,email,ES,1, , , , , , , , , , , , , , , , , , ,4,7, , , , , , , , , , , , , , , ,8,8,10,7,9,8,10,9,8, , , , ,7,8,9,2,7, ,3,5,0,6,4,0,10,6,5,0,5,5,2,1,2,8, , , , ,9, , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/01/2020,05/01/2020,MEX,100,2170,1,05/01/2020,R_1FahhjSoCVn41iL,email,ES,1,9,5,9,9,9,9,9,10,8,8,5,8,8,10,8,50,50,0,3,7,5,6,6,6,7,10,9,8,9,3,0,10,8,0,1,7,7,6,7,7,7,7,8,10,4,4,4,4,6,10,2,1,7,3,1,3,0,4,2,0,10,8,7,0,7,6,0,6,7,8,20,50,1,2,7,50,1,4,1, ,45,3,2,3, ,8,2,1,1,213,1,2,1,2,4,1,0.047477027,0.070583505,0.108439339,0.125252111
4/30/2020,4/30/2020,MEX,100,2205,1,4/30/2020,R_1fcSuFvN18S81K6,email,ES,1,7,9,7,9,9,8,7,6, ,9,8,9,6,10,10,75,15,10,9,9,6,6,6,10,8,9,4,10,4,7,10,8,8,4,4,6,6,4,7,6,4,4,10,9,6,8,9,9,6,8,3,3,10,0,3,6,4,8,8,3,9,9,10,7,9,6,8,8,9,4,0,0,6, ,8,25,3,4,1, ,48,1,3,1, ,5,1,1,1,213,1,2,1,2,3,1,0.003553415,0.026659893,0.064515727,0.081328499
05/02/2020,05/02/2020,MEX,100,1226,1,05/02/2020,R_1FCWWNcZezcNijG,email,ES,1,10,0,10,10,10,10,8,10,8,10,10,10,10,10,10,50,30,20,9,9,10,10,10,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,7,1,10,0,0,1,0,10,1,0,10,10,6,0,8,10,0,0,3,10,60,60,5,1,8,50,3,4,1, ,64,3,2,5, ,3,1,1,1,213,1,3,1,2,3,3,0.000707014,0.023813492,0.061669326,0.078482098
05/02/2020,05/02/2020,MEX,100,2139,1,05/02/2020,R_1FEP3mOOwFbjmTG,email,ES,1,9,0,10,10,9,8,8,9,10,10,10,10,10,10,10,0,80,20,6,4,0,8, ,10,10,0,0,0,0,0,10,10,9,10,1,8,10,10,9,8,7,10,9,9,8,10,8,10,9,10,3,3,8,0,1,7,0,10,6,1,10,10,10,0,10,10,10,6,7,10,90,80,7,10,8,50,3,4,2, ,27,2,0,6,Autoempeo,5,1,1,1,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
4/30/2020,4/30/2020,MEX,100,1179,1,4/30/2020,R_1fjGknBnEEFjRJC,email,ES,1,10,0,10,10,10,10,10,10,9,5,10,7,3,10,10,30,70,0,7,7,5,5,5,8,5,0,0,0,0,5,10,10,10,0,5,8,8,8,8,7,0,0,7,7,10,7,9,10,5,10,1,9,7,0,0,0,0,5,5,0,10,10,3,0,5,5,0,8,8,7,20,30,6,16,10,25,3,7,1, ,47,3,2,1, ,3,1,1,1,213,1,2,1,2,1,2,0.00069483,0.023801308,0.061657142,0.078469914
05/01/2020,05/01/2020,MEX,100,1686,1,05/01/2020,R_1fjGphYXFm0PQD9,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,8,7,3,4,3,10,10,0,0,0,0,8,10,10,10,0,0,10,10,10,8,7,8,0,8,10,9,10,10,10,8,10,8,0,7,8,3,3,3,2,0,0,10,9,0,0,8,8,0,8,9,10,10,80,8,16,3,50,900,4,2, ,49,2,1,5, ,3,1,1,1,213,1,2,2,2,3,2,0.012836525,0.035943003,0.073798837,0.090611608
05/01/2020,05/01/2020,MEX,100,925,1,05/01/2020,R_1fkh6JRhlu4h5GK,email,ES,1,4,8,1,4,1,7,7,8,5,8,5,2,0,2,5,50,20,30,2,3,5,7,5,5,5,9,9,10,10,5,10,10,10,5,5,7,7,7,4,5,8,8,8,8,5,8,8,8,9,8,9,5,8,10,5,5,0,10,5,5,9,5,5,5,7,8,5,5,8,8,20,20,5,1,8, , , ,1, ,33,1,0,2, ,6,3,1,1,213,1, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,2469,1,05/02/2020,R_1fkjFZwba9tv2JC,email,ES,1,10,8,9,8,10,10,10,9,8,8,9,9,9,10,10,70,20,10,9,9,10,9,9,10,10,9,7,5,5,10,10,9,8,6,7,8,9,8,8,8,8,7,10,9,9,7,9,10,9,8,8,7,9,0,9,8,2,9,8,6,10,10,9,2,9,9,5,8,8,7,50,50,8,1,9,50, , ,1, ,45,2,1,1, ,3,1,1,1,213,1,2,1,2,1,1,0.000570544,0.023677022,0.061532856,0.078345628
4/29/2020,4/29/2020,MEX,100,1638,1,4/29/2020,R_1FLkWOwNcpy5UpX,email,ES,1,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,50,50,1,1,0,0,0,10,10,10,9,9,9,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8,8,8,8,4,10,7,1, ,0,0,0,0,0,0,0,10, ,0,0, , ,10,10,0,0,0,10, ,6,8,50,1,2,1, ,63,3,4,1, ,6,1,1,1,213,1,3,1,1,2,3,3.436593919,3.459700397,3.497556231,3.514369003
05/04/2020,05/04/2020,MEX,100,1806,1,05/04/2020,R_1FrdM2jU6MMAWzy,email,ES,1,5,5,5,5,5,5,5,10,10,10,5,5,5,5,5,50,30,20,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5,5,5,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,16,10,50,900,4,1, ,54,3,2,3, ,6,1,1,1,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/02/2020,05/02/2020,MEX,98,1300,0,05/03/2020,R_1FxhvQFx8poM4VP,email,ES,1,9,1,1,1,1,10,10,10,10,10,3,10,9,10,10,50,25,25,8,8,0,0,0,10,5,2,0,0,0,0,10,10,10,0,0,9,9,9,2,8,8,1,10,8,9,9,9,10,10,10,0,0,10,10,0,0,0,1,5,0,9,9,8,0,8,6,0,7,7,9,90,90,9,1,10,50,1,4,1, ,28,3,2,3, ,4,1,1,1,213,1,1,1,2,2,1,0.065424568,0.088531045,0.12638688,0.143199651
4/30/2020,4/30/2020,MEX,5,32,0,05/07/2020,R_1g1MgvPSfWPbQwl,email,ES,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,1753,1,05/04/2020,R_1GH40s8C9vcIeMQ,anonymous,ES,1,10,9,10,10,10,8,8,10,8,10,10,10,10,10,10,100,0,0,9,8,5,5,5,10,10,3,0,5,5,5,10,10,10,0,5,9,9,10,10,8,9,8,8,10,5,5,5,10,6,7,5,2,9,0,1,9,3,8,5,0,9,9,9,0,8,8,0,5,0,9,50,50,2,1,9,25,3,7,1, ,39,1,0,1, ,4,1,1,1,213,1,2,1,2,3,1,0.003553415,0.026659893,0.064515727,0.081328499
4/30/2020,4/30/2020,MEX,5,107,0,05/07/2020,R_1gIUI41bFyd0a6G,email,ES,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/04/2020,05/04/2020,MEX,98,869,0,05/06/2020,R_1gOXRNQdWEQSIPp,anonymous,ES,1,9,10,8,9,10,6,6,10,3,7,8,8,8,10,10,70,20,10,8,7,0,5,5,10,7,4,1,1,1,2,10,9,9,0,2,8,8,9,5,4,5,2,9,9,7,8,10,9,7,7,4,2,6,0,1,0,0,9,0,0,10,9,9,1,7,7,2,6,7,8,60,60,7,3,10,50,3,7,2, ,27,3,0,1, ,4,1,1,1,213,1,1,2,2,2,5,3.016866678,3.039973156,3.07782899,3.094641762
05/04/2020,05/04/2020,MEX,98,1985,0,05/04/2020,R_1gp7QmWPEg8Icc3,email,ES,1,10,1,10,9,10,8,7,10,8,8,10,10,10,10,10,0,100,0,5,7,5,5,5,1,1,8,1,6,6,5,10,10,10,0,0,5,5,0,5,5,5,0,5,5,5,1,9,9,10,10,1,9,10,10,0,0,0,0,0,8,5,10,0,5,5,5,5,0,0,5,0,10,0,16,9,50,1,7,2, ,49,2,0,1, ,5,1,1,1,213,1,2,2,2,3,1,0.010540426,0.033646904,0.071502738,0.08831551
05/07/2020,05/07/2020,MEX,95,1241,0,05/08/2020,R_1GPrbmornje3dnZ,anonymous,ES,1,9,0,10,10,10,10,10,10,10,10,10,10,9,9,10,60,30,10,7,8,8,8,8,10,10,9,6,0,8,9,10,10,10,0,0,9,8,9,8,9,8,9,9,9,8,9,9,8,9,9,1,1,9,9,8,7,8,8,8,8,9,9,8,8,9,9,9,9,9,10,10,50,5,16,9,170,9,4,2, ,38,1,1,2, ,2,1,1,2,213,1,2,2,2,3,2,0.012836525,0.035943003,0.073798837,0.090611608
05/06/2020,05/06/2020,MEX,100,3004,1,05/06/2020,R_1GPxj9KhzvDfIws,anonymous,ES,1,9,2,9,9,9,9,9,9,9,9,9,8,5,10,10,100,0,0,8,8,5,5,5,9,9,1,1,1,1,8,10,9,9,3,3,8,8,8,8,8,3,3,9,9,9,9,9,8,9,5,5,5,5,8,6,6,2,6,6,3,9,9,5,1,9,9,2,9,9,9,100,100,7,14,8,50,3,7,1, ,64,3,3,1, ,6,1,1,1,213,1,3,1,2,4,2,3.97E-09,0.023106482,0.060962316,0.077775088
05/02/2020,05/02/2020,MEX,98,1255,0,05/03/2020,R_1GQ6CleLT8EwSTQ,email,ES,1,10,7,1,1,0,9,9,10,10,10,0,2,4,5,3,100,0,0,10,8,9,9,8,10,10,0,0,0,0,6,2,10,10,1,7,8,9,7,10,7,8,1,10,10,8,8,9,9,10,10,1,0,10,8,10,9,0,7,4,8,10,10,10,10,10,10,7,10,10,10,0,0,2,15,9,50,900 000,4,2, ,50,3,3,1, ,3,1,1,2,213,1,3,2,2,1,2,0.016318474,0.039424952,0.077280786,0.094093558
05/05/2020,05/05/2020,MEX,100,1827,1,05/05/2020,R_1guKhHFGPQndnxO,anonymous,ES,1,0,8,10,10,10,10,9,10,0,10,8,8,10,8,10,80,10,10,10,9,0,0,0,10,0,5,5,5,5,0,10,0,0,0,0,9,9,9,9,9,9,9,10,10,8,9,7,9,5,10,8,10,10,0,9,5,9,8,8,10,9,9,6,1,10,5,9,0,8,0,40,70,7,1,9,25,3,7,1, ,57,3,6,1, ,3,1,1,1,213,1,3,1,2,1,1,1.04E-05,0.023116855,0.06097269,0.077785461
05/02/2020,05/02/2020,MEX,100,6328,1,05/02/2020,R_1H1iF64Ue7v0G9b,email,ES,1,10,0,7,10,10,10,9,10,10,10,10,10,10,10,10,100,0,0,2,1,5,5,5,10,5,8,5,1,5,8,10,10,10,0,0,10,9,10,10,5,3,1,2,9,10,10,10,10,8,5,9,0,5,7,5,3,7,3,1,1,10,7,5,0,7,5,5,0,1,5,80,100,3,4,3,25,3,4,2, ,49,2,2,6,Empresa independiente,6,1,1,2,213,1,2,2,2,2,4,0.002874768,0.025981246,0.06383708,0.080649851
05/05/2020,05/05/2020,MEX,100,1355,1,05/05/2020,R_1H6Khagmr8en75u,email,ES,1,9,2,2,2,2,5,5, ,2,2,0,0,0,0,0,80,10,10,8,8,5,5,5,10,9,6,0,8,10,5,0,10,8,0,0,6,6,8,5,5,5,6,8,8,8,9,9,9,4,8,4,9,9,7,3,6,1,7,6,0,7,7,8,1,1,1,7,5,5,6,10,10,3,9,8,50,300,7,2, ,38,3,1,2, ,6,1,1,1,213,1,2,2,2,4,1,0.000137279,0.023243756,0.06109959,0.077912362
05/02/2020,05/02/2020,MEX,100,1598,1,05/02/2020,R_1H7SqUlB5SYwWQw,email,ES,1,10,0,8,9,10,9,9,10,10,10,10,10,10,10,10,50,25,25,6,10,9,8,10,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,10,2,0,0,0,10,10,0,0,10,10,0,10,10,0,10,10,0,0,10,3,16,10,50,3, ,1, ,59,3,4,2, ,1,1,1,1,213,1,3,1,2,4,1,3.26E-09,0.023106481,0.060962315,0.077775087
05/05/2020,05/05/2020,MEX,100,1923,1,05/05/2020,R_1He0UG0ClfueZCm,anonymous,ES,1,9,0,9,9,10,10,10,10,9,10,10,10,10,10,10,50,15,35,7,8,0,0,8,9,7,5,0,5,3,6,9,9,3,3,6,8,8,9,9,8,3,0,8,8,9,8,8,9,9,9,8,0,8,8,5,8,1,7,0,0,10,9,8,0,6,7,0,0,8,10,50,50,7,16,9,50,3,4,2, ,64,3,3,6, ,4,1,1,1,213,1,3,2,2,2,4,0.002422208,0.025528686,0.06338452,0.080197292
05/03/2020,05/03/2020,MEX,100,1607,1,05/03/2020,R_1hGZxzbOdzo2Yy5,email,ES,1,8,4,9,10,10,5,5,10,5,10,10,10,10,10,10,10,50,40,5,6,6,10,6,10,10,3,3,3,3,2,10,10,10,0,0,10,10,10,10,5,5,10,8,10,7,7,7,10,6,7,8,4,6,10,0,0,0,5,0,0,10,10,5,0,5,8,5,0,5,10,80,80,5,16,6,50,1,4,2, ,46,1,2,2, ,6,2,1,1,213,1,2,2,1,3,4,0.035317023,0.0584235,0.096279335,0.113092106
05/04/2020,05/04/2020,MEX,100,2011,1,05/04/2020,R_1hMUaOAzA7QkRde,email,ES,1,9,0,9,10,10,10,10,10,10,9,10,9,9,9,10,33,34,33,6,8,5,8,5,10,10,8,5,3,5,2,9,9,9,0,1,9,10,10,5,5,1,0,8,9,8,9,9,10,8,10,7,2,8,5,1,1,1,5,1,0,10,9,0,0,5,5,0,5,8,5,50,80,5,1,8,0,3,4,1, ,69,3,2,5, ,4,1,1,2,213,1,4,1,2,3,3,4.82E-05,0.023154703,0.061010537,0.077823309
05/04/2020,05/04/2020,MEX,100,1964,1,05/04/2020,R_1hQfzw2OQXfwP5x,anonymous,ES,1,10,0,10,10,10,3,8,10,10,8,10,10,8,10,10,75,5,20,9,8,0,2,0,10,8,0,0,0,0,3,10,10,10,0,0,7,8,10,7,6,9,10,10,10,3,8,8,10,9,7,6,6,8,3,3,4,0,0,2,0,7,7,2,0,2,0,7,2,0,3,20,70,8,4,10,50,300,7,2, ,33,3,1,1, ,3,1,1,1,213,1,1,2,2,3,2,0.030259129,0.053365607,0.091221441,0.108034213
05/03/2020,05/03/2020,MEX,98,1996,0,05/04/2020,R_1hRb7ymnnDsiudX,email,ES,1,8,6,9,9,10,9,9,10,10,10,10,10,5,10,10,20,50,30,5,7,5,5,5,8,6,2,5,2,7,5,10,10,10,0,5,9,9,9,8,8,8,9,7,7,5,8,9,10,9,8,10,5,8,9,0,5,5,8,8,0,8,8,8,0,7,9,0,9,8,9,50,60,2,6,7,50,300,4,2, ,34,2,0,4, ,3,1,1,2,123,0, , , , , , , , , 
4/30/2020,4/30/2020,MEX,4,90,0,05/07/2020,R_1hyy9dwPWxVHB07,email,ES,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,918,1,05/02/2020,R_1I40zo3SPRRxlDq,email,ES,1,8,0,3,10,9,10,10,10,10,10,9,6,2,10,10,85,10,5,7,7,10,10,10,8,9,5,1,1,1,2,10,10,10,5,0,6,9,5,5,5,5,5,10,10,10,10,10,10,8,10,8,9,8,7,5,7,0,9,7,0,10,10,10,2,10,10,10,10,10,10,0,30,4,16,9,50,1,4,2, ,45,2,1,6,Micro empresario,4,1,1,2,213,1,2,2,2,2,1,0.011241943,0.034348421,0.072204255,0.089017027
05/05/2020,05/05/2020,MEX,98,1347,0,05/06/2020,R_1I79c4Crlsuxfob,anonymous,ES,1,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,0,0,100,9,8,0,5,0,10,6,5,0,0,0,0,10,10,10,0,0,10,10,10,5,10,10,10,9,5,10,5,9,10,10,10,0,0,8,9,0,5,1,5,5,1,9,9,5,0,5,5,8,5,5,5,50,20,9,14,7,50,300,7,1, ,35,3,2,1, ,6,1,1,1,213,1,2,1,2,3,1,0.003553415,0.026659893,0.064515727,0.081328499
05/05/2020,05/05/2020,MEX,100,2153,1,05/05/2020,R_1i81XpLTk2WQlzo,anonymous,ES,1,3,1,1,6,9,8,8,10,5,10,8,7,9,9,10,20,50,30,3,6,0,0,0,0,0,0,0,0,0,1,10,10,9,0,5,4,4,5,6,5,6,1,10,10,2,1,1,2,8,8,10,9,3,7,2,2,6,7,6,1,9,9,6,0,1,7,0,1,1,8,10,20,0,1,9,50,300,4,1, ,40,3,2,1, ,4,1,1,1,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,899,1,05/04/2020,R_1IbK7tLi4TXiJyM,anonymous,ES,1,5,0,7,10,10,7,7,10,10,10,10,8,10,10,10,80,0,20,8,8,2,5,2,2,1,2,1,2,2,5,8,1,7,0,8,8,10,10,5,5,2,10,6,5,4,2,7,2,5,7,9,2,8,5,9,5,6,5,7,7,9,9,7,0,8,9,0,2,9,9,50,50,5,3,8,50,3,4,1, ,37,3,3,1, ,3,1,1,1,213,1,2,1,2,3,5,0.259792843,0.282899321,0.320755155,0.337567927
05/03/2020,05/03/2020,MEX,100,6684,1,05/03/2020,R_1IhBATFzOlOHpGI,email,ES,1,10,0,8,9,10,10,10,10,8,10,5,4,5,10,0,0,100,0,8,9,5,10,5,10,10,5,0,0,0,2,10,10,10,0,5,8,8,9,9,9,5,0,9,10,8,8,10,8,7,9,6,7,8,8,2,7,0,10,9,5,10,10,5,5,5,5,5,7,7,5,30,20,0,16,7,25,3,6,1, ,41,2,2,1, ,3,1,1,2,213,1,2,1,1,1,1,20.4304964,20.45360288,20.49145871,20.3899788
05/04/2020,05/04/2020,MEX,98,12114,0,05/06/2020,R_1Ij80EZItd8tx4f,email,ES,1,10,6,3,10,10,10,8,10,7,10,10,10,2,10,10,85,10,5,10,10,1,5,1,10,0,1,1,1,1,1,0,10,10,0,0,1,8,7,2,2,8,10,10,10,6,5,5,8,1,10,9,0,10,0,1,1,1,0,0,0,10,10,6,0,2,5,1,9,6,9,20,50,9,16,10,50,3,7,3, ,60,3,2,1, ,3,1,1,2,213,1, , , , , , , , , 
05/03/2020,05/04/2020,MEX,100,127516,1,05/04/2020,R_1IKG9Qm0arlH8Et,email,ES,1,10,0,10,7,10,3,3,10,10,8,10,10,10,10,10,0,80,20,10,10,0,0,0,3,1,0,0,0,0,4,10,10,10,0,0,8,10,10,10,6,10,10,10,10,6,10,10,10,3,10,0,0,10,0,0,0,1,1,0,0,10,10,0,0,7,4,10,0,0,10,0,100,7,16,10,50,1,4,1, ,48,3,3,1, ,2,1,2,1,213,1,2,1,2,1,2,0.00069483,0.023801308,0.061657142,0.078469914
05/01/2020,05/01/2020,MEX,100,1498,1,05/01/2020,R_1ilN5opCRCPunD4,email,ES,1,10,6,8,8,10,8,8,10,1,9,3,10,10,10,10,85,10,5,6,4,5,5,5,10,10,8,7,6,3,3,1,1,1,1,1,9,7,9,9,8,8,8,7,7,8,10,7,9,5,5,5,7,8,6,5,5,3,6,6,3,10,9,8,1,3,2,0,1,9,10,10,30,10,2,8,50,100,4,2, ,28,2,0,1, ,6,1,1,1,213,1,1,2,2,2,2,0.050253252,0.073359729,0.111215564,0.128028335
05/02/2020,05/02/2020,MEX,100,2391,1,05/02/2020,R_1ilNF5epXUWDyW3,email,ES,1,10,0,10,10,10,10,8,10,10,10,10,10,10,10,10,50,40,10,6,8,5,9,10,10,10,0,0,0,0,1,10,10,10,0,2,8,10,8,8,8,10,10,4,8,10,10,10,10,7,8,9,8,7,0,6,8,2,10,8,4,10,10,8,0,8,10,0,9,10,10,20,20,4,14,9,50,3,4,1, ,55,3,0,1, ,4,1,1,1,213,1,3,1,2,3,1,0.000929507,0.024035985,0.061891819,0.07870459
05/07/2020,05/07/2020,MEX,100,1486,1,05/07/2020,R_1ImAahmKEGVPm9i,email,ES,1,10,5,10,10,10,10,5,10,5,10,10,10,10,10,10,50,30,20,5,9,10,10,10,10,10,0,0,0,0,5,10,10,10,0,0,5,5,10,10,5,5,5,10,10,10,10,10,10,10,10,5,0,5,10,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,50,50,5,16,10,50,300,4,1, ,52,1,0,1, ,6,1,1,2,213,1,3,1,1,1,1,0.371611739,0.394718216,0.432574051,0.449386822
05/04/2020,05/04/2020,MEX,100,1842,1,05/04/2020,R_1jBa7g76O03SWaB,email,ES,1,8,5,8,5,8,8,8,5,5,10,8,8,2,8,8,50,50,0,10,10,2,5,5,10,10,8,5,5,5,2,10,10,10,0,0,5,8,8,8,8,8,5,10,10,9,9,10,9,8,8,2,0,10,0,5,2,0,5,5,0,8,5,5,0,0,0,5,0,5,5,10,20,5,14,10,25,1,7,1, ,54,1,0,1, ,4,1,1,1,213,1,3,1,2,1,3,7.89E-06,0.023114371,0.060970206,0.077782977
05/01/2020,05/01/2020,MEX,100,3237,1,05/01/2020,R_1jBZe1LPisHfR8m,email,ES,1,10,0,10,10,10,10,10,10,8,10,10,8,10,10,10,0,0,100,8,10,0,4,10,10,10,0,0,0,0,2,2,10,10,0,0,0,0,9,0,0,0,0,8,10,10,5,10,10,2,8,8,6,9,0,0,0,0,0,0,0,10,10,10,0,10,10,0,10,0,10,50,60,3,10,10, , , ,2, ,61,3,2,5, ,5,1,1,2,213,1,3,2,2,3,2,0.073214836,0.096321314,0.134177148,0.15098992
05/03/2020,05/03/2020,MEX,98,11431,0,05/04/2020,R_1JDPOeYYSktzUkX,anonymous,ES,1,9,0,10,10,10,10,10,10,10,10,5,10,10,10,10,80,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,10,0,0,5,5,5,5,5,5,5,5,5,7,8,8,8,10,10,0,0,7,2,0,5,0,5,0,5,10,10,5,0,8,10,5,5,8,5,50,50,7,16,5,50,3,7,2, ,57,2,0,6, ,6,1,1,1,213,1,3,2,2,3,2,0.073214836,0.096321314,0.134177148,0.15098992
