StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 17:58,28/04/2020 18:15,0,95.147.67.6,100,972,1,28/04/2020 18:15,R_1hGWFFdnThenMM3,,,,,51.79559326,-1.177703857,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,7,7,7,6,9,8,10,6,10,10,0,65,35,3|1|2,6,6,2,5,0,5,0,0,0,0,0,2,10,10,10,0,0,2,2,3,5,5,6,5,8,5,8,8,8,8,6,8,3,3,7,0,1,6,1,5,1,0,10,8,2,0,5,5,2,2,5,9,50,50,7,16,7,50,900,4,1,-99,27,2,0,1,-99,6,1,1,1,213,Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Politicalideology|Generosity|Moralcircle|Riskperception|Physicalhygiene|Self-esteem|Physicalhealth|Psychologicalwell-being|Traitself-control|NationalIdentification|Traitoptimism|Attentioncheck|Anti-coronapolicysupport|Collectivenarcissism|Socialbelonging|Open-mindedness|MoralIdentity|Physicalcontact|Narcissism
28/04/2020 17:48,28/04/2020 18:15,0,143.159.209.112,100,1602,1,28/04/2020 18:15,R_3MLNxFRmWOJvu81,,,,,51.73989868,-0.470504761,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,9,2,9,10,10,10,10,10,50,50,0,3|2|1,7,7,0,6,3,10,5,0,0,0,0,0,10,10,10,0,0,8,10,10,10,0,0,10,5,3,9,10,10,10,2,9,0,9,0,0,0,0,0,0,0,0,10,10,0,0,8,8,0,8,8,7,30,40,5,11,8,50,300,4,2,-99,47,2,5,3,-99,11,1,1,1,213,MoralIdentity|Morality-as-cooperation(shortversion)|Attentioncheck|Self-esteem|Traitoptimism|ConspiracyTheoriesCOVID-19|Traitself-control|Narcissism|Riskperception|Psychologicalwell-being|Open-mindedness|Physicalcontact|Moralcircle|Socialbelonging|NationalIdentification|Generosity|Physicalhygiene|Politicalideology|Anti-coronapolicysupport|Collectivenarcissism|Physicalhealth
28/04/2020 17:50,28/04/2020 18:15,0,81.154.224.181,100,1466,1,28/04/2020 18:15,R_2fvbvQiTH8Vo1BR,,,,,52.17840576,-1.981994629,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,7,7,10,2,10,10,10,8,10,10,85,10,5,2|3|1,7,7,0,2,0,10,3,1,1,1,1,5,9,10,8,0,0,6,7,9,6,6,8,7,8,8,7,6,6,9,8,10,0,5,4,0,5,4,6,6,5,3,10,10,9,0,8,8,10,7,4,10,70,70,4,16,9,25,3 minutes,7,2,-99,27,1,0,3,-99,6,2,1,2,213,Open-mindedness|Physicalhygiene|Anti-coronapolicysupport|Politicalideology|Traitoptimism|Socialbelonging|Self-esteem|Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalcontact|ConspiracyTheoriesCOVID-19|NationalIdentification|MoralIdentity|Physicalhealth|Generosity|Attentioncheck|Psychologicalwell-being|Traitself-control|Moralcircle|Riskperception|Narcissism
28/04/2020 17:58,28/04/2020 18:15,0,86.141.154.16,100,1008,1,28/04/2020 18:15,R_1OwrOFZwIxpvOLh,,,,,50.10969543,-5.286407471,anonymous,EN-GB,"1,3,4,5",-99,,,4,1,7,8,10,8,8,10,7,7,10,10,10,10,10,75,25,0,1|2|3,7,7,5,4,4,10,6,4,2,2,3,2,10,10,10,0,1,8,3,9,4,3,4,4,8,8,6,4,4,4,4,6,6,4,7,0,4,6,3,4,3,1,9,6,7,0,3,4,1,2,6,8,30,40,6,11,9,50 cents,1 minutes,4,2,-99,26,2,0,6,self employed,6,2,1,1,213,Self-esteem|Physicalhygiene|Narcissism|Morality-as-cooperation(shortversion)|Traitself-control|Physicalcontact|Socialbelonging|Anti-coronapolicysupport|Traitoptimism|Attentioncheck|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|NationalIdentification|Physicalhealth|Riskperception|Moralcircle|Open-mindedness|MoralIdentity|Politicalideology|Generosity
28/04/2020 17:58,28/04/2020 18:15,0,151.230.117.97,100,977,1,28/04/2020 18:15,R_33DNCpD4ZM2cDWr,,,,,51.31570435,-0.535003662,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,9,5,8,10,10,9,10,10,25,75,0,2|3|1,7,7,5,4,3,8,7,0,0,0,0,1,8,7,8,0,0,6,7,8,7,5,2,0,8,8,6,6,7,6,7,8,6,4,8,0,4,5,1,4,4,1,8,8,3,0,5,5,8,6,6,9,30,40,5,9,8,50,3,7,2,-99,45,3,1,2,-99,3,1,1,1,213,Self-esteem|Physicalhealth|Politicalideology|ConspiracyTheoriesCOVID-19|Attentioncheck|Traitself-control|Generosity|Narcissism|Traitoptimism|Physicalhygiene|Psychologicalwell-being|Anti-coronapolicysupport|NationalIdentification|Collectivenarcissism|Socialbelonging|Morality-as-cooperation(shortversion)|MoralIdentity|Riskperception|Physicalcontact|Open-mindedness|Moralcircle
28/04/2020 17:50,28/04/2020 18:15,0,86.188.10.198,100,1463,1,28/04/2020 18:15,R_27IlmH7ex4m7iny,,,,,52.375,-2.241699219,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,9,5,10,9,9,0,9,9,60,30,10,3|2|1,6,6,8,9,9,10,10,5,0,0,0,2,9,9,9,1,1,7,9,10,9,4,2,0,7,7,6,9,9,8,9,10,1,0,9,0,5,5,8,6,6,3,10,9,5,0,9,9,1,7,7,10,60,40,9,3,3,50,300minutes,7hours,1,-99,73,3,4,5,-99,3,2,1,1,213,Generosity|Riskperception|Physicalhealth|Psychologicalwell-being|Socialbelonging|Traitoptimism|Politicalideology|Open-mindedness|Physicalcontact|Narcissism|Attentioncheck|MoralIdentity|Anti-coronapolicysupport|Self-esteem|Traitself-control|NationalIdentification|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Physicalhygiene|Moralcircle
28/04/2020 17:57,28/04/2020 18:15,0,81.98.67.221,100,1050,1,28/04/2020 18:15,R_2wH7UVjzmTJXWnW,,,,,51.37379456,0.49130249,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,1,10,10,100,0,0,3|2|1,4,5,8,10,7,0,1,10,4,10,7,3,8,8,10,6,3,10,6,7,7,7,6,6,10,9,8,10,9,9,7,8,2,5,7,0,7,8,10,7,7,8,10,9,10,8,8,10,10,8,10,9,50,80,5,6,7,50 cents,300 minutes,2,2,-99,40,3,1,2,-99,6,1,1,1,213,Psychologicalwell-being|Traitself-control|Socialbelonging|Morality-as-cooperation(shortversion)|Physicalcontact|Moralcircle|Politicalideology|Physicalhygiene|Collectivenarcissism|Narcissism|Attentioncheck|Riskperception|Open-mindedness|ConspiracyTheoriesCOVID-19|Traitoptimism|MoralIdentity|Generosity|NationalIdentification|Anti-coronapolicysupport|Physicalhealth|Self-esteem
28/04/2020 17:43,28/04/2020 18:15,0,86.9.228.162,100,1903,1,28/04/2020 18:15,R_2yrb93dQyWmifjn,,,,,53.08059692,-2.133102417,anonymous,EN-GB,"1,3,4,5",-99,,,4,1,5,4,9,6,7,6,3,9,8,8,6,8,9,30,60,10,2|1|3,2,3,3,5,2,9,3,5,5,2,1,3,8,7,8,2,2,5,3,6,6,7,5,3,5,4,3,2,4,5,7,6,4,5,1,0,3,-99,6,6,-99,6,8,7,3,2,4,4,3,6,6,8,80,70,3,11,4,50,5hrs,7hrs,1,-99,19,2,0,1,-99,8,2,1,2,213,Open-mindedness|Narcissism|Anti-coronapolicysupport|Physicalhygiene|Attentioncheck|Riskperception|Psychologicalwell-being|Physicalhealth|Traitself-control|Traitoptimism|MoralIdentity|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Politicalideology|Physicalcontact|Socialbelonging|Moralcircle|Morality-as-cooperation(shortversion)|NationalIdentification|Self-esteem|Generosity
28/04/2020 17:53,28/04/2020 18:15,0,86.136.121.134,100,1338,1,28/04/2020 18:15,R_3fBOdmFRZ6dWHwl,,,,,51.3881073,-0.507797241,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,7,9,10,1,1,0,4,5,10,10,8,9,6,80,20,0,3|1|2,9,8,0,5,1,10,8,0,0,0,0,1,9,10,9,0,0,6,6,9,7,5,1,1,10,9,8,9,8,8,9,9,6,7,8,0,7,3,0,5,3,0,10,10,5,0,2,7,1,9,6,9,10,10,7,11,7,25,300,7,1,-99,25,3,0,1,-99,2,1,1,1,213,Collectivenarcissism|Narcissism|NationalIdentification|Moralcircle|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Physicalcontact|Self-esteem|Traitoptimism|Traitself-control|MoralIdentity|Attentioncheck|Physicalhygiene|Physicalhealth|Open-mindedness|Riskperception|Generosity|Psychologicalwell-being|Socialbelonging|Politicalideology|Morality-as-cooperation(shortversion)
28/04/2020 17:56,28/04/2020 18:15,0,2.31.154.66,100,1172,1,28/04/2020 18:15,R_3JFr4S9y5jCd3v3,,,,,53.69430542,-2.688796997,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,0,10,10,9,9,0,0,0,10,10,8,10,10,0,50,50,3|2|1,9,8,0,0,0,10,8,0,0,0,0,3,10,10,10,0,1,5,5,5,5,5,0,0,10,9,4,8,9,9,8,10,7,2,9,0,0,0,0,1,0,0,9,7,3,0,2,1,3,3,0,5,30,20,7,11,8,25,3,7,1,-99,63,3,0,5,-99,3,2,1,1,213,MoralIdentity|NationalIdentification|Traitself-control|Physicalhygiene|Riskperception|Anti-coronapolicysupport|Psychologicalwell-being|Physicalcontact|Open-mindedness|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Moralcircle|Attentioncheck|Self-esteem|Narcissism|Politicalideology|Generosity|Physicalhealth|Socialbelonging|Traitoptimism|Collectivenarcissism
28/04/2020 17:49,28/04/2020 18:15,0,86.170.89.120,100,1586,1,28/04/2020 18:15,R_12RtJD11S4fw4ZP,,,,,53.50390625,-2.195907593,anonymous,EN-GB,"1,3,4,5",-99,,,8,2,7,8,9,7,8,10,10,8,8,7,9,7,7,20,40,40,2|1|3,6,3,5,7,5,9,7,5,6,6,8,4,7,7,5,6,8,7,6,6,5,7,5,8,4,2,4,3,4,5,10,4,7,8,4,0,3,5,7,4,4,6,9,7,5,1,6,6,5,3,4,7,30,40,5,6,10,25 cents,1800,4,1,-99,29,1,0,2,-99,6,1,2,1,213,MoralIdentity|Attentioncheck|Collectivenarcissism|Generosity|Physicalhygiene|NationalIdentification|ConspiracyTheoriesCOVID-19|Self-esteem|Socialbelonging|Traitself-control|Moralcircle|Morality-as-cooperation(shortversion)|Narcissism|Anti-coronapolicysupport|Politicalideology|Physicalhealth|Physicalcontact|Traitoptimism|Open-mindedness|Psychologicalwell-being|Riskperception
28/04/2020 17:52,28/04/2020 18:15,0,81.102.203.225,100,1409,1,28/04/2020 18:15,R_1DZ6ZErXYRq6OEc,,,,,50.82530212,-0.371902466,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,9,10,9,9,9,10,10,50,50,0,3|2|1,6,6,5,5,2,7,3,3,1,0,1,1,9,9,7,0,1,8,3,9,7,4,5,7,6,6,9,8,9,9,3,7,7,4,8,0,2,4,1,3,3,1,9,8,3,0,4,3,2,1,0,6,70,70,6,12,7,50 cents ,300 minutes ,4 hours ,2,-99,36,3,2,2,-99,5,1,1,1,213,Physicalhealth|Psychologicalwell-being|Physicalcontact|Traitoptimism|Narcissism|Self-esteem|Attentioncheck|Moralcircle|Socialbelonging|Generosity|ConspiracyTheoriesCOVID-19|Traitself-control|Politicalideology|NationalIdentification|Physicalhygiene|Open-mindedness|MoralIdentity|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Collectivenarcissism|Riskperception
28/04/2020 17:58,28/04/2020 18:16,0,51.7.168.255,100,1028,1,28/04/2020 18:16,R_2gy7PPNN7yf4cPn,,,,,51.90220642,0.205307007,anonymous,EN-GB,"1,3,4,5",-99,,,9,9,10,10,10,10,10,10,6,6,10,10,8,10,10,100,0,0,2|3|1,6,7,0,0,0,6,0,1,1,1,1,0,10,10,7,0,0,6,6,7,4,4,1,6,10,10,7,6,7,6,7,9,7,2,8,0,4,9,3,9,6,1,10,8,1,0,2,1,2,0,0,7,80,90,3,7,9,50,3,4,1,-99,34,1,0,1,-99,4,2,1,1,213,Narcissism|ConspiracyTheoriesCOVID-19|Traitoptimism|Anti-coronapolicysupport|Self-esteem|Generosity|Physicalhygiene|Open-mindedness|Socialbelonging|NationalIdentification|Riskperception|Moralcircle|Attentioncheck|Physicalcontact|Collectivenarcissism|Physicalhealth|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Politicalideology|MoralIdentity|Traitself-control
28/04/2020 17:58,28/04/2020 18:16,0,82.38.148.253,100,1034,1,28/04/2020 18:16,R_1ptxon949eyJ6Nh,,,,,51.42030334,-0.117492676,anonymous,EN-GB,"1,3,4,5",-99,,,3,8,3,8,10,10,10,10,10,10,8,10,4,10,6,100,0,0,2|3|1,4,5,3,0,0,8,6,8,8,0,0,2,9,9,9,0,0,6,7,7,2,6,6,8,7,6,1,9,9,9,2,7,8,4,9,0,3,6,0,6,5,0,10,7,5,0,7,9,3,0,6,7,10,30,3,5,10,50,300,4,2,-99,29,1,1,3,-99,6,1,1,2,213,Traitself-control|Attentioncheck|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Narcissism|Generosity|Traitoptimism|MoralIdentity|Open-mindedness|Self-esteem|Collectivenarcissism|NationalIdentification|Politicalideology|Riskperception|Moralcircle|Physicalcontact|Physicalhygiene|Socialbelonging|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Physicalhealth
28/04/2020 17:44,28/04/2020 18:16,0,82.9.93.93,100,1896,1,28/04/2020 18:16,R_3hcm63Y1prlC5Tn,,,,,51.48269653,-3.180801392,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,7,10,9,9,7,10,9,50,25,25,1|2|3,3,2,0,3,0,7,0,0,0,0,0,3,10,10,10,0,3,8,8,8,9,1,6,8,4,1,2,3,4,1,4,5,9,5,3,0,3,4,4,0,0,5,8,6,2,0,5,4,0,5,3,6,80,80,0,14,6,25,3,7,1,-99,47,1,1,3,-99,10,1,1,2,213,Morality-as-cooperation(shortversion)|Narcissism|Attentioncheck|Traitoptimism|Anti-coronapolicysupport|Politicalideology|Generosity|Physicalhealth|NationalIdentification|ConspiracyTheoriesCOVID-19|Moralcircle|Collectivenarcissism|Self-esteem|Riskperception|Physicalcontact|Psychologicalwell-being|Traitself-control|Socialbelonging|MoralIdentity|Physicalhygiene|Open-mindedness
28/04/2020 17:43,28/04/2020 18:16,0,92.15.205.237,100,1975,1,28/04/2020 18:16,R_2EiA4zDXiZo8j8h,,,,,51.22239685,1.373001099,anonymous,EN-GB,"1,3,4,5",-99,,,5,10,3,10,10,7,7,8,2,8,7,9,3,7,6,85,15,0,1|2|3,5,3,2,2,2,2,1,5,5,1,3,2,9,9,9,2,2,2,2,9,6,5,6,8,6,6,6,5,5,7,2,4,8,3,3,0,3,3,5,6,2,6,8,5,4,3,3,3,5,3,3,5,30,30,3,3,4,50,300,4 hours,1,-99,30,2,0,1,-99,8,1,1,1,213,Collectivenarcissism|Psychologicalwell-being|Traitoptimism|Riskperception|Socialbelonging|Self-esteem|Moralcircle|Narcissism|Morality-as-cooperation(shortversion)|Physicalcontact|Open-mindedness|Generosity|Physicalhygiene|Anti-coronapolicysupport|Traitself-control|ConspiracyTheoriesCOVID-19|MoralIdentity|NationalIdentification|Politicalideology|Attentioncheck|Physicalhealth
28/04/2020 17:49,28/04/2020 18:16,0,90.206.18.141,100,1593,1,28/04/2020 18:16,R_5zKIj3tkPvpszCx,,,,,51.58279419,-0.344802856,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,2|3|1,8,7,9,8,2,10,10,2,1,2,2,6,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,0,1,10,0,4,6,1,10,10,0,10,10,7,0,9,10,0,10,10,10,0,20,5,7,9,50,300 minutes,3,2,-99,24,1,0,3,-99,4,2,1,1,213,Morality-as-cooperation(shortversion)|Open-mindedness|Physicalhealth|Traitself-control|MoralIdentity|Psychologicalwell-being|Physicalcontact|Moralcircle|Socialbelonging|ConspiracyTheoriesCOVID-19|Generosity|Collectivenarcissism|NationalIdentification|Traitoptimism|Riskperception|Anti-coronapolicysupport|Politicalideology|Narcissism|Self-esteem|Physicalhygiene|Attentioncheck
28/04/2020 18:01,28/04/2020 18:16,0,51.7.251.249,100,885,1,28/04/2020 18:16,R_24nNkYGQwfqT1D3,,,,,50.87449646,0.556396484,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,10,10,10,10,10,10,10,10,10,0,10,10,50,30,20,3|1|2,4,5,0,0,0,6,4,0,0,0,0,2,10,10,10,0,0,5,8,5,10,0,0,5,4,4,6,6,7,7,5,8,5,6,2,0,3,0,1,0,0,0,10,10,1,0,7,5,0,10,10,10,10,10,1,14,9,25,3 mins,7 hours,2,-99,54,1,1,2,-99,5,1,1,1,213,Collectivenarcissism|Physicalhygiene|Socialbelonging|Traitoptimism|NationalIdentification|Physicalcontact|Anti-coronapolicysupport|Attentioncheck|Open-mindedness|Politicalideology|Physicalhealth|MoralIdentity|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Generosity|Morality-as-cooperation(shortversion)|Moralcircle|Self-esteem|Narcissism|Riskperception|Traitself-control
28/04/2020 17:36,28/04/2020 18:16,0,86.134.179.253,100,2424,1,28/04/2020 18:16,R_SZXwp1OZE3iiRgd,,,,,51.36669922,0.016693115,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,6,7,10,4,5,10,10,8,10,10,100,0,0,2|3|1,4,4,5,3,2,6,4,0,0,0,0,9,10,10,4,0,6,7,4,8,7,5,10,10,6,6,4,3,3,6,4,4,7,3,4,0,7,6,2,6,0,5,7,8,0,2,3,3,8,5,5,3,40,40,2,4,6,50,300 minutes,4,1,-99,52,1,0,1,-99,8,1,1,1,213,Psychologicalwell-being|Narcissism|Moralcircle|Physicalhealth|Generosity|Open-mindedness|NationalIdentification|Anti-coronapolicysupport|Riskperception|MoralIdentity|Attentioncheck|Traitoptimism|ConspiracyTheoriesCOVID-19|Traitself-control|Physicalcontact|Politicalideology|Collectivenarcissism|Morality-as-cooperation(shortversion)|Socialbelonging|Self-esteem|Physicalhygiene
28/04/2020 17:44,28/04/2020 18:16,0,2.30.206.55,100,1956,1,28/04/2020 18:16,R_22n5R4mom7zy32o,,,,,51.55769348,-1.776702881,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,10,10,10,10,10,9,10,10,10,10,10,10,100,0,0,2|3|1,8,8,0,0,0,0,0,3,7,10,10,7,10,9,9,7,5,9,6,5,5,5,8,7,8,8,5,7,10,10,5,8,0,0,7,0,10,10,5,7,7,0,10,9,5,0,10,5,2,5,7,10,50,70,5,16,8,50,1 min ,4,1,-99,42,3,1,1,-99,4,1,1,1,213,Moralcircle|Collectivenarcissism|Socialbelonging|Morality-as-cooperation(shortversion)|Physicalhealth|Physicalcontact|Self-esteem|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Open-mindedness|Attentioncheck|Narcissism|MoralIdentity|Psychologicalwell-being|Generosity|Riskperception|Politicalideology|Traitoptimism|Physicalhygiene|NationalIdentification|Traitself-control
28/04/2020 17:56,28/04/2020 18:16,0,81.107.52.98,100,1193,1,28/04/2020 18:16,R_2BbPiSuJ16A0shD,,,,,51.38479614,-0.413894653,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,10,10,10,10,10,10,10,8,8,8,10,8,0,90,10,2|3|1,7,6,5,7,4,10,10,3,1,1,3,5,7,8,7,1,1,8,7,7,8,7,6,8,8,8,8,8,8,10,8,8,4,1,8,0,4,6,5,6,5,2,10,10,5,0,8,9,1,5,5,10,30,30,6,16,10,50,300,4,2,-99,54,3,2,2,-99,6,1,1,1,213,NationalIdentification|Socialbelonging|Self-esteem|Physicalhygiene|Physicalhealth|Anti-coronapolicysupport|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Riskperception|Morality-as-cooperation(shortversion)|Traitself-control|Psychologicalwell-being|Narcissism|Open-mindedness|Politicalideology|Generosity|Attentioncheck|Traitoptimism|Moralcircle|Physicalcontact|MoralIdentity
28/04/2020 17:59,28/04/2020 18:16,0,86.169.43.213,100,1020,1,28/04/2020 18:16,R_1Qsz5LTeBbyGlep,,,,,51.38900757,-2.818695068,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,10,10,10,9,0,10,10,3,10,4,40,40,20,1|2|3,4,5,2,5,4,3,2,4,2,0,0,2,10,10,10,0,0,5,6,7,8,3,7,8,2,4,4,5,6,8,2,6,9,3,3,0,3,5,1,6,2,0,9,7,3,0,4,2,8,0,2,8,40,50,3,4,6,50,3,7,1,-99,45,2,0,6,Carer at home,8,2,1,1,213,Moralcircle|Politicalideology|Self-esteem|Traitoptimism|Narcissism|Physicalcontact|Riskperception|NationalIdentification|Generosity|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Physicalhealth|Attentioncheck|Traitself-control|MoralIdentity|Morality-as-cooperation(shortversion)|Open-mindedness|Collectivenarcissism|Socialbelonging|Physicalhygiene|Psychologicalwell-being
28/04/2020 17:49,28/04/2020 18:16,0,147.147.172.158,100,1631,1,28/04/2020 18:16,R_3IXe3JHkMQE09Ix,,,,,51.40029907,0.529098511,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,7,7,5,6,8,9,10,7,10,10,0,100,0,2|3|1,1,3,3,7,5,4,5,5,0,0,0,2,10,10,10,0,0,10,10,10,10,8,0,0,0,1,3,6,6,6,2,5,10,4,2,0,0,1,5,1,1,5,10,9,1,0,2,5,0,3,3,10,10,40,3,16,4,50,3 MINUTES,4 HOURS,2,-99,63,3,2,6,Full time carer,9,1,1,1,213,Traitself-control|Physicalcontact|Self-esteem|MoralIdentity|Morality-as-cooperation(shortversion)|Politicalideology|Riskperception|Psychologicalwell-being|Attentioncheck|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Narcissism|Moralcircle|Physicalhealth|Anti-coronapolicysupport|Traitoptimism|NationalIdentification|Physicalhygiene|Socialbelonging|Generosity|Open-mindedness
28/04/2020 18:01,28/04/2020 18:16,0,86.30.217.126,100,912,1,28/04/2020 18:16,R_vCASlMEIDlUR9yp,,,,,51.44059753,0.144607544,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,8,10,10,8,8,10,5,7,8,8,8,9,10,0,100,0,1|3|2,6,6,5,3,3,7,3,0,0,0,0,3,7,8,8,0,1,5,7,8,8,5,7,7,7,8,6,6,7,7,7,6,3,2,6,0,1,1,5,7,1,0,8,8,3,2,5,3,2,5,6,8,60,50,5,3,5,50,900,2,1,-99,36,2,0,1,-99,6,2,1,1,213,Physicalhygiene|Attentioncheck|Physicalcontact|Riskperception|Politicalideology|Self-esteem|Socialbelonging|Open-mindedness|Traitoptimism|Morality-as-cooperation(shortversion)|Traitself-control|Moralcircle|Physicalhealth|Narcissism|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Generosity|MoralIdentity|Anti-coronapolicysupport|Collectivenarcissism|NationalIdentification
28/04/2020 17:54,28/04/2020 18:16,0,143.159.65.191,100,1332,1,28/04/2020 18:16,R_2TvExC7PwZwHfRW,,,,,53.91900635,-2.019607544,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,8,10,10,10,10,10,6,6,10,10,4,10,10,90,10,0,2|3|1,7,5,5,5,5,10,8,3,0,0,0,4,10,10,10,0,3,6,7,6,6,6,5,10,7,7,7,6,7,9,6,6,6,2,5,0,5,5,5,6,4,5,9,6,5,0,6,6,0,6,6,6,30,40,6,4,8,50 cents,100 minutes,4 hours,1,-99,65,3,2,5,-99,6,2,1,1,213,Physicalcontact|Traitself-control|Politicalideology|Riskperception|Self-esteem|Anti-coronapolicysupport|Psychologicalwell-being|Collectivenarcissism|Generosity|Attentioncheck|Physicalhealth|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|MoralIdentity|Narcissism|Open-mindedness|NationalIdentification|Moralcircle|Traitoptimism|Physicalhygiene|Socialbelonging
28/04/2020 18:02,28/04/2020 18:16,0,79.65.169.21,100,892,1,28/04/2020 18:16,R_brXTkiiJdhV2S1X,,,,,53.16990662,-2.939498901,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,5,10,10,8,8,10,5,3,5,8,5,7,6,80,20,0,1|2|3,5,6,3,5,3,10,5,4,3,2,4,5,9,8,8,1,3,7,6,5,6,5,6,5,6,7,5,4,3,7,4,6,8,7,2,0,6,2,2,3,3,2,8,7,4,0,5,5,2,5,5,6,20,50,6,2,7,50,30,4,2,-99,53,3,3,2,-99,4,1,1,1,213,Self-esteem|MoralIdentity|Narcissism|Collectivenarcissism|Physicalhealth|NationalIdentification|Physicalcontact|ConspiracyTheoriesCOVID-19|Attentioncheck|Riskperception|Generosity|Traitself-control|Open-mindedness|Psychologicalwell-being|Socialbelonging|Moralcircle|Politicalideology|Physicalhygiene|Traitoptimism|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)
