V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_4UFKmcDcU13RBTz,Default Response Set,2020-04-28 06:07:05,2020-04-28 06:16:18,1,0,0,0,5ea8001a-4f29-b96f-4093-ae7687958be3,121505435,968,TheoremReach,1,1,1,7,7,2,6,2,9,9,9,9,9,7,7,7,3,6,45,20,35,10,10,3,7,7,7,7,2,1,1,1,5,7,4,6,0,6,7,6,8,8,2,8,2,7,7,8,7,7,8,8,8,8,8,7,0,4,7,6,8,8,1,7,6,7,2,,,6,7,7,7,60,60,10,1,13,9,1,50원,300,2시간,1,2,,21,1,0,4,,1,1,7,3,1,1,213,3,4,6,1,,1,
R_3Hnr9kTW21NjgYb,Default Response Set,2020-04-28 06:05:07,2020-04-28 06:16:36,1,0,0,0,5ea7ffb4-f4bc-7510-0629-d87a05d5fe6e,476f7d3a-13b2-408a-bf8f-4b3446723892,737,Dalia_Research,1,1,1,8,1,1,8,8,8,9,7,6,9,10,1,1,10,10,50,25,25,9,8,6,1,6,10,10,0,0,0,0,0,8,10,10,0,3,8,8,10,10,2,10,2,9,8,9,9,9,9,9,6,7,1,7,0,9,7,4,9,9,10,10,10,4,0,5,8,0,8,5,10,10,10,3,1,10,8,1,25,3,7,1,1,,52,3,3,1,,1,1,3,1,1,1,213,1,5,6,1,,1,
R_3Oe6Ii5rZatDZe9,Default Response Set,2020-04-28 06:08:24,2020-04-28 06:16:57,1,0,0,0,5ea80070-2fc8-c0c7-8d29-5880aed1d98b,f41384ba730a976ae51bc148eaa3c70f,708,TapResearch,1,1,1,6,7,9,6,10,8,8,9,3,8,9,7,8,8,10,99,1,0,7,6,7,8,6,9,8,3,1,2,2,7,8,8,7,1,7,7,8,9,9,4,7,6,7,8,7,6,5,8,5,4,6,6,8,0,7,6,7,8,8,5,8,6,3,1,6,6,2,6,5,7,10,90,5,1,6,7,1,25,3,2,1,2,,44,1,0,1,,1,1,6,1,1,1,213,1,5,2,1,,1,
R_1OxEADOY4DbPj3H,Default Response Set,2020-04-28 06:02:38,2020-04-28 06:17:18,1,0,0,0,5ea7fef8-bf98-aa17-9505-803042a8da64,89594535,968,TheoremReach,1,1,1,10,0,10,10,10,10,10,10,10,10,10,9,7,9,10,05,040,055,8,7,3,5,1,8,7,4,2,3,4,3,9,8,9,2,7,6,6,8,9,7,7,8,8,9,7,8,8,10,7,6,0,1,8,0,3,8,1,6,5,3,8,7,4,2,8,7,9,6,7,8,0,30,5,1,14,8,1,50,300,3,1,1,,21,1,0,4,,1,1,6,1,1,1,213,5,5,4,3,,1,
R_2QgLQPFuiPNud25,Default Response Set,2020-04-28 06:06:01,2020-04-28 06:18:27,1,0,0,0,5ea7ffe0-27e0-a304-80a8-eb2b3ae7877f,a28f6876-f387-4da4-b96d-91cfee286c79,737,Dalia_Research,1,1,1,10,9,9,7,6,8,9,10,8,10,9,8,7,9,9,30,70,0,7,6,8,4,7,9,9,4,2,2,1,4,9,9,8,1,2,7,6,10,8,1,8,4,6,7,7,6,6,9,8,6,4,3,9,0,6,9,5,8,7,3,6,6,4,2,7,4,2,8,6,7,10,20,6,1,5,8,1,25,37,7,1,1,,52,3,2,1,,1,1,6,1,1,1,213,3,5,3,1,,1,
R_ezxGxZAvFZvSxax,Default Response Set,2020-04-28 06:07:45,2020-04-28 06:20:00,1,0,0,0,5ea80042-4545-5cc3-91db-bfffd2956071,c7752bf09a88de5349c0299c5bbda6f1,708,TapResearch,1,1,1,8,3,5,5,7,7,6,5,8,9,8,8,4,7,9,80,015,05,4,3,7,7,6,9,5,5,3,4,4,6,9,8,7,2,7,6,5,8,7,3,4,5,6,6,5,4,5,5,4,5,7,6,4,0,7,6,8,7,6,5,9,8,9,1,5,7,2,8,7,9,40,20,3,1,12,6,1,25,3,7,1,2,,25,1,0,2,,1,1,6,1,1,1,213,8,5,3,1,,1,
R_2THSjDSrP6sDCQ7,Default Response Set,2020-04-28 06:08:43,2020-04-28 06:21:36,1,0,0,0,5ea80065-09a1-b56e-7174-57ccfb9440e1,fdf1e4c6c983032b53f270affe04a034,708,TapResearch,1,1,1,9,1,9,10,7,10,10,10,9,10,9,6,6,10,10,50,30,20,5,5,8,0,8,10,9,8,0,0,0,3,10,10,10,0,2,7,8,10,10,10,10,10,8,10,7,7,9,10,6,6,5,2,7,0,6,7,4,6,5,4,8,9,6,0,5,7,0,5,7,10,10,10,3,1,9,6,1,25,3,7,1,1,,47,3,2,1,,1,1,6,1,1,1,213,1,5,5,1,,1,
R_3eqxsbMMtLRnFOA,Default Response Set,2020-04-28 06:07:06,2020-04-28 06:21:39,1,0,0,0,5ea80031-9542-8032-e698-b1c7f471c10a,57f3cd5a-589e-4247-8e84-b3cf57f724b8,737,Dalia_Research,1,1,1,10,0,10,10,10,10,10,10,9,10,10,9,10,10,10,0,55,45,7,9,5,3,6,10,5,0,0,0,0,2,9,9,10,0,0,9,9,9,10,9,9,9,9,9,9,8,7,10,9,9,4,5,9,0,7,9,3,7,6,3,10,8,8,2,8,8,5,7,6,8,10,50,5,1,16,9,1,모르겠다,300분,ㄷ음....잘 보르겠다,1,1,,49,3,1,1,,1,1,6,1,1,1,보트를 없애는 데에 도와주세요:아래 칸에 숫자 '213',1,2,6,3,이 연구를 해서 무엇을 하나요?,1,
R_1Gpr9hrB0gHlLpv,Default Response Set,2020-04-28 06:08:23,2020-04-28 06:22:06,1,0,0,0,5ea8007f-698b-4689-836e-342cf6c8a4cb,6b249d8b-2958-4e5c-b07b-6804e665a3b9,737,Dalia_Research,1,1,1,3,0,8,10,10,9,10,10,0,2,0,0,10,10,10,100,0,0,6,8,0,10,10,10,10,10,7,2,8,0,10,10,10,0,0,8,8,9,10,8,10,8,10,8,10,8,8,7,8,9,1,0,8,0,10,10,2,10,10,0,10,10,7,2,9,7,0,2,4,10,10,40,10,1,6,7,1,50,300,160,1,1,,32,1,0,2,,1,1,5,1,1,1,213,3,5,2,2,,1,
R_O2Mex3uAXAW1CNz,Default Response Set,2020-04-28 06:08:41,2020-04-28 06:22:51,1,0,0,0,5ea80065-ab2f-44c5-797c-63004c1d57f1,29414384,968,TheoremReach,1,1,1,10,2,9,5,9,10,10,10,5,7,4,7,5,7,10,20,60,20,7,6,7,6,8,10,7,8,7,9,7,5,10,10,8,3,4,6,5,7,8,6,7,6,7,10,7,8,5,7,8,10,3,1,6,0,7,8,7,8,9,2,7,6,8,7,5,3,5,6,4,10,30,30,6,1,10,10,1,250,3,4,1,1,,35,3,1,1,,1,1,6,1,1,2,213,1,4,4,1,,1,
R_2xY8Me16MRQOpiJ,Default Response Set,2020-04-28 06:03:34,2020-04-28 06:23:16,1,0,0,0,5ea7ff4a-6a97-d019-0ccc-d0a22f69967f,69819587,568,Prodege,1,1,1,6,3,7,6,8,7,8,4,4,8,7,4,1,6,3,80,10,10,3,6,4,6,4,7,6,3,4,2,3,4,8,7,7,1,6,6,4,8,8,4,3,6,4,7,3,4,4,8,8,8,4,4,6,0,3,6,3,4,3,0,8,7,7,2,6,6,2,7,3,9,30,30,4,1,10,5,1,25,300 minutes,2 hours,1,1,,29,2,0,1,,1,1,7,1,1,1,213,3,5,2,1,,1,
R_3lxAKfROsNvZUmI,Default Response Set,2020-04-28 06:05:05,2020-04-28 06:23:25,1,0,0,0,5ea7ffc6-18b4-0932-3a36-8e566b2acbb4,121407699,968,TheoremReach,1,1,1,7,2,6,6,10,7,7,9,4,4,7,7,3,6,10,20,50,30,8,8,7,3,3,10,10,0,0,0,0,4,8,7,7,3,2,4,7,7,6,4,3,2,8,9,7,4,7,8,4,8,3,0,7,0,3,8,1,10,6,3,7,6,4,2,7,5,3,5,8,8,80,100,7,1,5,8,1,125원,3분,4시간,1,1,,22,1,0,3,,1,1,6,1,1,1,213,13,2,1,1,,1,
R_DJ01fBlbceFC5y1,Default Response Set,2020-04-28 06:09:11,2020-04-28 06:24:39,1,0,0,0,5ea80098-2e1f-d737-a0cc-dea7aff23c71,5a6d2c12-b313-4809-b738-818c8ee46ebe,737,Dalia_Research,1,1,1,9,1,6,6,5,7,4,9,6,8,4,3,4,5,6,70,030,0,5,6,8,4,7,10,9,2,1,4,0,5,5,6,6,2,7,7,8,6,8,6,5,7,8,6,6,5,6,7,8,4,7,4,6,0,6,5,8,6,5,2,9,7,8,2,5,4,2,4,2,9,10,10,5,1,3,5,1,25,3,7,1,1,,62,3,2,3,,1,1,5,1,1,1,213,1,5,1,1,,1,
R_Rq5gD1cTxZEt4Up,Default Response Set,2020-04-28 06:00:36,2020-04-28 06:30:43,1,0,0,0,5ea7febb-d0b8-3b3a-e3c8-eee9e6cf6136,119293366,968,TheoremReach,1,1,1,10,1,9,10,10,8,8,8,7,7,10,10,6,10,10,100,0,0,7,7,4,7,4,10,8,6,1,0,0,3,10,8,10,0,1,4,7,9,10,4,9,8,8,8,7,8,8,10,8,7,3,6,8,0,5,6,6,10,5,2,10,10,7,0,5,6,0,7,4,10,10,40,5,1,16,8,1,25,3,7,1,1,,32,1,0,3,,1,1,1,2,1,1,213,3,5,2,1,None,1,
R_11iKpzPK3n1zoD9,Default Response Set,2020-04-28 06:05:02,2020-04-28 07:03:02,1,0,0,0,5ea7ffb0-645b-108c-e8e3-3cb10733506d,f579c85725296190eda1c5df76bf300c,708,TapResearch,1,1,1,8,5,7,8,7,7,7,9,7,9,7,9,7,7,9,70,30,0,2,3,5,5,5,9,7,4,4,4,3,5,7,7,7,7,4,6,6,7,6,6,5,8,4,5,5,5,5,5,5,5,5,3,3,0,4,5,5,5,5,5,7,7,5,4,6,6,5,5,5,6,30,40,0,1,6,4,1,50,3,7,1,2,,30,1,0,1,,1,1,6,1,1,1,213,1,5,4,1,,1,
R_XSaPBUI6e1OYJO1,Default Response Set,2020-04-28 07:47:10,2020-04-28 07:50:44,1,0,0,0,5ea81799-7b05-c181-fbbe-25ec506d1c87,110515470,968,TheoremReach,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,100,10,1,1,10,1,50,300,16,1,1,,28,3,1,1,,1,1,1,1,2,2,213,1,5,2,1,ㅅㄷ,1,
R_3p9Btg6OqJ1rzeT,Default Response Set,2020-04-28 07:46:52,2020-04-28 07:51:23,1,0,0,0,5ea81781-af98-3eb1-c3e2-d33053c47492,86846643,968,TheoremReach,1,1,1,9,2,8,9,8,8,10,10,10,10,10,9,8,8,7,70,15,15,8,9,7,8,7,9,9,8,9,8,7,9,9,9,8,1,3,8,7,7,8,2,9,8,7,7,7,8,8,8,8,8,10,5,8,8,8,9,8,7,7,2,8,8,8,8,9,9,8,9,8,8,20,10,5,1,1,10,1,25,3분,8,1,2,,30,1,0,6,기간제교사,1,1,6,1,1,1,213,12,5,3,1,없음,1,
R_vP8h2JW8GySYWIx,Default Response Set,2020-04-28 07:49:42,2020-04-28 07:53:42,1,0,0,0,5ea81813-880c-479c-05bd-46aadec0aa15,112651397,968,TheoremReach,1,1,1,6,4,6,6,8,7,6,4,7,8,4,7,4,6,4,030,030,040,6,7,7,4,8,8,8,7,4,6,3,8,8,10,8,7,8,7,4,7,4,9,6,4,7,7,4,7,8,7,8,8,7,8,7,8,6,7,4,7,4,7,7,4,7,7,8,4,8,8,7,8,60,60,5,1,12,7,1,125원,300,4,1,1,,30,2,0,1,,1,1,5,1,1,1,213,1,5,4,1,의갼은 없어요,1,
R_2y1OW1H0JUMXVuH,Default Response Set,2020-04-28 07:51:28,2020-04-28 07:55:38,1,0,0,0,5ea8187c-f4ce-b950-5c4b-15d96d12a27b,121522063,968,TheoremReach,1,1,1,7,2,10,9,3,8,8,10,9,10,8,7,6,5,3,80,10,10,8,2,8,7,7,9,8,7,6,8,9,8,8,7,8,9,5,7,5,6,8,4,6,5,8,4,7,7,2,3,9,8,2,8,8,0,2,9,10,8,9,10,8,3,5,5,3,10,3,7,9,8,0,20,4,1,5,7,1,50,300분,4시간,1,2,,23,1,0,4,,1,1,3,1,2,1,213,1,4,2,4,..,1,
R_1LAI0LRCJdUnzg8,Default Response Set,2020-04-28 07:48:40,2020-04-28 07:56:12,1,0,0,0,5ea81801-f99b-73ae-88fe-e14aa0f70fc4,113055013,398,P2Sample,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,4,7,8,1,3,10,10,5,5,5,5,3,10,10,10,0,0,8,8,8,8,0,8,0,10,10,8,5,0,10,9,10,4,1,10,0,1,6,3,8,8,9,8,8,8,2,8,7,2,8,8,10,60,60,8,1,3,6,1,25원,100분,,1,1,,34,3,1,1,,1,1,3,1,1,1,213,1,5,8,2,,1,
R_2B8VieNuK5YhC6r,Default Response Set,2020-04-28 07:53:16,2020-04-28 07:57:28,1,0,0,0,5ea818ea-9c55-41be-589a-887225954a79,87159962,968,TheoremReach,1,1,1,7,3,7,6,6,6,7,6,7,5,7,6,7,5,7,0,100,0,7,6,7,6,7,7,7,6,6,8,6,7,6,7,6,6,6,7,6,8,7,7,6,8,7,6,7,7,5,7,6,4,6,8,7,7,6,6,7,6,6,9,7,6,6,8,6,5,7,7,6,8,70,70,6,1,12,7,1,,,,1,2,,34,1,0,1,,1,1,8,1,1,1,213,16,4,3,3,,1,
R_2uCKjS80LUHxnFX,Default Response Set,2020-04-28 07:50:23,2020-04-28 07:57:45,1,0,0,0,5ea81851-3f88-1625-f55b-f4427e4d6153,121521894,968,TheoremReach,1,1,1,10,1,10,10,10,10,10,10,9,10,10,6,9,9,10,50,40,10,4,5,4,5,5,10,8,0,0,0,0,5,9,9,9,2,3,5,5,5,5,4,5,5,7,7,8,8,8,10,3,4,7,7,5,0,4,5,4,5,4,3,7,6,5,3,5,5,4,5,5,7,20,20,5,1,10,5,1,50,300,,1,2,,24,1,0,2,,1,1,8,1,1,1,213,1,2,1,1,,1,
R_2y4qmNzdTtjy5Vx,Default Response Set,2020-04-28 07:49:26,2020-04-28 07:57:54,1,0,0,0,5ea8183b-97ab-189f-431a-660e6d1d92be,115469454,968,TheoremReach,1,1,1,10,0,5,10,5,10,10,10,6,7,10,10,8,10,10,99,0,1,8,6,5,7,10,10,5,4,3,5,5,4,7,6,5,0,3,2,2,6,7,5,5,4,6,6,7,5,5,7,4,4,6,8,7,8,6,4,10,5,4,7,8,7,3,0,4,4,4,5,2,7,50,50,5,1,9,7,1,25,3,7,1,2,,22,1,0,4,,1,1,6,1,1,1,213,2,5,5,2,,1,
R_2OUSUWYE66zALys,Default Response Set,2020-04-28 07:47:34,2020-04-28 07:58:23,1,0,0,0,5ea81792-8189-abbc-5817-2e381aecd83b,116946598,968,TheoremReach,1,1,1,3,6,5,4,6,3,6,4,7,5,7,5,2,3,7,51,29,20,4,6,6,4,5,10,10,0,0,0,1,3,7,4,6,5,8,3,6,4,6,6,7,5,8,8,3,7,6,4,4,6,7,3,4,4,3,6,4,5,7,5,5,6,4,7,3,5,6,4,6,5,10,10,4,1,2,10,1,250원,3분,16시간,1,1,,23,2,0,2,,1,1,6,1,1,1,213,1,4,1,2,없다,1,
R_3O7dGqikp3hmKhF,Default Response Set,2020-04-28 07:51:27,2020-04-28 07:58:37,1,0,0,0,5ea818a7-ce07-eaf4-5e8f-d025ec4f44b6,5111178763e8f52bf2da2622ce14086a,708,TapResearch,1,1,1,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,50,40,10,5,5,4,3,4,10,10,4,4,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,50,50,5,1,6,5,1,50,300,4,1,2,,48,1,0,1,,1,1,6,1,1,1,213,1,5,4,1,너무길다,1,
R_2AZr3iZeSp9IunF,Default Response Set,2020-04-28 07:50:40,2020-04-28 07:59:02,1,0,0,0,5ea81887-8161-6fe2-cefb-30bd112c481e,108698822,968,TheoremReach,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,10,10,0,0,0,10,10,0,0,0,0,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,0,10,0,0,10,10,10,0,10,10,0,10,10,10,0,0,4,1,16,10,1,50,300,4,1,1,,29,1,0,2,,1,1,1,1,1,1,213,1,2,2,1,,1,
R_RRBX9s9DwlNJFpT,Default Response Set,2020-04-28 07:51:02,2020-04-28 07:59:35,1,0,0,0,5ea81877-0787-5f64-b7a1-67b7b3dd80f1,60145077,968,TheoremReach,1,1,1,8,6,7,9,9,10,10,10,9,10,6,7,6,6,8,20,80,0,8,9,7,2,0,10,10,2,1,1,1,2,7,3,7,3,7,8,7,8,8,7,9,7,7,8,8,9,8,9,6,8,8,10,7,0,4,7,1,7,6,1,8,9,5,3,6,7,4,6,7,8,10,10,2,1,3,8,1,25,300,128,1,2,,40,3,2,5,,1,1,3,1,1,1,213,1,5,3,1,좋은 설문이네요. 감사합니다. ,1,
R_yUyfRXFKCam7v6p,Default Response Set,2020-04-28 07:47:52,2020-04-28 07:59:45,1,0,0,0,5ea817df-8852-62a3-5f6b-8aeead2ebdda,94371690,968,TheoremReach,1,1,1,7,4,8,7,7,6,6,6,7,7,7,7,7,6,6,60,20,20,5,5,6,5,5,10,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,7,7,4,4,7,0,4,5,4,7,7,4,5,6,6,5,5,5,5,5,5,5,30,30,5,1,8,5,1,50,50,20,1,2,,24,1,0,1,,1,1,6,1,1,1,213,14,4,2,1,,1,
R_3fpKZEd0GGEmuNA,Default Response Set,2020-04-28 07:53:58,2020-04-28 07:59:53,1,0,0,0,5ea8193a-a860-645a-c3fd-54a0125cacc6,113315170,968,TheoremReach,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,70,10,20,5,5,5,5,5,10,10,5,5,5,5,0,10,10,10,0,0,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,0,5,1,9,9,4,5,5,5,5,5,5,5,5,5,5,50,50,5,1,16,8,1,50원,300분,4시간,1,1,,36,3,1,1,,1,1,6,1,1,1,213,3,5,5,1,,1,
R_BueKl874oQ8hb3j,Default Response Set,2020-04-28 07:56:17,2020-04-28 08:00:26,1,0,0,0,5ea819c4-69f9-25c0-5edc-c9230a3ef006,121522816,968,TheoremReach,1,1,1,9,8,8,7,8,8,7,8,7,7,8,2,8,8,10,50,10,40,9,8,5,5,7,8,8,9,8,7,9,9,7,5,7,7,7,8,8,9,8,10,7,9,8,8,10,3,8,8,8,7,9,8,9,9,9,9,9,7,10,9,7,7,3,9,9,2,8,2,5,8,0,0,8,1,4,10,1,50원,300분,16시간,1,1,,19,1,0,4,,1,1,6,2,1,1,213,14,2,4,3,,1,
R_21tewyxJ3V8ascI,Default Response Set,2020-04-28 07:56:02,2020-04-28 08:00:45,1,0,0,0,5ea8198e-6230-7443-c318-743a1b710c55,77321951,968,TheoremReach,1,1,1,9,8,9,8,8,8,8,1,2,3,8,9,7,9,6,10,20,70,7,7,9,8,9,8,9,7,2,3,7,7,8,9,7,8,7,9,8,8,1,2,7,8,8,8,8,8,8,2,8,8,6,9,8,8,8,7,9,7,7,8,8,9,6,9,7,7,8,3,8,8,80,70,7,1,3,9,1,50,240,7,1,1,,25,1,0,1,,1,1,3,2,1,1,213,1,2,4,2,Ctitxixitxxj?igcycyc,1,
R_x43hf1YB0Iz9gpX,Default Response Set,2020-04-28 07:51:17,2020-04-28 08:01:06,1,0,0,0,5ea81896-ed1a-9d75-0971-5cd935414a72,121521972,968,TheoremReach,1,1,1,8,5,6,6,5,6,8,10,5,7,5,5,5,5,8,50,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,10,5,1,25,300,75,1,2,,31,1,0,1,,1,1,6,1,1,1,213,2,4,1,2,,1,
R_2zwQKuhufFptyWh,Default Response Set,2020-04-28 07:53:51,2020-04-28 08:01:15,1,0,0,0,5ea8190a-f0ad-d6d6-0c8b-a6fc003bc441,112153268,968,TheoremReach,1,1,1,10,0,8,10,9,8,7,4,4,10,10,3,3,10,10,70,20,10,4,6,10,0,0,10,10,2,0,0,0,6,7,7,6,0,4,5,6,10,6,2,5,6,4,4,10,10,10,10,4,4,6,8,4,6,10,10,10,8,10,8,7,7,9,3,7,3,2,8,1,8,20,90,5,1,1,8,1,50원,300분,,1,2,,20,2,0,2,,1,1,7,1,1,1,213,1,1,4,2,없습니㉰.,1,
R_3kj4L56f2egDrlN,Default Response Set,2020-04-28 07:50:57,2020-04-28 08:01:24,1,0,0,0,5ea8187a-d90a-c304-031e-a176d7678c0a,95567304,968,TheoremReach,1,1,1,9,3,10,8,7,9,9,6,4,4,8,3,3,6,9,90,10,0,7,7,9,9,6,9,9,1,0,0,0,4,4,8,8,0,1,9,8,8,9,2,4,3,5,4,7,6,7,8,5,4,5,2,7,0,7,8,4,8,3,7,9,7,7,3,9,9,1,7,8,6,10,20,2,1,6,6,1,25,100,2,1,1,,44,1,0,1,,1,1,9,2,1,1,213,11,5,3,1,딱히 없습니다,1,
R_1KmcAWMMtm2GJAo,Default Response Set,2020-04-28 07:56:55,2020-04-28 08:01:32,1,0,0,0,5ea819d9-15c8-6869-7514-5da94ae0422f,5e692411-503f-49bf-a90d-6af6f10346c8,737,Dalia_Research,1,1,1,8,9,9,9,9,8,9,7,9,8,8,9,9,9,10,20,40,40,8,8,9,9,8,10,8,3,3,1,1,9,10,9,9,3,7,8,7,8,7,8,8,8,8,8,9,9,9,9,8,9,8,8,9,0,6,6,7,7,6,3,8,9,8,8,8,9,9,9,8,8,60,70,9,1,3,7,1,50,300,,1,2,,38,3,0,1,,1,1,7,1,1,1,213,1,5,3,1,,1,
R_daGFAMLQdh3bixP,Default Response Set,2020-04-28 07:49:39,2020-04-28 08:02:52,1,0,0,0,5ea81836-9c86-6c85-a270-4ab059d69d0f,46546136,968,TheoremReach,1,1,1,6,6,5,6,7,7,7,8,7,6,6,7,4,7,8,50,30,20,6,6,6,7,7,8,7,6,5,4,4,6,4,7,5,5,7,6,5,6,4,6,7,6,7,7,7,6,5,7,6,8,5,8,6,7,6,4,5,4,4,6,8,6,7,4,7,4,6,7,7,6,30,50,4,1,7,6,1,50,300,8,1,1,,43,3,2,1,,1,1,5,1,1,1,213,3,5,4,1,,1,
R_3qm2J9qHdiBQMQa,Default Response Set,2020-04-28 07:55:08,2020-04-28 08:03:36,1,0,0,0,5ea8196f-1b26-43fb-2c7a-87d70cc494f2,ad6f0ddbe40884108b4f447b71271a35,708,TapResearch,1,1,1,7,3,9,2,9,9,9,9,5,5,9,8,3,6,8,020,0,80,3,3,3,8,5,9,5,10,7,2,5,9,7,9,7,2,8,5,2,7,8,5,8,4,2,2,2,2,5,3,2,2,8,4,2,0,8,3,9,6,5,3,6,3,2,2,5,7,5,2,2,2,10,10,5,1,5,5,1,25,3,7,1,1,,47,3,1,1,,1,1,8,1,1,1,213,3,4,3,2,,1,
R_3saW8GSWoVU2noe,Default Response Set,2020-04-28 07:57:29,2020-04-28 08:04:11,1,0,0,0,5ea819fb-9772-4ca9-a52f-6b5786c3da89,ca14e084-4fad-40e3-804a-6025a91e3838,737,Dalia_Research,1,1,1,8,0,8,8,8,10,10,10,10,10,9,8,9,10,8,70,15,15,8,8,6,5,7,9,8,0,0,0,0,10,10,10,8,8,8,8,7,9,3,4,7,8,3,4,9,9,9,8,4,4,7,6,8,8,8,3,7,3,7,5,9,9,8,8,8,9,8,8,8,8,20,60,8,1,4,6,1,50원,300분,4시간,1,2,,20,1,0,6,,1,1,6,1,1,1,213,3,2,1,3,없습니다:),1,
R_1gkmarrG1mUiZZC,Default Response Set,2020-04-28 07:57:07,2020-04-28 08:04:17,1,0,0,0,5ea819e3-847c-e3af-72ac-4152b007a69f,007ae28e-eb6a-431c-8af3-c6a5eb1e4905,737,Dalia_Research,1,1,1,9,0,10,10,10,10,10,10,10,10,9,8,7,8,8,50,40,10,3,8,10,4,10,10,10,8,9,1,9,9,8,8,9,8,9,8,8,1,6,9,7,3,9,9,10,9,9,10,7,3,8,4,10,0,9,10,10,10,9,10,8,9,9,9,9,9,4,9,9,9,40,30,10,1,12,9,1,50,3분,8시간,1,2,,28,2,0,2,,1,1,1,1,1,1,213,7,4,7,2,괞찬았다,1,
R_1FPAdccN3L6xrqX,Default Response Set,2020-04-28 07:55:35,2020-04-28 08:05:15,1,0,0,0,5ea8199e-d130-d6ea-0cde-582d1e0c2748,31c19e67fcc16ccf4f2da546b4cc20db,708,TapResearch,1,1,1,7,7,7,7,7,7,7,7,5,7,7,7,5,5,7,050,50,0,7,6,5,5,5,10,10,5,5,5,5,5,9,9,9,1,1,5,5,5,5,5,5,5,6,7,5,5,5,5,10,9,5,7,3,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,0,50,10,1,5,5,1,모름,3분,1시간,1,1,,36,1,0,1,,1,1,7,1,1,1,213,3,5,2,1,없음,1,
R_2wFcdlFufK0kq4J,Default Response Set,2020-04-28 07:52:16,2020-04-28 08:05:43,1,0,0,0,5ea818d7-beb8-6f66-5102-1cc5f8b63a0d,96043372,968,TheoremReach,1,1,1,8,9,9,9,9,9,9,10,10,10,10,10,9,10,9,20,50,30,10,10,8,9,10,10,9,9,9,9,8,9,9,7,7,7,6,10,10,10,9,9,9,9,10,10,10,10,9,9,10,10,8,0,9,10,10,10,9,9,9,10,10,10,9,9,9,10,9,9,10,9,100,100,10,1,4,10,1,50,300minits,16,1,1,,32,3,1,1,,1,1,3,1,1,1,213,16,2,5,1,good one i love it,1,
