subId,country,check_selfrep,check_voting,age,education,subj_SES,pol_ideology,religiosity,argument,gender_recode,race_recode,exclude_behav,dimension,dilemma,behav,support,avg_trust,taskOrder
78,ASDF1,0,1,21,4,3,1,2,Utilitarian,Female,White,0,IB,medicine,NA,3,4.5,behav
79,ASDF1,1,1,37,4,5,1,3,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,4,self-rep
79,ASDF1,1,1,37,4,5,1,3,Non-Utilitarian,Female,White,0,IH,lockdown,NA,1,4,self-rep
79,ASDF1,1,1,37,4,5,1,3,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,6,NA,self-rep
80,ASDF1,1,1,27,4,7,2,1,Utilitarian,Female,Asian,0,IH,ventilator,NA,2,3,self-rep
80,ASDF1,1,1,27,4,7,2,1,Utilitarian,Female,Asian,0,IB,medicine,Non-Utilitarian,2,NA,self-rep
80,ASDF1,1,1,27,4,7,2,1,Utilitarian,Female,Asian,0,IH,lockdown,NA,2,1,self-rep
81,ASDF1,1,1,21,2,2,4,3,Utilitarian,Female,Other,0,IB,ppe,NA,6,6.5,behav
81,ASDF1,1,1,21,2,2,4,3,Utilitarian,Female,Other,0,IB,medicine,NA,7,6.5,behav
81,ASDF1,1,1,21,2,2,4,3,Utilitarian,Female,Other,0,IH,lockdown,Utilitarian,5,NA,behav
82,ASDF1,0,1,42,4,5,3,2,Non-Utilitarian,Female,White,0,IH,ventilator,NA,5,5,behav
82,ASDF1,1,1,42,4,5,3,2,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,2,NA,behav
82,ASDF1,1,0,42,4,5,3,2,Non-Utilitarian,Female,White,0,IH,tracing,NA,3,6,behav
83,ASDF1,1,1,37,5,10,3,5,Non-Utilitarian,Female,White,1,IH,tracing,Non-Utilitarian,2,NA,self-rep
83,ASDF1,1,1,37,5,10,3,5,Non-Utilitarian,Female,White,1,IB,ppe,NA,6,3,self-rep
83,ASDF1,1,1,37,5,10,3,5,Non-Utilitarian,Female,White,1,IB,medicine,NA,5,4,self-rep
84,ASDF1,1,1,31,3,5,7,6,Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,1,NA,self-rep
84,ASDF1,1,1,31,3,5,7,6,Utilitarian,Male,White,0,IH,lockdown,NA,7,7,self-rep
84,ASDF1,1,1,31,3,5,7,6,Utilitarian,Male,White,0,IH,ventilator,NA,2,3.5,self-rep
85,ASDF1,1,1,19,2,4,1,4,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,2.5,self-rep
85,ASDF1,1,1,19,2,4,1,4,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,2,NA,self-rep
85,ASDF1,1,1,19,2,4,1,4,Non-Utilitarian,Male,White,0,IB,ppe,NA,4,2.5,self-rep
86,ASDF1,1,0,44,2,5,4,1,Non-Utilitarian,Female,White,0,IH,tracing,NA,3,4,self-rep
86,ASDF1,1,1,44,2,5,4,1,Non-Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,2,NA,self-rep
86,ASDF1,1,1,44,2,5,4,1,Non-Utilitarian,Female,White,0,IH,ventilator,NA,4,4,self-rep
87,ASDF1,1,1,39,1,3,4,5,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,6,behav
87,ASDF1,1,1,39,1,3,4,5,Non-Utilitarian,Female,White,0,IH,tracing,NA,1,6,behav
87,ASDF1,1,1,39,1,3,4,5,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,4,NA,behav
88,ASDF1,1,1,35,5,7,1,1,Utilitarian,Male,White,0,IH,lockdown,NA,2,3,self-rep
88,ASDF1,1,1,35,5,7,1,1,Utilitarian,Male,White,0,IB,ppe,Utilitarian,3,NA,self-rep
88,ASDF1,1,1,35,5,7,1,1,Utilitarian,Male,White,0,IH,ventilator,NA,5,6,self-rep
89,ASDF1,1,1,36,5,8,2,6,Utilitarian,Male,White,0,IH,lockdown,NA,4,4,behav
89,ASDF1,1,1,36,5,8,2,6,Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,1,NA,behav
89,ASDF1,1,1,36,5,8,2,6,Utilitarian,Male,White,0,IH,ventilator,NA,2,5,behav
90,ASDF1,1,1,47,4,9,4,1,Utilitarian,Male,Asian,0,IH,tracing,NA,2,2,behav
90,ASDF1,1,1,47,4,9,4,1,Utilitarian,Male,Asian,0,IB,ppe,Non-Utilitarian,1,NA,behav
90,ASDF1,1,1,47,4,9,4,1,Utilitarian,Male,Asian,0,IH,ventilator,NA,6,4,behav
91,ASDF1,1,1,40,5,7,5,6,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,1,NA,self-rep
91,ASDF1,1,1,40,5,7,5,6,Utilitarian,Male,White,0,IH,ventilator,NA,7,7,self-rep
91,ASDF1,1,1,40,5,7,5,6,Utilitarian,Male,White,0,IH,tracing,NA,7,7,self-rep
92,ASDF1,1,1,25,2,3,5,3,Non-Utilitarian,Male,White,0,IH,ventilator,NA,5,5,self-rep
92,ASDF1,1,1,25,2,3,5,3,Non-Utilitarian,Male,White,0,IH,lockdown,NA,5,6,self-rep
92,ASDF1,1,1,25,2,3,5,3,Non-Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,2,NA,self-rep
93,ASDF1,1,1,18,1,1,4,4,Non-Utilitarian,Male,Asian,0,IH,ventilator,Non-Utilitarian,4,NA,self-rep
93,ASDF1,1,1,18,1,1,4,4,Non-Utilitarian,Male,Asian,0,IB,medicine,NA,5,3.5,self-rep
93,ASDF1,1,1,18,1,1,4,4,Non-Utilitarian,Male,Asian,0,IB,ppe,NA,5,3,self-rep
94,ASDF1,1,1,33,4,6,5,5,Non-Utilitarian,Female,Other,0,IH,ventilator,Non-Utilitarian,5,NA,self-rep
94,ASDF1,1,1,33,4,6,5,5,Non-Utilitarian,Female,Other,0,IB,medicine,NA,7,4,self-rep
94,ASDF1,1,1,33,4,6,5,5,Non-Utilitarian,Female,Other,0,IB,ppe,NA,7,4,self-rep
95,ASDF1,1,1,40,4,6,1,1,Utilitarian,Male,Other,0,IB,medicine,NA,2,3.5,self-rep
95,ASDF1,0,1,40,4,6,1,1,Utilitarian,Male,Other,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
95,ASDF1,1,1,40,4,6,1,1,Utilitarian,Male,Other,0,IB,ppe,NA,1,4,self-rep
96,ASDF1,1,1,29,4,8,6,6,Utilitarian,Male,Other,0,IB,ppe,Utilitarian,3,NA,behav
96,ASDF1,1,1,29,4,8,6,6,Utilitarian,Male,Other,0,IH,lockdown,NA,3,3.5,behav
96,ASDF1,1,1,29,4,8,6,6,Utilitarian,Male,Other,0,IH,ventilator,NA,2,4,behav
97,ASDF1,1,1,60,5,7,6,6,Non-Utilitarian,Male,Other,0,IB,medicine,NA,1,4,behav
97,ASDF1,1,1,60,5,7,6,6,Non-Utilitarian,Male,Other,0,IH,tracing,Utilitarian,7,NA,behav
97,ASDF1,1,1,60,5,7,6,6,Non-Utilitarian,Male,Other,0,IB,ppe,NA,1,4,behav
98,ASDF1,1,1,19,2,1,4,3,Non-Utilitarian,Female,Asian,0,IB,medicine,Utilitarian,7,NA,behav
98,ASDF1,1,1,19,2,1,4,3,Non-Utilitarian,Female,Asian,0,IH,lockdown,NA,1,7,behav
98,ASDF1,1,1,19,2,1,4,3,Non-Utilitarian,Female,Asian,0,IH,ventilator,NA,3,4.5,behav
99,ASDF1,1,1,64,4,10,5,1,Utilitarian,Male,White,0,IB,medicine,NA,1,5,self-rep
99,ASDF1,1,1,64,4,10,5,1,Utilitarian,Male,White,0,IB,ppe,NA,1,5,self-rep
99,ASDF1,1,1,64,4,10,5,1,Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,3,NA,self-rep
100,ASDF1,1,0,49,4,5,4,2,Non-Utilitarian,Male,White,0,IH,tracing,NA,2,4.5,behav
100,ASDF1,1,1,49,4,5,4,2,Non-Utilitarian,Male,White,0,IB,medicine,Utilitarian,5,NA,behav
100,ASDF1,1,1,49,4,5,4,2,Non-Utilitarian,Male,White,0,IH,ventilator,NA,1,5.5,behav
101,ASDF1,1,1,61,5,9,4,2,Utilitarian,Female,White,0,IH,ventilator,NA,1,3.5,behav
101,ASDF1,1,1,61,5,9,4,2,Utilitarian,Female,White,0,IH,lockdown,NA,1,1.5,behav
101,ASDF1,1,0,61,5,9,4,2,Utilitarian,Female,White,0,IB,ppe,Utilitarian,6,NA,behav
102,ASDF1,1,1,27,1,5,1,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,1,behav
102,ASDF1,1,1,27,1,5,1,1,Non-Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
102,ASDF1,1,1,27,1,5,1,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,1.5,behav
103,ASDF1,1,1,23,1,10,1,7,Non-Utilitarian,Male,Asian,0,IB,medicine,Utilitarian,7,NA,behav
103,ASDF1,1,1,23,1,10,1,7,Non-Utilitarian,Male,Asian,0,IH,tracing,NA,1,7,behav
103,ASDF1,0,1,23,1,10,1,7,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,1,7,behav
104,ASDF1,1,1,36,5,9,7,7,Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,5,NA,behav
104,ASDF1,1,1,36,5,9,7,7,Utilitarian,Male,White,0,IB,ppe,NA,2,6,behav
104,ASDF1,0,1,36,5,9,7,7,Utilitarian,Male,White,0,IB,medicine,NA,2,6,behav
105,ASDF1,1,1,19,2,4,7,5,Utilitarian,Male,White,0,IB,medicine,NA,7,7,behav
105,ASDF1,1,1,19,2,4,7,5,Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
105,ASDF1,1,1,19,2,4,7,5,Utilitarian,Male,White,0,IB,ppe,NA,5,4,behav
106,ASDF1,1,1,18,1,1,1,6,Non-Utilitarian,Female,White,0,IH,ventilator,NA,5,6,self-rep
106,ASDF1,1,1,18,1,1,1,6,Non-Utilitarian,Female,White,0,IH,tracing,NA,3,6.5,self-rep
106,ASDF1,1,1,18,1,1,1,6,Non-Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,1,NA,self-rep
107,ASDF1,1,1,57,1,4,5,6,Utilitarian,Male,White,0,IH,ventilator,NA,1,4,self-rep
107,ASDF1,1,1,57,1,4,5,6,Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,1,NA,self-rep
107,ASDF1,1,1,57,1,4,5,6,Utilitarian,Male,White,0,IH,tracing,NA,1,1,self-rep
108,ASDF1,1,1,45,5,10,6,6,Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,5,NA,behav
108,ASDF1,1,1,45,5,10,6,6,Utilitarian,Male,White,0,IB,medicine,NA,3,4.5,behav
108,ASDF1,1,1,45,5,10,6,6,Utilitarian,Male,White,0,IB,ppe,NA,2,4.5,behav
109,ASDF1,1,1,19,1,6,4,1,Utilitarian,Male,Other,0,IB,ppe,NA,6,6.5,behav
109,ASDF1,1,1,19,1,6,4,1,Utilitarian,Male,Other,0,IH,ventilator,Utilitarian,5,NA,behav
109,ASDF1,1,1,19,1,6,4,1,Utilitarian,Male,Other,0,IB,medicine,NA,6,7,behav
110,ASDF1,1,1,26,4,6,2,1,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,4,3.5,behav
110,ASDF1,1,1,26,4,6,2,1,Non-Utilitarian,Male,Asian,0,IH,tracing,NA,1,5,behav
110,ASDF1,1,1,26,4,6,2,1,Non-Utilitarian,Male,Asian,0,IB,ppe,Utilitarian,6,NA,behav
111,ASDF1,1,1,21,1,4,3,1,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,3,NA,behav
111,ASDF1,1,1,21,1,4,3,1,Utilitarian,Female,White,0,IH,ventilator,NA,1,1.5,behav
111,ASDF1,1,1,21,1,4,3,1,Utilitarian,Female,White,0,IH,lockdown,NA,1,2,behav
112,ASDF1,1,1,21,2,3,2,2,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,2,4,self-rep
112,ASDF1,1,1,21,2,3,2,2,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,5,2.5,self-rep
112,ASDF1,1,1,21,2,3,2,2,Non-Utilitarian,Female,Asian,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
113,ASDF1,1,1,28,4,7,4,6,Utilitarian,Female,White,0,IH,ventilator,NA,5,6,behav
113,ASDF1,1,1,28,4,7,4,6,Utilitarian,Female,White,0,IH,lockdown,NA,2,3,behav
113,ASDF1,1,1,28,4,7,4,6,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,2,NA,behav
114,ASDF1,1,1,26,2,5,1,1,Non-Utilitarian,Male,Other,1,IB,medicine,Utilitarian,4,NA,self-rep
114,ASDF1,1,1,26,2,5,1,1,Non-Utilitarian,Male,Other,1,IH,ventilator,NA,1,4,self-rep
114,ASDF1,1,1,26,2,5,1,1,Non-Utilitarian,Male,Other,1,IH,tracing,NA,1,4,self-rep
115,ASDF1,1,1,24,4,5,2,2,Utilitarian,Male,White,0,IB,medicine,NA,7,5.5,self-rep
115,ASDF1,1,1,24,4,5,2,2,Utilitarian,Male,White,0,IH,ventilator,Utilitarian,6,NA,self-rep
115,ASDF1,1,1,24,4,5,2,2,Utilitarian,Male,White,0,IB,ppe,NA,7,5.5,self-rep
116,ASDF1,1,1,27,4,6,4,1,Utilitarian,Female,White,0,IB,medicine,NA,7,4.5,self-rep
116,ASDF1,1,1,27,4,6,4,1,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
116,ASDF1,1,1,27,4,6,4,1,Utilitarian,Female,White,0,IB,ppe,NA,7,4,self-rep
117,ASDF1,1,1,28,3,3,4,7,Utilitarian,Male,Asian,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
117,ASDF1,1,1,28,3,3,4,7,Utilitarian,Male,Asian,0,IB,ppe,NA,1,4,self-rep
117,ASDF1,1,1,28,3,3,4,7,Utilitarian,Male,Asian,0,IB,medicine,NA,1,4,self-rep
118,ASDF1,0,1,32,2,1,4,4,Utilitarian,Female,White,0,IB,ppe,NA,5,5,self-rep
118,ASDF1,1,1,32,2,1,4,4,Utilitarian,Female,White,0,IH,lockdown,Utilitarian,5,NA,self-rep
118,ASDF1,1,1,32,2,1,4,4,Utilitarian,Female,White,0,IB,medicine,NA,5,5,self-rep
119,ASDF1,1,1,21,1,1,5,1,Utilitarian,Male,White,0,IH,lockdown,NA,2,3,self-rep
119,ASDF1,1,1,21,1,1,5,1,Utilitarian,Male,White,0,IH,ventilator,NA,1,4,self-rep
119,ASDF1,1,1,21,1,1,5,1,Utilitarian,Male,White,0,IB,medicine,Utilitarian,7,NA,self-rep
120,ASDF1,1,1,24,4,2,2,2,Utilitarian,Female,White,0,IH,lockdown,NA,2,2.5,behav
120,ASDF1,1,1,24,4,2,2,2,Utilitarian,Female,White,0,IH,ventilator,NA,2,2,behav
120,ASDF1,1,1,24,4,2,2,2,Utilitarian,Female,White,0,IB,medicine,Utilitarian,2,NA,behav
121,ASDF1,1,1,31,5,9,5,4,Non-Utilitarian,Female,White,0,IH,lockdown,NA,5,4.5,self-rep
121,ASDF1,1,1,31,5,9,5,4,Non-Utilitarian,Female,White,0,IH,ventilator,NA,2,6,self-rep
121,ASDF1,1,1,31,5,9,5,4,Non-Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,2,NA,self-rep
122,ASDF1,1,1,21,2,8,4,1,Utilitarian,Male,White,0,IH,lockdown,NA,2,2.5,behav
122,ASDF1,1,1,21,2,8,4,1,Utilitarian,Male,White,0,IH,ventilator,NA,7,6,behav
122,ASDF1,1,1,21,2,8,4,1,Utilitarian,Male,White,0,IB,medicine,Utilitarian,4,NA,behav
123,ASDF1,1,0,21,2,3,2,6,Non-Utilitarian,Female,Other,0,IH,lockdown,Non-Utilitarian,1,NA,behav
123,ASDF1,1,1,21,2,3,2,6,Non-Utilitarian,Female,Other,0,IB,medicine,NA,6,3,behav
123,ASDF1,1,1,21,2,3,2,6,Non-Utilitarian,Female,Other,0,IB,ppe,NA,6,2.5,behav
124,ASDF1,1,1,21,2,1,3,1,Utilitarian,Male,White,0,IB,medicine,NA,5,5.5,self-rep
124,ASDF1,0,1,21,2,1,3,1,Utilitarian,Male,White,0,IH,ventilator,Utilitarian,6,NA,self-rep
124,ASDF1,0,1,21,2,1,3,1,Utilitarian,Male,White,0,IB,ppe,NA,2,6,self-rep
125,ASDF1,1,1,34,1,9,1,6,Non-Utilitarian,Male,Black,0,IB,ppe,NA,4,4,self-rep
125,ASDF1,1,1,34,1,9,1,6,Non-Utilitarian,Male,Black,0,IB,medicine,NA,1,4,self-rep
125,ASDF1,1,1,34,1,9,1,6,Non-Utilitarian,Male,Black,0,IH,tracing,Non-Utilitarian,1,NA,self-rep
126,ASDF1,1,1,18,1,10,2,2,Utilitarian,Female,Asian,0,IH,lockdown,NA,1,2,behav
126,ASDF1,1,1,18,1,10,2,2,Utilitarian,Female,Asian,0,IH,ventilator,NA,2,4,behav
126,ASDF1,1,1,18,1,10,2,2,Utilitarian,Female,Asian,0,IB,medicine,Utilitarian,3,NA,behav
127,ASDF1,1,1,36,4,2,2,6,Non-Utilitarian,Female,White,0,IB,medicine,NA,4,2.5,behav
127,ASDF1,1,1,36,4,2,2,6,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
127,ASDF1,1,1,36,4,2,2,6,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,3.5,behav
128,ASDF1,1,1,37,5,8,4,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,2,behav
128,ASDF1,1,1,37,5,8,4,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,2,5,behav
128,ASDF1,1,1,37,5,8,4,5,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
129,ASDF1,1,1,24,4,5,2,6,Utilitarian,Female,Black,0,IH,lockdown,NA,2,1.5,behav
129,ASDF1,1,1,24,4,5,2,6,Utilitarian,Female,Black,0,IH,ventilator,NA,1,1,behav
129,ASDF1,1,1,24,4,5,2,6,Utilitarian,Female,Black,0,IB,medicine,Non-Utilitarian,3,NA,behav
130,ASDF1,1,1,20,1,3,3,1,Utilitarian,Male,White,0,IH,lockdown,NA,3,2,self-rep
130,ASDF1,1,1,20,1,3,3,1,Utilitarian,Male,White,0,IH,ventilator,NA,2,2,self-rep
130,ASDF1,1,1,20,1,3,3,1,Utilitarian,Male,White,0,IB,medicine,Utilitarian,3,NA,self-rep
131,ASDF1,1,1,18,1,2,4,6,Non-Utilitarian,Male,Other,0,IB,medicine,Utilitarian,7,NA,self-rep
131,ASDF1,1,1,18,1,2,4,6,Non-Utilitarian,Male,Other,0,IH,ventilator,NA,5,4,self-rep
131,ASDF1,1,1,18,1,2,4,6,Non-Utilitarian,Male,Other,0,IH,lockdown,NA,1,2,self-rep
132,ASDF1,1,1,38,4,10,6,1,Non-Utilitarian,Male,Asian,0,IB,medicine,NA,3,5,self-rep
132,ASDF1,0,1,38,4,10,6,1,Non-Utilitarian,Male,Asian,0,IH,lockdown,Utilitarian,7,NA,self-rep
132,ASDF1,1,1,38,4,10,6,1,Non-Utilitarian,Male,Asian,0,IB,ppe,NA,3,5,self-rep
133,ASDF1,1,1,35,3,6,4,4,Utilitarian,Female,Other,0,IH,lockdown,NA,6,6,behav
133,ASDF1,1,1,35,3,6,4,4,Utilitarian,Female,Other,0,IH,ventilator,NA,7,6,behav
133,ASDF1,1,1,35,3,6,4,4,Utilitarian,Female,Other,0,IB,medicine,Non-Utilitarian,2,NA,behav
134,ASDF1,1,1,32,5,5,3,1,Non-Utilitarian,Male,Asian,0,IH,lockdown,NA,2,6,self-rep
134,ASDF1,1,1,32,5,5,3,1,Non-Utilitarian,Male,Asian,0,IB,medicine,Non-Utilitarian,2,NA,self-rep
134,ASDF1,1,1,32,5,5,3,1,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,6,5.5,self-rep
135,ASDF1,1,1,41,4,4,1,1,Utilitarian,Female,White,0,IH,ventilator,NA,2,2,self-rep
135,ASDF1,1,1,41,4,4,1,1,Utilitarian,Female,White,0,IH,lockdown,NA,1,2,self-rep
135,ASDF1,1,1,41,4,4,1,1,Utilitarian,Female,White,0,IB,ppe,Utilitarian,6,NA,self-rep
136,ASDF1,1,1,18,1,1,1,1,Non-Utilitarian,Female,Asian,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
136,ASDF1,1,1,18,1,1,1,1,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,7,2,self-rep
136,ASDF1,1,1,18,1,1,1,1,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,6,3,self-rep
137,ASDF1,1,1,18,1,1,2,1,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,1,6,behav
137,ASDF1,1,1,18,1,1,2,1,Non-Utilitarian,Female,Asian,0,IH,lockdown,Non-Utilitarian,1,NA,behav
137,ASDF1,1,1,18,1,1,2,1,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,2,6,behav
138,ASDF1,1,1,24,2,3,3,1,Utilitarian,Female,Black,0,IB,ppe,NA,6,6.5,behav
138,ASDF1,1,1,24,2,3,3,1,Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,1,NA,behav
138,ASDF1,1,1,24,2,3,3,1,Utilitarian,Female,Black,0,IB,medicine,NA,5,6.5,behav
139,ASDF1,1,1,21,3,7,3,1,Non-Utilitarian,Male,White,1,IB,medicine,NA,6,4.5,self-rep
139,ASDF1,1,1,21,3,7,3,1,Non-Utilitarian,Male,White,1,IH,ventilator,Non-Utilitarian,2,NA,self-rep
139,ASDF1,1,1,21,3,7,3,1,Non-Utilitarian,Male,White,1,IB,ppe,NA,6,5,self-rep
140,ASDF1,1,1,26,1,5,2,1,Utilitarian,Female,White,0,IB,ppe,NA,6,6,behav
140,ASDF1,1,1,26,1,5,2,1,Utilitarian,Female,White,0,IH,ventilator,Utilitarian,5,NA,behav
140,ASDF1,1,1,26,1,5,2,1,Utilitarian,Female,White,0,IB,medicine,NA,6,6,behav
141,ASDF1,1,1,28,4,5,1,5,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,1,NA,behav
141,ASDF1,1,1,28,4,5,1,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,2,behav
141,ASDF1,1,1,28,4,5,1,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,1.5,behav
142,ASDF1,1,1,30,4,7,2,2,Utilitarian,Male,White,0,IH,tracing,NA,1,1.5,behav
142,ASDF1,1,1,30,4,7,2,2,Utilitarian,Male,White,0,IH,ventilator,NA,5,5.5,behav
142,ASDF1,1,1,30,4,7,2,2,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
143,ASDF1,1,0,26,4,1,1,2,Utilitarian,Female,Other,0,IH,ventilator,NA,2,4,self-rep
143,ASDF1,1,0,26,4,1,1,2,Utilitarian,Female,Other,0,IH,tracing,NA,1,3,self-rep
143,ASDF1,1,1,26,4,1,1,2,Utilitarian,Female,Other,0,IB,ppe,Utilitarian,6,NA,self-rep
144,ASDF1,1,1,18,2,2,4,1,Utilitarian,Female,White,0,IB,medicine,NA,3,4,behav
144,ASDF1,1,1,18,2,2,4,1,Utilitarian,Female,White,0,IB,ppe,NA,3,4,behav
144,ASDF1,1,1,18,2,2,4,1,Utilitarian,Female,White,0,IH,ventilator,Utilitarian,6,NA,behav
145,ASDF1,1,1,41,4,10,5,4,Utilitarian,Male,White,0,IH,ventilator,NA,3,4,behav
145,ASDF1,1,1,41,4,10,5,4,Utilitarian,Male,White,0,IH,lockdown,NA,5,5,behav
145,ASDF1,1,1,41,4,10,5,4,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
146,ASDF1,1,1,41,5,10,6,7,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,3,2,behav
146,ASDF1,1,1,41,5,10,6,7,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,3,4,behav
146,ASDF1,1,1,41,5,10,6,7,Non-Utilitarian,Female,Asian,0,IH,lockdown,Non-Utilitarian,1,NA,behav
147,ASDF1,1,1,37,1,3,7,6,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,2,NA,self-rep
147,ASDF1,1,1,37,1,3,7,6,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,7,self-rep
147,ASDF1,1,1,37,1,3,7,6,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,6,self-rep
148,ASDF1,1,1,25,1,4,3,4,Non-Utilitarian,Male,Other,0,IH,ventilator,Non-Utilitarian,2,NA,behav
148,ASDF1,1,1,25,1,4,3,4,Non-Utilitarian,Male,Other,0,IB,ppe,NA,7,1,behav
148,ASDF1,1,1,25,1,4,3,4,Non-Utilitarian,Male,Other,0,IB,medicine,NA,5,2,behav
149,ASDF1,1,1,20,1,1,4,1,Non-Utilitarian,Male,Other,0,IB,ppe,NA,5,3.5,behav
149,ASDF1,1,1,20,1,1,4,1,Non-Utilitarian,Male,Other,0,IH,ventilator,Non-Utilitarian,1,NA,behav
149,ASDF1,1,1,20,1,1,4,1,Non-Utilitarian,Male,Other,0,IB,medicine,NA,4,1,behav
150,ASDF1,1,1,27,4,6,4,1,Utilitarian,Male,White,0,IH,ventilator,NA,6,4,behav
150,ASDF1,1,1,27,4,6,4,1,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,6,NA,behav
150,ASDF1,1,0,27,4,6,4,1,Utilitarian,Male,White,0,IH,lockdown,NA,3,5.5,behav
151,ASDF1,1,1,29,2,1,1,2,Non-Utilitarian,Male,Other,0,IH,lockdown,NA,4,4.5,behav
151,ASDF1,1,1,29,2,1,1,2,Non-Utilitarian,Male,Other,0,IB,medicine,Utilitarian,4,NA,behav
151,ASDF1,1,1,29,2,1,1,2,Non-Utilitarian,Male,Other,0,IH,ventilator,NA,1,4.5,behav
152,ASDF1,1,0,50,2,4,2,1,Non-Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
152,ASDF1,1,1,50,2,4,2,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,4,5,behav
152,ASDF1,1,0,50,2,4,2,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,4,behav
153,ASDF1,1,1,56,5,9,3,4,Utilitarian,Female,White,0,IB,medicine,NA,1,3,self-rep
153,ASDF1,1,1,56,5,9,3,4,Utilitarian,Female,White,0,IB,ppe,NA,1,3,self-rep
153,ASDF1,1,1,56,5,9,3,4,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
154,ASDF1,1,1,35,1,1,1,1,Non-Utilitarian,Other,White,0,IH,tracing,NA,1,5.5,behav
154,ASDF1,1,1,35,1,1,1,1,Non-Utilitarian,Other,White,0,IH,ventilator,NA,4,4,behav
154,ASDF1,1,1,35,1,1,1,1,Non-Utilitarian,Other,White,0,IB,medicine,Utilitarian,5,NA,behav
155,ASDF1,1,0,38,4,10,4,1,Non-Utilitarian,Male,White,0,IH,lockdown,Utilitarian,5,NA,self-rep
155,ASDF1,1,1,38,4,10,4,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,3,5,self-rep
155,ASDF1,1,1,38,4,10,4,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,5,self-rep
156,ASDF1,1,0,35,4,NA,2,4,Utilitarian,Female,White,0,IH,ventilator,NA,1,2,self-rep
156,ASDF1,1,1,35,4,NA,2,4,Utilitarian,Female,White,0,IH,lockdown,NA,1,1,self-rep
156,ASDF1,1,1,35,4,NA,2,4,Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,self-rep
