"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
80,"AUS","Australia",0,0.142857142857143,0.5,0,NA,NA,0.666666666666667,0.666666666666667,0,0,-0.295918606086446,0.282312925170068,0.25,0.455723542116631,0.221678153568798,5,"spiritual",4,5,4,4,1,1,2,2,0,1,24.1,9.76,"G1_S2",21,"woman",4,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
81,"AUS","Australia",0.333333333333333,0.285714285714286,0.5,0,NA,NA,0.5,0.5,0,0,-0.218385981779688,0.302721088435374,0,0.455723542116631,0.221678153568798,2,"spiritual",5,5,3,2,1,1,3,4,1,0,16.188,12.229,"G1_S2",21,"woman",4,3,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
82,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,1,1,1.67943317330945,0.976190476190476,1,0.455723542116631,0.221678153568798,7,"scientific",6,6,6,6,0,1,2,2,1,1,1.301,2.763,"S1_G2",44,"man",7,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
83,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"scientific",6,6,6,6,1,1,5,5,0,0,27.564,28.444,"S1_G2",40,"man",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
84,"AUS","Australia",0.5,0.714285714285714,1,1,"Christian (Protestant)",NA,1,0.166666666666667,0.5,1,0.872144032910383,0.697278911564626,0.25,0.455723542116631,0.221678153568798,5,"spiritual",5,5,3,3,1,1,2,4,0,1,11.81,19.376,"G2_S1",60,"woman",5,2,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
85,"AUS","Australia",0.5,1,1,0,NA,NA,1,1,1,1,1.52126778303162,0.928571428571429,1,0.455723542116631,0.221678153568798,7,"spiritual",6,7,7,6,1,0,3,3,1,2,30.015,40.46,"G1_S2",45,"man",5,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
86,"AUS","Australia",1,1,1,1,"Muslim",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.75,0.455723542116631,0.221678153568798,7,"scientific",7,7,6,7,1,1,0,1,1,0,1.458,10.3,"S1_G2",25,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
87,"AUS","Australia",0.666666666666667,1,1,1,"Muslim",NA,1,0.833333333333333,0.75,1,1.41995898188093,0.892857142857143,0.75,0.455723542116631,0.221678153568798,6,"spiritual",5,6,6,7,1,1,3,4,3,1,13.818,11.415,"G2_S1",42,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
88,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)",NA,1,0.666666666666667,0.5,0.75,1.16857288751021,0.801020408163265,0.5,0.455723542116631,0.221678153568798,4,"scientific",7,7,7,7,1,1,4,2,1,1,18.331,23.502,"S1_G2",39,"man",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
89,"AUS","Australia",0.833333333333333,1,1,0,NA,NA,1,1,1,1,1.66875895977599,0.976190476190476,0.75,0.455723542116631,0.221678153568798,6,"spiritual",5,5,7,7,1,0,4,3,0,0,26.027,20.457,"G1_S2",21,"man",5,8,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
90,"AUS","Australia",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,5,"spiritual",7,7,7,7,1,1,5,4,0,0,15.199,24.639,"G2_S1",30,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
91,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"spiritual",7,7,7,7,1,0,4,2,1,3,121.692,4.991,"G2_S1",35,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
92,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Protestant)",NA,1,0.333333333333333,0.75,1,1.10209884571291,0.777210884353742,0.875,0.455723542116631,0.221678153568798,5,"spiritual",5,5,6,7,1,1,2,2,1,0,25.166,30.86,"G2_S1",33,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
93,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,0.75,0.75,1.27366872459547,0.833333333333333,0.75,0.455723542116631,0.221678153568798,6,"spiritual",6,6,6,6,1,1,2,1,0,1,33.876,8.289,"G1_S2",45,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
94,"AUS","Australia",0,0,0,0,NA,NA,0.166666666666667,0.666666666666667,0,0,-0.724371426392666,0.119047619047619,0,0.455723542116631,0.221678153568798,5,"spiritual",3,3,5,6,1,1,1,1,0,0,33.541,19.101,"G1_S2",32,"man",2,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
95,"AUS","Australia",1,1,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,1,1,1.74250454814817,1,0.5,0.455723542116631,0.221678153568798,7,"spiritual",6,6,6,6,1,1,5,4,0,0,65.683,39.036,"G1_S2",45,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
96,"AUS","Australia",0.833333333333333,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,7,"spiritual",7,7,7,7,1,1,5,4,0,0,7.087,11.301,"G2_S1",28,"man",4,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
97,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.75,0.75,1.28183967615454,0.836734693877551,0.5,0.455723542116631,0.221678153568798,6,"scientific",6,6,5,5,1,1,4,3,1,0,19.357,4.265,"S2_G1",46,"man",7,7,"South Asian",NA,"TurkPrime","online panel","monetary reward","English"
98,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"spiritual",7,7,7,7,1,1,3,2,1,3,14.051,5.886,"G1_S2",35,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
99,"AUS","Australia",0.5,1,0.5,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.04604078443365,0.761904761904762,1,0.455723542116631,0.221678153568798,6,"scientific",5,7,7,7,1,1,3,1,1,0,22.72,23.497,"S2_G1",35,"woman",5,9,"East Asian",NA,"TurkPrime","online panel","monetary reward","English"
100,"AUS","Australia",0.5,0.714285714285714,1,0,NA,NA,1,1,0.5,0.5,0.997147167223259,0.744897959183674,0.25,0.455723542116631,0.221678153568798,5,"scientific",4,7,4,7,1,0,3,3,0,0,20.982,39.701,"S2_G1",34,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
101,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.75,0.75,1.28562671208912,0.833333333333333,0.75,0.455723542116631,0.221678153568798,5,"spiritual",6,6,5,6,1,1,3,4,1,2,8.763,12.726,"G2_S1",38,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
102,"AUS","Australia",1,1,1,1,"Muslim",NA,1,0.833333333333333,1,1,1.67943317330945,0.976190476190476,1,0.455723542116631,0.221678153568798,6,"spiritual",7,7,7,7,1,1,4,5,0,0,28.261,22.171,"G1_S2",41,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
103,"AUS","Australia",0,0,0.5,0,NA,NA,0.333333333333333,0.5,0,0.25,-0.442288736021527,0.226190476190476,0.125,0.455723542116631,0.221678153568798,4,"scientific",5,4,4,4,0,1,1,1,0,0,34.281,26.319,"S2_G1",44,"woman",3,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
104,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.875,0.455723542116631,0.221678153568798,7,"scientific",6,6,6,6,1,1,5,5,0,0,62.301,66.202,"S1_G2",40,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
105,"AUS","Australia",0.833333333333333,1,1,1,"Muslim",NA,1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.75,0.455723542116631,0.221678153568798,5,"spiritual",7,7,6,6,1,1,4,3,0,1,17.524,23.707,"G2_S1",46,"man",7,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
106,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.875,0.455723542116631,0.221678153568798,5,"scientific",5,5,6,5,1,1,5,5,0,0,30.345,29.23,"S2_G1",33,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
107,"AUS","Australia",1,1,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.53534466352365,0.928571428571429,0.625,0.455723542116631,0.221678153568798,6,"spiritual",4,5,6,6,1,1,2,4,3,0,30.275,4.195,"G1_S2",40,"man",6,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
108,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.875,0.455723542116631,0.221678153568798,6,"spiritual",6,7,6,7,1,1,4,1,0,0,28.501,47.613,"G2_S1",35,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
109,"AUS","Australia",0.5,1,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,0.75,1,1.40928476834747,0.892857142857143,1,0.455723542116631,0.221678153568798,5,"spiritual",6,7,6,7,1,1,5,4,0,0,170.228,55.099,"G1_S2",35,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
110,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"spiritual",7,7,7,7,1,1,4,3,0,0,28.558,28.75,"G1_S2",40,"man",7,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
111,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.75,0.455723542116631,0.221678153568798,6,"spiritual",7,6,7,7,1,1,4,2,0,0,44.799,36.717,"G2_S1",45,"man",7,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
112,"AUS","Australia",0.833333333333333,1,1,1,"Muslim",NA,1,1,0.25,0.75,1.23763304578317,0.833333333333333,0.375,0.455723542116631,0.221678153568798,7,"spiritual",5,5,6,4,1,1,4,4,1,0,52.556,36.196,"G2_S1",21,"man",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
113,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.166666666666667,0.25,0.75,0.719884571565511,0.64625850340136,0.5,0.455723542116631,0.221678153568798,5,"spiritual",5,5,5,5,1,0,4,3,0,0,35.424,40.549,"G2_S1",62,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
114,"AUS","Australia",0.833333333333333,0.714285714285714,1,0,NA,NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,7,"spiritual",7,7,7,7,1,1,5,5,0,0,9.678,9.732,"G1_S2",19,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
115,"AUS","Australia",0,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.670495533238246,0.139455782312925,0.125,0.455723542116631,0.221678153568798,2,"spiritual",5,5,2,4,1,1,5,5,0,0,24.688,32.749,"G1_S2",24,"woman",3,3,"Mixed / other","White/east asian","TurkPrime","online panel","monetary reward","English"
116,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Protestant)",NA,1,1,0.75,1,1.55677594509184,0.94047619047619,0.875,0.455723542116631,0.221678153568798,7,"spiritual",7,6,7,6,1,1,2,2,1,3,31.643,36.479,"G2_S1",46,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
117,"AUS","Australia",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0,0.833333333333333,0,0,-0.479997634761877,0.210884353741497,0,0.455723542116631,0.221678153568798,3,"scientific",6,6,5,5,1,0,1,1,0,0,11.56,11.353,"S1_G2",67,"man",2,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
118,"AUS","Australia",0,0,0.5,0,NA,NA,0,0.5,0,0,-0.661040807718986,0.142857142857143,0,0.455723542116631,0.221678153568798,6,"scientific",3,4,6,6,1,1,3,3,2,0,48.88,32.797,"S2_G1",70,"woman",3,3,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
119,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,0.75,1.6473276782078,0.964285714285714,0.875,0.455723542116631,0.221678153568798,6,"spiritual",6,6,6,5,0,1,1,1,0,0,6.893,11.301,"G1_S2",24,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
120,"AUS","Australia",0.5,0.714285714285714,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.833333333333333,0.75,0.5,0.734294010920652,0.637755102040816,0.5,0.455723542116631,0.221678153568798,4,"scientific",5,5,6,6,1,1,2,2,1,0,5.637,1.43,"S2_G1",46,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
121,"AUS","Australia",0.166666666666667,0,0.5,0,NA,NA,0,1,0,0,-0.39808109483062,0.238095238095238,0.5,0.455723542116631,0.221678153568798,1,"scientific",7,7,7,7,1,1,1,1,0,0,1.256,8.588,"S2_G1",35,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
122,"AUS","Australia",0.333333333333333,1,1,0,NA,NA,1,1,1,1,1.44752219465943,0.904761904761905,0.875,0.455723542116631,0.221678153568798,7,"scientific",4,4,6,6,1,1,4,4,0,0,14.227,137.209,"S1_G2",58,"man",5,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
123,"AUS","Australia",0,0,0.5,0,NA,NA,0,0.333333333333333,0,0,-0.724112182557713,0.119047619047619,0,0.455723542116631,0.221678153568798,1,"spiritual",4,4,3,1,1,1,3,4,1,1,45.179,31.032,"G2_S1",48,"woman",3,2,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
124,"AUS","Australia",0,0,0.5,0,NA,NA,0.5,0.166666666666667,0,0.25,-0.506643884820442,0.202380952380952,0.125,0.455723542116631,0.221678153568798,1,"spiritual",2,2,3,3,1,1,3,1,0,0,48.772,46.482,"G2_S1",67,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
125,"AUS","Australia",0,1,1,0,NA,NA,1,1,1,1,1.30003101791506,0.857142857142857,0.25,0.455723542116631,0.221678153568798,7,"scientific",1,1,1,1,1,1,4,5,0,0,21.329,26.51,"S1_G2",68,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
126,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.875,0.455723542116631,0.221678153568798,6,"scientific",7,7,7,7,1,1,5,4,0,0,2.976,2.701,"S1_G2",35,"man",5,6,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
127,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,6,"scientific",6,7,7,7,1,1,5,3,1,0,17.374,27.501,"S1_G2",35,"man",5,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
128,"AUS","Australia",0,0,0.5,0,NA,NA,0.5,0.5,0,0,-0.475678005083367,0.214285714285714,0,0.455723542116631,0.221678153568798,1,"scientific",1,1,1,1,1,1,0,2,1,0,13.404,10.373,"S1_G2",57,"man",3,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
129,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.455723542116631,0.221678153568798,2,"spiritual",4,4,3,3,1,1,4,4,1,2,17.313,22.043,"G2_S1",62,"man",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
130,"AUS","Australia",0,0.142857142857143,0,0,NA,NA,0,0,0,0,-0.98354410334646,0.0204081632653061,0.25,0.455723542116631,0.221678153568798,5,"spiritual",5,5,3,1,1,1,2,3,0,0,34.978,17.971,"G1_S2",63,"man",5,4,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
131,"AUS","Australia",0,0,0,0,NA,NA,0,0.5,0.5,0.5,-0.434910632860881,0.214285714285714,0.375,0.455723542116631,0.221678153568798,3,"scientific",5,4,3,3,1,0,3,1,0,0,22,17.912,"S1_G2",20,"man",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
132,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"spiritual",6,6,6,6,1,1,5,5,0,0,48.206,739.401,"G1_S2",35,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
133,"AUS","Australia",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.455723542116631,0.221678153568798,3,"scientific",2,3,1,2,1,1,1,1,0,0,5.218,8.1,"S1_G2",36,"woman",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
134,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.40669865187181,0.884353741496599,0.625,0.455723542116631,0.221678153568798,5,"spiritual",4,4,4,5,1,1,1,2,0,0,28.227,16.911,"G2_S1",35,"man",6,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
135,"AUS","Australia",0,0.142857142857143,0.5,0,NA,NA,0.5,0.666666666666667,0,0.25,-0.262529337024606,0.29421768707483,0.125,0.455723542116631,0.221678153568798,6,"scientific",5,5,5,5,0,1,4,5,1,0,27.166,46.846,"S1_G2",58,"woman",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
136,"AUS","Australia",0.666666666666667,0.857142857142857,1,1,"Christian (Protestant)",NA,1,1,1,1,1.54011294812415,0.931972789115646,1,0.455723542116631,0.221678153568798,7,"spiritual",6,7,7,7,1,1,1,1,0,0,20.701,66.16,"G2_S1",40,"man",7,7,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
137,"AUS","Australia",1,1,1,1,"Muslim",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.875,0.455723542116631,0.221678153568798,5,"spiritual",6,7,6,7,1,1,5,5,0,0,32.049,34.57,"G1_S2",30,"man",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
138,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"spiritual",7,5,7,7,1,1,1,1,0,0,39.938,59.93,"G1_S2",35,"woman",7,7,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
139,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.75,0.455723542116631,0.221678153568798,5,"spiritual",7,7,6,6,1,1,2,2,1,1,13.668,7.575,"G1_S2",35,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
140,"AUS","Australia",0.333333333333333,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,0.25,0.75,0.906595434107307,0.72108843537415,0.25,0.455723542116631,0.221678153568798,7,"scientific",7,7,7,7,1,1,5,5,1,0,25.792,36.04,"S2_G1",75,"woman",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
141,"AUS","Australia",0,0.714285714285714,0.5,0,NA,NA,0.666666666666667,0.5,0,0.25,-0.044211417866176,0.375850340136054,0,0.455723542116631,0.221678153568798,6,"spiritual",1,4,2,4,1,1,1,3,1,0,16.906,244.12,"G2_S1",39,"woman",5,6,"Middle-Eastern/Arab",NA,"TurkPrime","online panel","monetary reward","English"
142,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.455723542116631,0.221678153568798,1,"scientific",4,4,4,4,1,1,3,2,1,0,19.787,100.871,"S2_G1",46,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
143,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.17932995554495,0.812925170068027,0.75,0.455723542116631,0.221678153568798,4,"scientific",4,4,3,3,1,1,4,3,1,1,36.751,41.025,"S2_G1",69,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
144,"AUS","Australia",0.833333333333333,0.571428571428571,0.5,0,NA,NA,0.333333333333333,0.833333333333333,0.25,0.5,0.479343533259996,0.545918367346939,0.75,0.455723542116631,0.221678153568798,5,"spiritual",3,5,3,4,0,1,2,2,0,1,14.373,17.781,"G2_S1",30,"woman",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
145,"AUS","Australia",1,0.857142857142857,0.5,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.21237712627055,0.812925170068027,0.75,0.455723542116631,0.221678153568798,2,"spiritual",7,7,6,7,1,0,0,2,1,0,31.588,23.202,"G1_S2",35,"man",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
146,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.66875895977599,0.976190476190476,1,0.455723542116631,0.221678153568798,7,"scientific",7,7,7,7,1,1,2,3,1,0,10.722,6.007,"S1_G2",33,"woman",5,10,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
147,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.455723542116631,0.221678153568798,2,"scientific",6,6,5,6,0,1,1,2,1,0,44.61,25.129,"S1_G2",40,"woman",3,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
148,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,7,"scientific",7,7,7,7,1,1,2,2,0,1,14.841,21.863,"S1_G2",40,"man",7,10,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
