,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,ten_trend,trend,strict,diff,year,rating,participant
51.202,1/16/20 11:40,1/16/20 11:43,IP Address,100,149,TRUE,1/16/20 11:43,R_1OJPnMNkAaniZ4D,NA,NA,NA,NA,47.90049744,-122.2472,anonymous,EN,Kindergarten,2,1,3,4,5,2138,3,2,1,5,4,Eating turkey,5,3,1,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,28,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2020,4,51
52.202,1/16/20 11:40,1/16/20 11:43,IP Address,100,146,TRUE,1/16/20 11:43,R_33wOJDXre3EpwxD,NA,NA,NA,NA,39.8914032,-75.11460114,anonymous,EN,Kindergarten,2,5,1,3,4,2138,4,3,2,5,1,Eating turkey,1,3,4,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Race relations, terrorism, Donald Trump.",24,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2020,3,52
53.202,1/16/20 11:42,1/16/20 11:43,IP Address,100,81,TRUE,1/16/20 11:43,R_Tw2LCIJiMFSToD7,NA,NA,NA,NA,39.0480957,-77.47280121,anonymous,EN,Kindergarten,5,2,4,1,3,2138,3,1,2,5,4,Eating turkey,5,3,4,1,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Society sucks, things are harder and more expensive",29,Female,Black or African-American,English,,Very Good,Other,day,Graduate school,2,Somewhat liberal,2006,,NA,NA,-1,less,NA,-1,2020,5,53
54.202,1/16/20 11:39,1/16/20 11:44,IP Address,100,308,TRUE,1/16/20 11:44,R_3MrKYC3aozDDueE,NA,NA,NA,NA,39.75010681,-104.995697,anonymous,EN,Kindergarten,3,5,1,4,2,2138,2,1,5,3,4,Eating turkey,2,4,5,3,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Because they strive to make more money.,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-3,less,NA,-3,2020,2,54
55.202,1/16/20 11:37,1/16/20 11:44,IP Address,100,420,TRUE,1/16/20 11:44,R_2BzGX5gXT2Eal1G,NA,NA,NA,NA,47.61439514,-122.344696,anonymous,EN,Kindergarten,5,4,2,1,3,2138,1,4,3,5,2,Eating turkey,2,4,1,3,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,65,Female,White,English,,Very Good,Other,day,Some college,3,Very conservative,1982,You should have asked about a time further back!  I think they were nicer etc. a long time ago.,NA,NA,0,equal,NA,0,2020,5,55
56.202,1/16/20 11:42,1/16/20 11:45,IP Address,100,182,TRUE,1/16/20 11:45,R_1OppNSF9yGiYDZU,NA,NA,NA,NA,29.66540527,-95.72450256,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,4,1,3,5,Eating turkey,3,1,2,4,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"More about self, and materialism. Social media exposure also has created some issues in this regard.",49,Male,Asian,English,,Very Good,Other,day,Four-year college degree,3,Somewhat liberal,2005,,NA,NA,-1,less,NA,-1,2020,5,56
57.202,1/16/20 11:45,1/16/20 11:46,IP Address,100,81,TRUE,1/16/20 11:46,R_2fe2buchGxvORcq,NA,NA,NA,NA,41.80589294,-89.71060181,anonymous,EN,Kindergarten,4,5,3,1,2,2138,5,2,3,4,1,Eating turkey,3,2,1,5,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,39,Male,White,English,,Very Good,Other,day,Graduate school,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,5,57
58.202,1/16/20 11:44,1/16/20 11:48,IP Address,100,247,TRUE,1/16/20 11:48,R_ZkFCW6LavqygD6N,NA,NA,NA,NA,28.62249756,-81.43170166,anonymous,EN,Kindergarten,5,3,1,4,2,2138,3,1,5,4,2,Eating turkey,3,5,2,1,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"different reasons lead to this, from social pressure to unemployment to high crime rate",56,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,4+,Somewhat liberal,1989,,NA,NA,-1,less,NA,-1,2020,4,58
59.202,1/16/20 11:41,1/16/20 11:49,IP Address,100,515,TRUE,1/16/20 11:49,R_VPSyHqAKcR7vWYp,NA,NA,NA,NA,35.25180054,-90.02469635,anonymous,EN,Kindergarten,3,2,5,1,4,2138,4,5,2,3,1,Eating turkey,2,3,4,1,5,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",unsure,,29,Male,Black or African-American,English,,Very Good,Other,day,Some college,3,Neither liberal nor conservative,2008,,NA,NA,1,more,NA,1,2020,6,59
60.202,1/16/20 11:47,1/16/20 11:50,IP Address,100,143,TRUE,1/16/20 11:50,R_3fT8umAlIXB99ZJ,NA,NA,NA,NA,32.47999573,-96.9905014,anonymous,EN,Kindergarten,3,1,2,4,5,2138,5,1,4,3,2,Eating turkey,1,5,4,3,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Proliferation of the internet, social media, and an overall change in society in general.",32,Male,White,English,,Very Good,Other,day,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,-1,less,NA,-1,2020,3,60
61.202,1/16/20 11:48,1/16/20 11:50,IP Address,100,121,TRUE,1/16/20 11:50,R_125QZWgsuE86zKX,NA,NA,NA,NA,40.34689331,-79.86889648,anonymous,EN,Kindergarten,1,3,2,4,5,2138,1,5,4,2,3,Eating turkey,4,1,3,2,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Political news leading to hate and violence,35,Female,White,English,,Very Good,Other,day,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2020,5,61
62.202,1/16/20 11:49,1/16/20 11:50,IP Address,100,63,TRUE,1/16/20 11:50,R_31SKjQwNfkPfiVR,NA,NA,NA,NA,30.27909851,-89.76789856,anonymous,EN,Kindergarten,2,4,1,3,5,2138,3,2,4,5,1,Eating turkey,1,4,5,3,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,35,Male,White,English,,Very Good,Other,day,High school diploma,1,Neither liberal nor conservative,2015,,NA,NA,0,equal,NA,0,2020,1,62
63.202,1/16/20 11:48,1/16/20 11:51,IP Address,100,130,TRUE,1/16/20 11:51,R_2pLGvTS6gpKaFyx,NA,NA,NA,NA,32.90739441,-97.42569733,anonymous,EN,Kindergarten,4,3,1,2,5,2138,3,2,4,5,1,Eating turkey,1,4,3,5,2,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",People are making more money and being able to pick what jobs they want to work.,,39,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Very conservative,2007,,NA,NA,1,more,NA,1,2020,7,63
64.202,1/16/20 11:46,1/16/20 11:51,IP Address,100,266,TRUE,1/16/20 11:51,R_1N3yq4RZW34RFwe,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,Kindergarten,3,4,5,2,1,2138,3,4,1,5,2,Eating turkey,2,3,1,4,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"I think it has to do with money. I notice that people aren't as nice the older you get. I believe this has to do with financial responsibility. The more of it the more insecure people are, so they tend me be looking out for themselves more.",39,Male,Asian,English,,Very Good,Other,day,Some college,0,Somewhat conservative,NA,,NA,NA,-2,less,NA,-2,2020,4,64
65.202,1/16/20 11:43,1/16/20 11:51,IP Address,100,483,TRUE,1/16/20 11:51,R_2zPa0UKM3snrk3H,NA,NA,NA,NA,33.44740295,-88.82050323,anonymous,EN,Kindergarten,1,4,5,2,3,2138,4,3,2,5,1,Eating turkey,1,5,4,2,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Ever Since Trump became President hate has come out of a lot of people  they are less kind then before,33,Male,Black or African-American,English,,Very Good,Other,day,Associate's degree,3,Somewhat liberal,2006,,NA,NA,-2,less,NA,-2,2020,4,65
66.202,1/16/20 11:51,1/16/20 11:52,IP Address,100,74,TRUE,1/16/20 11:52,R_278QKsrxiZ3dRXq,NA,NA,NA,NA,42.39959717,-71.12460327,anonymous,EN,Kindergarten,5,2,3,1,4,2138,3,4,2,5,1,Eating turkey,1,2,4,3,5,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",social media makes people nicer.,,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,1,more,NA,1,2020,5,66
67.202,1/16/20 11:52,1/16/20 11:53,IP Address,100,55,TRUE,1/16/20 11:53,R_2VfG7kDaAdNw6SU,NA,NA,NA,NA,35.80819702,-82.90049744,anonymous,EN,Kindergarten,4,2,3,1,5,2138,5,3,1,2,4,Eating turkey,5,2,4,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,5,67
68.202,1/16/20 11:52,1/16/20 11:53,IP Address,100,88,TRUE,1/16/20 11:53,R_24qhHZTnKBNASsd,NA,NA,NA,NA,40.87919617,-111.8685989,anonymous,EN,Kindergarten,4,1,5,3,2,2138,4,2,1,3,5,Eating turkey,5,3,2,4,1,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",I think people are more opened minded and inclusive today than they were 10 years ago.,,31,Male,White,English,,Very Good,Other,day,Some college,2,Somewhat liberal,2014,,NA,NA,1,more,NA,1,2020,5,68
69.202,1/16/20 11:50,1/16/20 11:53,IP Address,100,190,TRUE,1/16/20 11:53,R_2VrrdyFefmfcM3Z,NA,NA,NA,NA,40.85650635,-74.12310028,anonymous,EN,Kindergarten,5,4,1,2,3,2138,4,2,3,1,5,Eating turkey,3,5,4,2,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"I think the political climate and in general people are more outspoken about their views.  I think with the digital world, has given people the ability to say and do things that they normally wouldn't.",37,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-2,less,NA,-2,2020,4,69
70.202,1/16/20 11:54,1/16/20 11:56,IP Address,100,106,TRUE,1/16/20 11:56,R_2R3Ak7jyeFRJ3L5,NA,NA,NA,NA,40.27380371,-81.86620331,anonymous,EN,Kindergarten,4,3,1,2,5,2138,2,1,5,4,3,Eating turkey,2,1,3,4,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,44,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat liberal,1999,,NA,NA,0,equal,NA,0,2020,5,70
71.202,1/16/20 11:50,1/16/20 11:57,IP Address,100,397,TRUE,1/16/20 11:57,R_1j6UGqxKeZeo2zw,NA,NA,NA,NA,31.35110474,-109.5447006,anonymous,EN,Kindergarten,3,1,2,4,5,2138,4,3,1,5,2,Eating turkey,1,3,5,4,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"The way our leadership is now has give ""permission"" for people to express their vile and hateful opinions. Since our president goes on rants about groups of people, the general public tends to follow suit spewing hate and racist comments. 
I guess the old saying goes: 'monkey see, monkey do', it's sad but true!",43,Female,Hispanic or Latino Origin,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,NA,Thanks for letting me vent ;),NA,NA,-1,less,NA,-1,2020,5,71
72.202,1/16/20 11:55,1/16/20 11:57,IP Address,100,139,TRUE,1/16/20 11:57,R_1rigrHyn0AF6aNb,NA,NA,NA,NA,41.4098053,-73.58999634,anonymous,EN,Kindergarten,4,5,3,2,1,2138,1,3,4,2,5,Eating turkey,3,2,1,5,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,34,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,NA,"People are generally the same as they've always been. Unfortunately with the popularity of social media, extremists, the mentally ill and constantly offended nutcases are amplified far more than in the past. They've always existed, but in the past people didn't take them seriously. Now, mainstream media reports on twitter as if it's actually news.",NA,NA,0,equal,NA,0,2020,4,72
73.202,1/16/20 11:59,1/16/20 12:00,IP Address,100,76,TRUE,1/16/20 12:00,R_2wRgRzskUWzoyEp,NA,NA,NA,NA,40.67129517,-73.89430237,anonymous,EN,Kindergarten,4,2,3,1,5,2138,2,3,4,5,1,Eating turkey,4,1,5,2,3,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",Less technology,,30,Male,White,English,,Very Good,Other,day,Graduate school,0,Somewhat liberal,NA,,NA,NA,5,more,NA,5,2020,6,73
74.202,1/16/20 12:00,1/16/20 12:01,IP Address,100,61,TRUE,1/16/20 12:01,R_2fIJFr5Hr0OtP6I,NA,NA,NA,NA,43.07820129,-89.40750122,anonymous,EN,Kindergarten,1,4,2,3,5,2138,4,5,1,2,3,Eating turkey,2,4,5,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,32,Female,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,4,74
75.202,1/16/20 12:00,1/16/20 12:02,IP Address,100,113,TRUE,1/16/20 12:02,R_SZetUfzsHgFZKlH,NA,NA,NA,NA,33.63380432,-112.2065964,anonymous,EN,Kindergarten,5,1,4,2,3,2138,4,2,1,5,3,Eating turkey,1,4,3,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,The ability of advancements of social media. ,22,Male,Hawaiian or Pacific Islander,English,,Very Good,Other,day,Associate's degree,1,Somewhat conservative,2019,Greta survey! ,NA,NA,-2,less,NA,-2,2020,4,75
76.202,1/16/20 11:50,1/16/20 12:02,IP Address,100,757,TRUE,1/16/20 12:02,R_3acc2II9RKPA8G5,NA,NA,NA,NA,47.60920715,-122.3314056,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,3,5,1,4,Eating turkey,2,5,1,3,4,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",beacause the peoples are more educated,,29,Male,Hispanic or Latino Origin,English,,Good,Other,day,Four-year college degree,3,Very conservative,2012,no comments,NA,NA,1,more,NA,1,2020,6,76
77.202,1/16/20 11:53,1/16/20 12:03,IP Address,100,569,TRUE,1/16/20 12:03,R_Wdr8ygjeXzBswtb,NA,NA,NA,NA,37.75059509,-122.4121017,anonymous,EN,Kindergarten,5,3,1,2,4,2138,4,1,2,3,5,Eating turkey,1,2,5,3,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,PEOPLE ARE BEING TAKEN ADVANTAGE OF FOR BEING TOO KIND OR HONEST.,47,Female,White,English,,Good,Other,day,Graduate school,2,Very liberal,2015,,NA,NA,-1,less,NA,-1,2020,2,77
78.202,1/16/20 12:03,1/16/20 12:04,IP Address,100,61,TRUE,1/16/20 12:05,R_2zXPeCyMeGk5zQT,NA,NA,NA,NA,42.91020203,-78.66249847,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,3,5,4,1,Eating turkey,2,4,1,5,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,social media,35,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,-1,less,NA,-1,2020,5,78
79.202,1/16/20 12:04,1/16/20 12:05,IP Address,100,58,TRUE,1/16/20 12:05,R_W6cLBLGS0PMOt7H,NA,NA,NA,NA,48.74940491,-122.4896011,anonymous,EN,Kindergarten,5,1,3,4,2,2138,5,2,4,1,3,Eating turkey,4,1,5,2,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,26,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,3,79
80.202,1/16/20 12:05,1/16/20 12:06,IP Address,100,90,TRUE,1/16/20 12:06,R_3k7ATyiAGl1maVh,NA,NA,NA,NA,30.35740662,-89.16490173,anonymous,EN,Kindergarten,1,2,3,4,5,2138,4,3,1,2,5,Eating turkey,5,2,4,1,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I think our constant need to be entertained has cut our patience short causing less kindness towards one another.,31,Female,White,English,,Very Good,Other,day,Associate's degree,1,Somewhat conservative,2014,,NA,NA,-2,less,NA,-2,2020,4,80
81.202,1/16/20 12:03,1/16/20 12:08,IP Address,100,269,TRUE,1/16/20 12:08,R_11hVfsnCWmvDdbz,NA,NA,NA,NA,47.60920715,-122.3314056,anonymous,EN,Kindergarten,1,4,5,3,2,2138,1,3,2,5,4,Eating turkey,3,1,4,2,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I disgusting ,29,Male,White,English,,Fair,Other,day,Four-year college degree,3,Somewhat conservative,2015,,NA,NA,-1,less,NA,-1,2020,5,81
82.202,1/16/20 12:07,1/16/20 12:08,IP Address,100,74,TRUE,1/16/20 12:08,R_3Oc92buBsKw4KMu,NA,NA,NA,NA,38.34669495,-121.9519043,anonymous,EN,Kindergarten,3,5,4,2,1,2138,5,1,2,4,3,Eating turkey,2,1,3,5,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Female,White,English,,Very Good,Other,Day,Four-year college degree,2,Very liberal,2012,,NA,NA,0,equal,NA,0,2020,5,82
83.202,1/16/20 12:07,1/16/20 12:10,IP Address,100,155,TRUE,1/16/20 12:10,R_7TCHlyWmn2oKy9r,NA,NA,NA,NA,40.10409546,-80.64250183,anonymous,EN,Kindergarten,5,2,1,4,3,2138,5,2,3,4,1,Eating turkey,5,2,1,3,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,the change of government individuals and certain laws,31,Male,White,English,,Very Good,Other,day,Some college,3,Somewhat liberal,2009,,NA,NA,-1,less,NA,-1,2020,4,83
84.202,1/16/20 12:10,1/16/20 12:11,IP Address,100,50,TRUE,1/16/20 12:11,R_2V3JElasFx4zrda,NA,NA,NA,NA,38.90089417,-77.04640198,anonymous,EN,Kindergarten,3,4,2,1,5,2138,1,5,3,4,2,Eating turkey,2,4,1,5,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,30,Male,More than 1 of the above,English,,Very Good,Other,day,Graduate school,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,5,84
85.202,1/16/20 12:10,1/16/20 12:11,IP Address,100,111,TRUE,1/16/20 12:11,R_28UQHQZ1gG99zey,NA,NA,NA,NA,34.7828064,-84.93319702,anonymous,EN,Kindergarten,1,4,3,2,5,2138,4,2,1,3,5,Eating turkey,4,2,3,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Trump divided the people. ,57,Female,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,NA,Thank You,NA,NA,-1,less,NA,-1,2020,5,85
86.202,1/16/20 12:10,1/16/20 12:12,IP Address,100,103,TRUE,1/16/20 12:12,R_Ah4vXD1ykVyAdu9,NA,NA,NA,NA,39.24130249,-84.54550171,anonymous,EN,Kindergarten,1,4,2,3,5,2138,3,1,4,5,2,Eating turkey,2,1,3,4,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,40,Male,Black or African-American,English,,Very Good,Other,day,Graduate school,2,Very liberal,2016,,NA,NA,0,equal,NA,0,2020,5,86
87.202,1/16/20 12:09,1/16/20 12:13,IP Address,100,214,TRUE,1/16/20 12:13,R_28Nb5LMFjSSkL15,NA,NA,NA,NA,43.95469666,-86.28009796,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,4,3,1,5,Eating turkey,5,1,2,4,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I think social media and cable news networks have had an effect on people in all those categories,53,Female,White,English,,Very Good,Other,day,Associate's degree,2,Very conservative,1991,thank you,NA,NA,-1,less,NA,-1,2020,5,87
88.202,1/16/20 12:11,1/16/20 12:13,IP Address,100,86,TRUE,1/16/20 12:13,R_214x7pB3UXnZgu2,NA,NA,NA,NA,30.50450134,-97.82089996,anonymous,EN,Kindergarten,2,1,5,3,4,2138,1,4,2,3,5,Eating turkey,2,4,3,5,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Male,White,English,,Very Good,Other,day,Some graduate school,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2020,3,88
89.202,1/16/20 12:12,1/16/20 12:13,IP Address,100,47,TRUE,1/16/20 12:13,R_2PzHOdiRUnm8yBG,NA,NA,NA,NA,40.60380554,-112.0404968,anonymous,EN,Kindergarten,1,4,5,2,3,2138,4,5,1,2,3,Eating turkey,5,3,4,1,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,27,Male,White,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2020,5,89
90.202,1/16/20 12:06,1/16/20 12:14,IP Address,100,431,TRUE,1/16/20 12:14,R_22lVNaH2oTUlOON,NA,NA,NA,NA,40.66650391,-73.54550171,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,1,3,5,4,Eating turkey,3,4,2,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I believe people today are less kind and honest because of the rampant rise of social media and desensitization that comes along with it. I also believe that politics and separate political parties have created factions of people whom are less kind than people ten years ago because back then there was less scrutiny between different people.,31,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,"Great Study, hope to do more in the future.",NA,NA,-1,less,NA,-1,2020,4,90
91.202,1/16/20 12:12,1/16/20 12:14,IP Address,100,93,TRUE,1/16/20 12:14,R_1pJWB6zx4sRAKIa,NA,NA,NA,NA,28.0381012,-81.93920135,anonymous,EN,Kindergarten,4,1,3,5,2,2138,2,4,1,5,3,Eating turkey,3,5,1,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,51,Male,White,English,,Very Good,Other,day,Graduate school,0,Very conservative,NA,no,NA,NA,0,equal,NA,0,2020,4,91
