,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,X2015,X2010,X2005,X2000,X1995,X1990,X1985,X1980,X1975,X2000_born,X1995_born,X1990_born,X1985_born,X1980_born,X1975_born,X1970_born,X1965_born,X1960_born,X1955_.born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,diff,diff_born,diff_20,diff_cat,cat,cat2,born_minus_twenty,twenty_minus_today,born_minus_today,time,rating,participant
32.today,1/29/20 10:25,1/29/20 10:28,IP Address,100,157,TRUE,1/29/20 10:28,R_ezBrs8ZGe3M1tsd,NA,NA,NA,NA,40.59950256,-75.376297,anonymous,EN,25-29,Bell bottoms,2,3,1,5,4,A wedding invitation,4,1,3,5,2,An elevator,5,2,1,3,4,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,3,3,,,,,,,,,,,,"I think the anonymity of the internet has caused people to become less kind. While the internet existed 25 years ago, it was not as prominent in people's lives as it is today. ",,,,,,,,,26,Female,More than 1 of the above,"less than $15,000",Other,apple,Some college,0,Somewhat conservative,NA,,NA,NA,-2,-2,0,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,2,0,2,today,4,32
33.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,142,TRUE,1/29/20 10:28,R_1Inr3saBZeEUOIE,NA,NA,NA,NA,36.01300049,-84.26239777,anonymous,EN,30-34,Bell bottoms,2,5,3,4,1,A wedding invitation,3,5,4,1,2,An elevator,2,5,4,1,3,I consent to take part in this study,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,2,4,,,,,,,,,,,,,"I don't think parents are raising their kids to be kind, honest, nice, and good in today's society.  They are too worried about themselves or are too worried about getting in trouble for disciplining their children.  Children need discipline and structure in their lives. ",,,,,,,,32,Female,White,"less than $15,000",Other,apple,Graduate school,2,Somewhat conservative,2010,,NA,NA,-3,-3,-2,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,2,3,today,4,33
34.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,131,TRUE,1/29/20 10:28,R_32JvZQwALnoH0by,NA,NA,NA,NA,34.82870483,-86.88890076,anonymous,EN,45-49,Bell bottoms,1,2,3,4,5,A wedding invitation,1,3,5,4,2,An elevator,2,1,5,4,3,I consent to take part in this study,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,48,Male,White,"$95,000 - $150,000",Other,apple,Associate's degree,3,Neither liberal nor conservative,2000,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,today,5,34
35.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,136,TRUE,1/29/20 10:28,R_D1Tt9O6VfsCiiv7,NA,NA,NA,NA,40.30439758,-86.46890259,anonymous,EN,35-39,Bell bottoms,3,4,1,2,5,A wedding invitation,4,2,5,1,3,An elevator,4,3,2,1,5,I consent to take part in this study,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,5,,,,,,,,,,,,,,"I think people feel more entitled to express negative opinions towards others, instead of trying to understand alternate point of views. ",,,,,,,37,Male,White,"$75,000 - $95,000",Other,apple,Some college,3,Somewhat conservative,2009,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,today,5,35
36.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,119,TRUE,1/29/20 10:28,R_Y9W0GTrQG62L4J3,NA,NA,NA,NA,43.07290649,-70.80519867,anonymous,EN,30-34,Bell bottoms,5,2,3,1,4,A wedding invitation,4,3,1,2,5,An elevator,1,4,3,2,5,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,5,6,,,,,,,,,,,,,"I believe we are so wrapped up in what is happening on social media and on our phones, that we are less in-tune with in-person interactions, which makes people less kind, honest, and nice.",,,,,,,,30,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,today,4,36
37.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,117,TRUE,1/29/20 10:28,R_PLsyWwqTJVcwsPT,NA,NA,NA,NA,28.01429749,-82.74459839,anonymous,EN,18-24,Bell bottoms,2,4,5,1,3,A wedding invitation,1,2,3,4,5,An elevator,5,2,3,1,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,4,4,,,,,,,,,,,"The world is just a more competitive place with less resources. Everything is a race now and if you aren't first, you're last.",,,,,,,,,,23,Male,More than 1 of the above,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-1,-1,NA,less,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",less,NA,NA,1,today,4,37
38.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,145,TRUE,1/29/20 10:28,R_1nNrnAllfAbD6VO,NA,NA,NA,NA,39.74809265,-92.46219635,anonymous,EN,30-34,Bell bottoms,2,5,4,3,1,A wedding invitation,3,5,4,2,1,An elevator,2,4,1,5,3,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,2,6,,,,,,,,,,,,,The internet.  Everyone can basically let their minds and mouths run wild while hiding under certain veils to be anonymous.  Everyone wants to be the next 'viral' craze and it has led to stupid stunts that people repeat all over the world. ,,,,,,,,32,Male,White,"$15,000 - $35,000",Other,apple,Some college,1,Neither liberal nor conservative,2013,"Everything works, thank you.",NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,0,1,today,5,38
39.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,119,TRUE,1/29/20 10:28,R_2TBu7a6NGTiprig,NA,NA,NA,NA,41.84829712,-87.65170288,anonymous,EN,30-34,Bell bottoms,2,4,3,5,1,A wedding invitation,2,4,3,1,5,An elevator,5,2,3,4,1,I consent to take part in this study,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,32,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Neither liberal nor conservative,2018,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 30 years ago",equal,0,0,0,today,4,39
40.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,127,TRUE,1/29/20 10:28,R_1dyMb05utNjy88F,NA,NA,NA,NA,41.08790588,-112.0632019,anonymous,EN,25-29,Bell bottoms,5,2,4,1,3,A wedding invitation,5,3,4,2,1,An elevator,4,2,5,1,3,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,5,6,,,,,,,,,,,,"Its a ""them or me"" attitude.  People are struggling to get by.  They seem more likely to use anything they can to keep going.",,,,,,,,,29,Male,White,"$95,000 - $150,000",Other,apple,Graduate school,1,Somewhat conservative,2017,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,1,0,1,today,5,40
41.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,142,TRUE,1/29/20 10:28,R_6Wrci3rniLrmmVr,NA,NA,NA,NA,28.11309814,-81.62409973,anonymous,EN,35-39,Bell bottoms,4,2,3,5,1,A wedding invitation,5,3,2,4,1,An elevator,4,1,3,2,5,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,37,Male,White,"$75,000 - $95,000",Other,apple,High school diploma,1,Somewhat liberal,2013,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,today,4,41
42.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,147,TRUE,1/29/20 10:28,R_3iOI116Jxst9ICn,NA,NA,NA,NA,40.84620667,-74.70559692,anonymous,EN,35-39,Bell bottoms,1,3,4,2,5,A wedding invitation,1,5,4,3,2,An elevator,3,4,1,2,5,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,5,6,,,,,,,,,,,,,,I think social media and the internet are the biggest reasons because people can now hide behind a screen and don't have to face any repercussions of being a bad person.,,,,,,,38,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,1,Somewhat liberal,2014,no comments,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,1,0,1,today,5,42
43.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,149,TRUE,1/29/20 10:28,R_1H0q4QEkdnNieRv,NA,NA,NA,NA,39.12690735,-76.69799805,anonymous,EN,45-49,Bell bottoms,5,3,2,1,4,A wedding invitation,1,3,4,2,5,An elevator,1,2,5,3,4,I consent to take part in this study,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,5,4,4,,,,,,,,,,,,,,,,,,,,,47,Female,White,"$55,000 - $75,000",Other,apple,Graduate school,2,Very liberal,2010,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,today,5,43
44.today,1/29/20 10:27,1/29/20 10:28,IP Address,100,85,TRUE,1/29/20 10:28,R_27mmJimb1Gmrzj9,NA,NA,NA,NA,35.770401,-78.62930298,anonymous,EN,25-29,Bell bottoms,4,1,3,5,2,A wedding invitation,4,3,5,2,1,An elevator,2,5,1,3,4,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,26,Female,More than 1 of the above,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Very liberal,NA,thanks!,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,today,5,44
45.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,124,TRUE,1/29/20 10:28,R_2Eg7W3zLXhhiK1B,NA,NA,NA,NA,42.34640503,-71.09750366,anonymous,EN,60-64,Bell bottoms,2,4,1,5,3,A wedding invitation,5,4,1,2,3,An elevator,5,1,2,4,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 60 years ago",,6,5,5,,,,,,,,,,,,,,,,,,,,,64,Male,White,"$55,000 - $75,000",Other,apple,Some college,1,Somewhat conservative,1991,ty,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 60 years ago",equal,0,0,0,today,5,45
46.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,154,TRUE,1/29/20 10:28,R_2SxER4z0ZERHz9I,NA,NA,NA,NA,38.96369934,-77.60990143,anonymous,EN,35-39,Bell bottoms,4,3,5,1,2,A wedding invitation,4,2,3,5,1,An elevator,5,3,1,4,2,I consent to take part in this study,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,6,7,,,,Social awareness and internet ,,,,,,,,,,,,,,,,,36,Female,Asian,"$95,000 - $150,000",Other,apple,Graduate school,2,Neither liberal nor conservative,2014,,NA,NA,3,3,2,more,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",more,-1,-2,-3,today,4,46
47.today,1/29/20 10:25,1/29/20 10:28,IP Address,100,158,TRUE,1/29/20 10:28,R_w0Iq39zP38UjQe5,NA,NA,NA,NA,40.18730164,-82.98989868,anonymous,EN,60-64,Bell bottoms,4,5,2,1,3,A wedding invitation,1,2,4,3,5,An elevator,2,1,3,5,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 60 years ago",,4,4,4,,,,,,,,,,,,,,,,,,,,,62,Female,White,"$95,000 - $150,000",Other,apple,Four-year college degree,1,Very liberal,2004,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 60 years ago",equal,0,0,0,today,4,47
48.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,133,TRUE,1/29/20 10:28,R_3Pt5OHSNeoL28nx,NA,NA,NA,NA,33.4683075,-112.0549011,anonymous,EN,30-34,Bell bottoms,5,3,1,4,2,A wedding invitation,3,4,2,1,5,An elevator,5,2,1,4,3,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,5,4,4,,,,,,,,,,,,,"I think its just a different generation, people have different values, and also they were just raised differently.",,,,,,,,31,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Very conservative,NA,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,0,1,1,today,4,48
49.today,1/29/20 10:25,1/29/20 10:28,IP Address,100,164,TRUE,1/29/20 10:28,R_1ocgcueOzmWLijZ,NA,NA,NA,NA,40.75999451,-73.53179932,anonymous,EN,25-29,Bell bottoms,2,5,3,4,1,A wedding invitation,3,4,5,1,2,An elevator,1,3,5,2,4,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,26,Female,Asian,"less than $15,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,today,5,49
50.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,122,TRUE,1/29/20 10:28,R_2f8qhb0jTM3qQ6p,NA,NA,NA,NA,41.76210022,-72.72660065,anonymous,EN,18-24,Bell bottoms,1,5,4,2,3,A wedding invitation,2,5,1,3,4,An elevator,1,4,2,5,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,5,5,people understand social issues,,,,,,,,,,,,,,,,,,,,19,Female,White,"less than $15,000",Other,apple,Some college,0,Neither liberal nor conservative,NA,,NA,NA,1,1,NA,more,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",more,NA,NA,-1,today,5,50
51.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,148,TRUE,1/29/20 10:28,R_2eRm5uQd4gGiJsH,NA,NA,NA,NA,44.98249817,-93.18630219,anonymous,EN,30-34,Bell bottoms,5,1,4,2,3,A wedding invitation,5,2,3,4,1,An elevator,4,1,5,3,2,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,6,7,5,,,,,,,,,,,,,,,,,,,,,32,Male,Asian,"$35,000 - $55,000",Other,apple,Graduate school,0,Very liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 30 years ago",equal,0,0,0,today,5,51
52.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,108,TRUE,1/29/20 10:28,R_1Q4OMKUNVVpCnmb,NA,NA,NA,NA,44.01010132,-69.89839935,anonymous,EN,25-29,Bell bottoms,5,1,4,3,2,A wedding invitation,4,5,3,2,1,An elevator,5,3,1,2,4,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,4,3,,Progression and acceptance.,,,,,,,,,,,,,,,,,,,26,Male,White,"$35,000 - $55,000",Other,apple,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,2,2,1,more,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",more,-1,-1,-2,today,5,52
53.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,122,TRUE,1/29/20 10:28,R_1FhQnBUisqaZ1CA,NA,NA,NA,NA,41.01879883,-81.61740112,anonymous,EN,40-44,Bell bottoms,3,5,1,2,4,A wedding invitation,3,2,5,4,1,An elevator,4,3,2,1,5,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,4,3,4,,,,,,,,,,,,,,,There are more stresses in the world now. I think that more people are just concerned with themselves and technology than kindness. People are more worried about the cell phones in their hands than their fellow people right beside them.,,,,,,41,Female,White,"$35,000 - $55,000",Other,apple,High school diploma,2,Neither liberal nor conservative,2000,Have a great day!,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,0,1,today,6,53
54.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,150,TRUE,1/29/20 10:28,R_3puwbjWkvsGMzr3,NA,NA,NA,NA,32.58169556,-97.13990021,anonymous,EN,50-54,Bell bottoms,2,1,3,4,5,A wedding invitation,4,1,2,5,3,An elevator,4,1,3,2,5,I consent to take part in this study,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,5,4,5,,,,,,,,,,,,,,,,,"people today are exposed to a lot more media, and shown more disrespectful people.  the emulate that behavior.",,,,52,Male,White,"$35,000 - $55,000",Other,apple,Some college,2,Somewhat conservative,1994,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,1,1,2,today,4,54
55.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,149,TRUE,1/29/20 10:28,R_2uWkTqGpjtRy1xH,NA,NA,NA,NA,45.66520691,-122.5214996,anonymous,EN,45-49,Bell bottoms,1,3,2,4,5,A wedding invitation,2,5,3,4,1,An elevator,2,4,1,3,5,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,47,Female,White,"$75,000 - $95,000",Other,apple,Four-year college degree,1,Very liberal,1998,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,today,6,55
56.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,144,TRUE,1/29/20 10:28,R_1JW5zzfuK43EGgq,NA,NA,NA,NA,33.12130737,-91.27159882,anonymous,EN,30-34,Bell bottoms,2,3,4,1,5,A wedding invitation,1,4,2,3,5,An elevator,4,5,3,2,1,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,4,3,,,,,,,,,,,,,EXPERIENCE,,,,,,,,30,Female,White,"$75,000 - $95,000",Other,APPLE,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,0,1,today,5,56
57.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,169,TRUE,1/29/20 10:28,R_rfjGLBjvA30Bfpv,NA,NA,NA,NA,42.95159912,-88.2963028,anonymous,EN,30-34,Bell bottoms,3,2,5,1,4,A wedding invitation,4,1,5,3,2,An elevator,2,4,1,5,3,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,2,5,4,,,,,,,,,,,,,"The internet.  People can spread horrible disinformation and hate speech and people will will believe it because ""it's on the internet"".  And since it is on the internet it reaches  a much larger audience faster than ever.",,,,,,,,34,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-2,-2,-2,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,0,2,2,today,3,57
58.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,140,TRUE,1/29/20 10:28,R_xeVN1EHNdGOQeK5,NA,NA,NA,NA,42.68960571,-88.03900146,anonymous,EN,45-49,Bell bottoms,1,2,5,4,3,A wedding invitation,4,3,2,1,5,An elevator,3,5,2,4,1,I consent to take part in this study,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,48,Female,White,"$95,000 - $150,000",Other,apple,Associate's degree,2,Somewhat conservative,2001,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,today,5,58
59.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,162,TRUE,1/29/20 10:28,R_12tikJcne5Olerx,NA,NA,NA,NA,40.60020447,-74.14689636,anonymous,EN,25-29,Bell bottoms,2,5,1,3,4,A wedding invitation,3,2,1,5,4,An elevator,3,1,4,2,5,I consent to take part in this study,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,5,,,,,,,,,,,,the rise of social media and the me culture,,,,,,,,,29,Male,White,"$55,000 - $75,000",Other,apple,Some graduate school,0,Somewhat conservative,NA,,NA,NA,-1,-1,-2,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,-1,2,1,today,5,59
60.today,1/29/20 10:27,1/29/20 10:28,IP Address,100,113,TRUE,1/29/20 10:28,R_12ov0BZ4J3ljU7S,NA,NA,NA,NA,42.98269653,-70.94719696,anonymous,EN,18-24,Bell bottoms,4,1,2,3,5,A wedding invitation,3,4,1,5,2,An elevator,2,1,3,4,5,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,1,5,,,,,,,,,,,Racism and sexism becoming more accepted in everyday society.,,,,,,,,,,22,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-3,-3,NA,less,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",less,NA,NA,3,today,3,60
61.today,1/29/20 10:26,1/29/20 10:28,IP Address,100,138,TRUE,1/29/20 10:28,R_1gHdkI9hvPE8t7y,NA,NA,NA,NA,41.43609619,-82.13500214,anonymous,EN,35-39,Bell bottoms,4,2,3,5,1,A wedding invitation,2,3,4,1,5,An elevator,1,3,4,5,2,I consent to take part in this study,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,3,2,4,,,,,,,,,,,,,,I think there is a lot more competition in the world now and everyone is trying to get to the top. ,,,,,,,35,Male,White,"$55,000 - $75,000",Other,apple,Associate's degree,0,Neither liberal nor conservative,NA,,NA,NA,-2,-2,-2,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,2,2,today,4,61
