"subId","covid_concern","covid_cases_personal","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","gender","age","race","education","income","pol_ideology","religiosity","number_covid_studies","similarity_covid_studies","redcross_reliable","check_embezzle_clear","argument","gender_recode","race_recode","exclude_behav","avg_OUS_IB","avg_OUS_IH","dimension","dilemma","behav","moral","support","trustOther","trustworthy","avg_trust"
42,"6","No",1,1,1,1,1,1,1,7,1,"Male","60","White,Hispanic, Latino, or Spanish origin,Middle Eastern or North African","2","8","4","5","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Other",0,1,1,"IH","lockdown",NA,"7","7",1,1,1
42,"6","No",1,1,1,1,1,1,1,7,1,"Male","60","White,Hispanic, Latino, or Spanish origin,Middle Eastern or North African","2","8","4","5","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Other",0,1,1,"IH","ventilator",NA,"4","4",1,1,1
43,"6","No",5,5,5,5,4,5,4,4,5,"Male","18","White","1","1","1","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,4.5,5,"IB","medicine",NA,"4","5",2,2,2
43,"6","No",5,5,5,5,4,5,4,4,5,"Male","18","White","1","1","1","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,4.5,5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
43,"6","No",5,5,5,5,4,5,4,4,5,"Male","18","White","1","1","1","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,4.5,5,"IB","ppe",NA,"5","5",2,2,2
44,"7","Unsure",6,6,4,6,6,2,4,2,4,"Female","25","Some other race, ethnicity or origin","4","1","3","6","11-20","Slightly similar","4","No","Utilitarian","Female","Other",1,6,3,"IB","medicine",NA,"5","4",5,4,4.5
44,"7","Unsure",6,6,4,6,6,2,4,2,4,"Female","25","Some other race, ethnicity or origin","4","1","3","6","11-20","Slightly similar","4","No","Utilitarian","Female","Other",1,6,3,"IB","ppe",NA,"4","4",4,5,4.5
44,"7","Unsure",6,6,4,6,6,2,4,2,4,"Female","25","Some other race, ethnicity or origin","4","1","3","6","11-20","Slightly similar","4","No","Utilitarian","Female","Other",1,6,3,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
45,"7","No",5,5,7,7,5,1,1,2,1,"Female","21","White","3","5","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,5,1,"IB","ppe",NA,"7","6",1,1,1
45,"7","No",5,5,7,7,5,1,1,2,1,"Female","21","White","3","5","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,5,1,"IH","lockdown","Non-Utilitarian","4","3",NA,NA,NA
45,"7","No",5,5,7,7,5,1,1,2,1,"Female","21","White","3","5","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,5,1,"IB","medicine",NA,"5","4",1,3,2
46,"7","No",4,5,7,6,5,5,5,7,5,"Male","49","White","3","6","5","5","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IB","medicine",NA,"1","1",4,4,4
46,"7","No",4,5,7,6,5,5,5,7,5,"Male","49","White","3","6","5","5","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IB","ppe",NA,"3","1",4,4,4
46,"7","No",4,5,7,6,5,5,5,7,5,"Male","49","White","3","6","5","5","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IH","ventilator","Non-Utilitarian","4","4",NA,NA,NA
47,"7","No",5,5,6,6,4,2,1,2,2,"Nonbinary","21","White","2","4","1","2","1-5","Slightly similar","1","Yes","Utilitarian","Other","White",0,4.5,2,"IH","ventilator",NA,"2","1",2,1,1.5
47,"7","No",5,5,6,6,4,2,1,2,2,"Nonbinary","21","White","2","4","1","2","1-5","Slightly similar","1","Yes","Utilitarian","Other","White",0,4.5,2,"IB","medicine","Utilitarian","6","7",NA,NA,NA
47,"7","No",5,5,6,6,4,2,1,2,2,"Nonbinary","21","White","2","4","1","2","1-5","Slightly similar","1","Yes","Utilitarian","Other","White",0,4.5,2,"IH","lockdown",NA,"2","1",2,2,2
48,"5","No",3,3,2,5,2,4,3,3,5,"Female","40","White","4","5","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,2.5,4.5,"IB","medicine",NA,"6","6",6,6,6
48,"5","No",3,3,2,5,2,4,3,3,5,"Female","40","White","4","5","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,2.5,4.5,"IB","ppe",NA,"6","6",6,6,6
48,"5","No",3,3,2,5,2,4,3,3,5,"Female","40","White","4","5","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,2.5,4.5,"IH","ventilator","Utilitarian","5","5",NA,NA,NA
49,"7","No",6,6,3,5,6,5,6,7,5,"Male","21","White,Hispanic, Latino, or Spanish origin","2","5","1","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","Other",0,6,5,"IH","ventilator",NA,"3","1",5,5,5
49,"7","No",6,6,3,5,6,5,6,7,5,"Male","21","White,Hispanic, Latino, or Spanish origin","2","5","1","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","Other",0,6,5,"IH","lockdown",NA,"1","1",6,6,6
49,"7","No",6,6,3,5,6,5,6,7,5,"Male","21","White,Hispanic, Latino, or Spanish origin","2","5","1","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","Other",0,6,5,"IB","ppe","Utilitarian","6","6",NA,NA,NA
50,"6","No",2,3,4,3,4,2,4,1,3,"Other","29","White","4","1","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Other","White",0,3,2.5,"IH","ventilator",NA,"4","4",4,4,4
50,"6","No",2,3,4,3,4,2,4,1,3,"Other","29","White","4","1","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Other","White",0,3,2.5,"IH","lockdown",NA,"2","1",2,2,2
50,"6","No",2,3,4,3,4,2,4,1,3,"Other","29","White","4","1","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Other","White",0,3,2.5,"IB","ppe","Utilitarian","5","5",NA,NA,NA
51,"5","No",4,6,6,5,6,1,2,2,2,"Female","26","Asian","4","5","2","3","1-5","Moderately similar","4","Yes","Non-Utilitarian","Female","Asian",0,5,1.5,"IH","ventilator",NA,"2","1",5,6,5.5
51,"5","No",4,6,6,5,6,1,2,2,2,"Female","26","Asian","4","5","2","3","1-5","Moderately similar","4","Yes","Non-Utilitarian","Female","Asian",0,5,1.5,"IB","medicine","Utilitarian","5","6",NA,NA,NA
51,"5","No",4,6,6,5,6,1,2,2,2,"Female","26","Asian","4","5","2","3","1-5","Moderately similar","4","Yes","Non-Utilitarian","Female","Asian",0,5,1.5,"IH","lockdown",NA,"2","2",5,6,5.5
52,"6","Yes",1,2,3,1,3,2,4,2,4,"Female","25","White","4","1","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Female","White",0,2,3,"IH","ventilator","Non-Utilitarian","3","4",NA,NA,NA
52,"6","Yes",1,2,3,1,3,2,4,2,4,"Female","25","White","4","1","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Female","White",0,2,3,"IB","ppe",NA,"6","3",4,6,5
52,"6","Yes",1,2,3,1,3,2,4,2,4,"Female","25","White","4","1","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Female","White",0,2,3,"IB","medicine",NA,"6","2",4,5,4.5
53,"1","No",3,3,6,3,2,1,3,4,5,"Female","53","White","2","6","5","5","6-10","Not at all similar","2","Yes","Utilitarian","Female","White",0,2.5,3,"IB","ppe",NA,"5","5",5,5,5
53,"1","No",3,3,6,3,2,1,3,4,5,"Female","53","White","2","6","5","5","6-10","Not at all similar","2","Yes","Utilitarian","Female","White",0,2.5,3,"IB","medicine",NA,"4","4",5,5,5
53,"1","No",3,3,6,3,2,1,3,4,5,"Female","53","White","2","6","5","5","6-10","Not at all similar","2","Yes","Utilitarian","Female","White",0,2.5,3,"IH","lockdown","Utilitarian","7","7",NA,NA,NA
54,"7","No",2,5,2,5,5,1,7,3,5,"Female","21","Asian","4","1","4","5","0",NA,"2","Yes","Non-Utilitarian","Female","Asian",0,3.5,3,"IB","ppe",NA,"2","2",4,4,4
54,"7","No",2,5,2,5,5,1,7,3,5,"Female","21","Asian","4","1","4","5","0",NA,"2","Yes","Non-Utilitarian","Female","Asian",0,3.5,3,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
54,"7","No",2,5,2,5,5,1,7,3,5,"Female","21","Asian","4","1","4","5","0",NA,"2","Yes","Non-Utilitarian","Female","Asian",0,3.5,3,"IB","medicine",NA,"3","2",1,2,1.5
55,"7","No",2,3,5,5,4,2,2,1,1,"Male","23","White","2","5","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IB","ppe","Utilitarian","6","5",NA,NA,NA
55,"7","No",2,3,5,5,4,2,2,1,1,"Male","23","White","2","5","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IH","ventilator",NA,"3","3",6,6,6
55,"7","No",2,3,5,5,4,2,2,1,1,"Male","23","White","2","5","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IH","lockdown",NA,"1","1",7,6,6.5
56,"7","Yes",1,1,7,7,7,1,7,1,1,"Female","26","Hispanic, Latino, or Spanish origin","2","2","7","6","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,4,1,"IB","medicine",NA,"5","7",1,2,1.5
56,"7","Yes",1,1,7,7,7,1,7,1,1,"Female","26","Hispanic, Latino, or Spanish origin","2","2","7","6","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,4,1,"IB","ppe",NA,"7","1",1,1,1
56,"7","Yes",1,1,7,7,7,1,7,1,1,"Female","26","Hispanic, Latino, or Spanish origin","2","2","7","6","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,4,1,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
57,"7","Yes",7,7,5,7,7,1,4,4,5,"Female","19","White","1","1","4","1","1-5","Moderately similar","5","Yes","Non-Utilitarian","Female","White",0,7,3,"IB","medicine","Utilitarian","7","7",NA,NA,NA
57,"7","Yes",7,7,5,7,7,1,4,4,5,"Female","19","White","1","1","4","1","1-5","Moderately similar","5","Yes","Non-Utilitarian","Female","White",0,7,3,"IH","lockdown",NA,"2","4",7,7,7
57,"7","Yes",7,7,5,7,7,1,4,4,5,"Female","19","White","1","1","4","1","1-5","Moderately similar","5","Yes","Non-Utilitarian","Female","White",0,7,3,"IH","ventilator",NA,"3","3",7,7,7
58,"7","Yes",2,5,7,4,4,1,4,4,6,"Male","19","White,Hispanic, Latino, or Spanish origin,Asian","1","6","1","1","6-10","Very similar","3","No","Non-Utilitarian","Male","Other",1,3,3.5,"IB","medicine",NA,"7","7",2,4,3
58,"7","Yes",2,5,7,4,4,1,4,4,6,"Male","19","White,Hispanic, Latino, or Spanish origin,Asian","1","6","1","1","6-10","Very similar","3","No","Non-Utilitarian","Male","Other",1,3,3.5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
58,"7","Yes",2,5,7,4,4,1,4,4,6,"Male","19","White,Hispanic, Latino, or Spanish origin,Asian","1","6","1","1","6-10","Very similar","3","No","Non-Utilitarian","Male","Other",1,3,3.5,"IB","ppe",NA,"7","7",3,3,3
59,"7","No",4,4,6,7,4,4,4,4,4,"Female","32","White","4","2","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IH","lockdown",NA,"1","1",1,1,1
59,"7","No",4,4,6,7,4,4,4,4,4,"Female","32","White","4","2","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","medicine","Utilitarian","2","4",NA,NA,NA
59,"7","No",4,4,6,7,4,4,4,4,4,"Female","32","White","4","2","1","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IH","ventilator",NA,"6","5",7,7,7
60,"5","Yes",3,4,5,3,4,4,4,4,3,"Male","20","Black or African American","3","1","4","5","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Black",0,3.5,3.5,"IH","ventilator",NA,"3","3",4,4,4
60,"5","Yes",3,4,5,3,4,4,4,4,3,"Male","20","Black or African American","3","1","4","5","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Black",0,3.5,3.5,"IB","medicine","Utilitarian","4","3",NA,NA,NA
60,"5","Yes",3,4,5,3,4,4,4,4,3,"Male","20","Black or African American","3","1","4","5","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Black",0,3.5,3.5,"IH","lockdown",NA,"5","4",4,5,4.5
61,"5","No",5,1,3,2,2,2,1,2,2,"Male","47","White","5","10","2","3","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,2,"IB","medicine",NA,"4","2",5,5,5
61,"5","No",5,1,3,2,2,2,1,2,2,"Male","47","White","5","10","2","3","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,2,"IH","lockdown","Non-Utilitarian","4","2",NA,NA,NA
61,"5","No",5,1,3,2,2,2,1,2,2,"Male","47","White","5","10","2","3","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,2,"IB","ppe",NA,"4","2",5,5,5
62,"6","No",4,1,3,2,2,2,5,3,4,"Female","28","Asian","4","9","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","Asian",0,3,3,"IB","ppe",NA,"4","2",4,4,4
62,"6","No",4,1,3,2,2,2,5,3,4,"Female","28","Asian","4","9","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","Asian",0,3,3,"IB","medicine",NA,"4","2",4,4,4
62,"6","No",4,1,3,2,2,2,5,3,4,"Female","28","Asian","4","9","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","Asian",0,3,3,"IH","lockdown","Non-Utilitarian","2","2",NA,NA,NA
63,"6","No",4,5,3,6,4,3,6,2,4,"Male","38","White,Asian","4","5","3","1","0",NA,"3","Yes","Non-Utilitarian","Male","Other",0,4,3.5,"IB","ppe","Utilitarian","5","5",NA,NA,NA
63,"6","No",4,5,3,6,4,3,6,2,4,"Male","38","White,Asian","4","5","3","1","0",NA,"3","Yes","Non-Utilitarian","Male","Other",0,4,3.5,"IH","lockdown",NA,"2","1",6,5,5.5
63,"6","No",4,5,3,6,4,3,6,2,4,"Male","38","White,Asian","4","5","3","1","0",NA,"3","Yes","Non-Utilitarian","Male","Other",0,4,3.5,"IH","ventilator",NA,"2","1",4,4,4
64,"6","No",3,2,5,5,5,4,4,5,4,"Female","24","White","4","2","3","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","ppe",NA,"6","2",4,6,5
64,"6","No",3,2,5,5,5,4,4,5,4,"Female","24","White","4","2","3","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IH","ventilator","Non-Utilitarian","4","5",NA,NA,NA
64,"6","No",3,2,5,5,5,4,4,5,4,"Female","24","White","4","2","3","1","11-20","Not at all similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","medicine",NA,"6","3",4,6,5
65,"6","No",4,5,3,6,5,3,2,1,2,"Male","27","Some other race, ethnicity or origin","1","4","6","4","0","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,4.5,2.5,"IB","ppe",NA,"4","2",4,4,4
65,"6","No",4,5,3,6,5,3,2,1,2,"Male","27","Some other race, ethnicity or origin","1","4","6","4","0","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,4.5,2.5,"IH","ventilator","Non-Utilitarian","3","1",NA,NA,NA
65,"6","No",4,5,3,6,5,3,2,1,2,"Male","27","Some other race, ethnicity or origin","1","4","6","4","0","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,4.5,2.5,"IB","medicine",NA,"4","2",4,4,4
66,"4","No",2,2,3,3,3,4,3,4,5,"Male","32","White","4","6","5","2","21-50","Slightly similar","2","Yes","Utilitarian","Male","White",0,2.5,4.5,"IH","lockdown","Utilitarian","4","5",NA,NA,NA
66,"4","No",2,2,3,3,3,4,3,4,5,"Male","32","White","4","6","5","2","21-50","Slightly similar","2","Yes","Utilitarian","Male","White",0,2.5,4.5,"IB","medicine",NA,"4","2",3,4,3.5
66,"4","No",2,2,3,3,3,4,3,4,5,"Male","32","White","4","6","5","2","21-50","Slightly similar","2","Yes","Utilitarian","Male","White",0,2.5,4.5,"IB","ppe",NA,"4","2",3,4,3.5
67,"7","Yes",5,4,7,6,4,4,6,2,2,"Male","34","White","4","5","6","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,4.5,3,"IB","ppe",NA,"7","7",7,7,7
67,"7","Yes",5,4,7,6,4,4,6,2,2,"Male","34","White","4","5","6","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,4.5,3,"IB","medicine",NA,"5","4",6,6,6
67,"7","Yes",5,4,7,6,4,4,6,2,2,"Male","34","White","4","5","6","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,4.5,3,"IH","ventilator","Non-Utilitarian","6","5",NA,NA,NA
68,"4","No",6,2,5,1,1,6,3,7,5,"Male","22","White","2","1","7","4","0","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,5.5,"IH","lockdown",NA,"4","5",2,2,2
68,"4","No",6,2,5,1,1,6,3,7,5,"Male","22","White","2","1","7","4","0","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,5.5,"IH","ventilator",NA,"3","2",2,4,3
68,"4","No",6,2,5,1,1,6,3,7,5,"Male","22","White","2","1","7","4","0","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,5.5,"IB","ppe","Utilitarian","7","6",NA,NA,NA
69,"4","Yes",4,3,3,5,3,3,4,4,3,"Female","38","White","4","10","2","1","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,3,"IH","lockdown","Non-Utilitarian","7","7",NA,NA,NA
69,"4","Yes",4,3,3,5,3,3,4,4,3,"Female","38","White","4","10","2","1","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,3,"IB","medicine",NA,"3","3",4,4,4
69,"4","Yes",4,3,3,5,3,3,4,4,3,"Female","38","White","4","10","2","1","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,3,"IB","ppe",NA,"3","3",4,4,4
70,"6","No",4,6,7,6,6,1,2,2,1,"Female","19","Asian","2","1","2","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,5,1,"IB","medicine",NA,"6","5",7,7,7
70,"6","No",4,6,7,6,6,1,2,2,1,"Female","19","Asian","2","1","2","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,5,1,"IH","lockdown","Non-Utilitarian","3","2",NA,NA,NA
70,"6","No",4,6,7,6,6,1,2,2,1,"Female","19","Asian","2","1","2","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,5,1,"IB","ppe",NA,"7","5",7,7,7
71,"7","Unsure",1,1,6,7,6,6,1,2,1,"Prefer not to say","20","White","2","1","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Other","White",0,3.5,3.5,"IB","medicine",NA,"6","6",4,4,4
71,"7","Unsure",1,1,6,7,6,6,1,2,1,"Prefer not to say","20","White","2","1","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Other","White",0,3.5,3.5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
71,"7","Unsure",1,1,6,7,6,6,1,2,1,"Prefer not to say","20","White","2","1","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Other","White",0,3.5,3.5,"IB","ppe",NA,"5","2",5,6,5.5
72,"5","Yes",4,1,7,5,5,7,5,4,3,"Female","34","White","1","4","3","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,5,"IH","ventilator",NA,"1","1",6,6,6
72,"5","Yes",4,1,7,5,5,7,5,4,3,"Female","34","White","1","4","3","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,5,"IB","ppe","Non-Utilitarian","4","2",NA,NA,NA
72,"5","Yes",4,1,7,5,5,7,5,4,3,"Female","34","White","1","4","3","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,5,"IH","lockdown",NA,"1","1",6,7,6.5
73,"5","No",2,6,6,3,3,5,2,2,5,"Male","18","Asian","1","1","4","2","6-10","Slightly similar","5","Yes","Non-Utilitarian","Male","Asian",0,2.5,5,"IH","ventilator","Non-Utilitarian","6","3",NA,NA,NA
73,"5","No",2,6,6,3,3,5,2,2,5,"Male","18","Asian","1","1","4","2","6-10","Slightly similar","5","Yes","Non-Utilitarian","Male","Asian",0,2.5,5,"IB","medicine",NA,"6","6",6,5,5.5
73,"5","No",2,6,6,3,3,5,2,2,5,"Male","18","Asian","1","1","4","2","6-10","Slightly similar","5","Yes","Non-Utilitarian","Male","Asian",0,2.5,5,"IB","ppe",NA,"6","5",4,5,4.5
74,"7","Yes",3,6,5,5,5,2,5,5,5,"Male","29","Black or African American","4","7","3","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","Black",0,4,3.5,"IH","ventilator",NA,"1","1",2,3,2.5
74,"7","Yes",3,6,5,5,5,2,5,5,5,"Male","29","Black or African American","4","7","3","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","Black",0,4,3.5,"IH","lockdown",NA,"2","2",3,3,3
74,"7","Yes",3,6,5,5,5,2,5,5,5,"Male","29","Black or African American","4","7","3","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","Black",0,4,3.5,"IB","medicine","Utilitarian","7","7",NA,NA,NA
75,"7","No",6,6,6,7,5,1,1,1,1,"Male","40","White","5","6","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IH","ventilator",NA,"2","1",3,4,3.5
75,"7","No",6,6,6,7,5,1,1,1,1,"Male","40","White","5","6","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IB","ppe","Non-Utilitarian","6","2",NA,NA,NA
75,"7","No",6,6,6,7,5,1,1,1,1,"Male","40","White","5","6","1","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IH","lockdown",NA,"1","1",1,1,1
76,"7","Yes",4,4,4,4,4,4,4,4,4,"Male","53","White","3","3","3","3","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,4,4,"IH","lockdown",NA,"1","1",1,1,1
76,"7","Yes",4,4,4,4,4,4,4,4,4,"Male","53","White","3","3","3","3","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,4,4,"IH","ventilator",NA,"1","1",1,1,1
76,"7","Yes",4,4,4,4,4,4,4,4,4,"Male","53","White","3","3","3","3","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,4,4,"IB","ppe","Non-Utilitarian","1","1",NA,NA,NA
77,"6","Yes",3,2,2,3,3,5,1,3,3,"Female","38","White","4","7","6","5","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,4,"IB","medicine",NA,"2","1",5,6,5.5
77,"6","Yes",3,2,2,3,3,5,1,3,3,"Female","38","White","4","7","6","5","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,4,"IH","lockdown","Non-Utilitarian","4","6",NA,NA,NA
77,"6","Yes",3,2,2,3,3,5,1,3,3,"Female","38","White","4","7","6","5","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,4,"IB","ppe",NA,"2","1",6,6,6
78,"7","No",3,5,3,3,5,3,6,5,2,"Female","21","White","4","3","1","2","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,2.5,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
78,"7","No",3,5,3,3,5,3,6,5,2,"Female","21","White","4","3","1","2","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,2.5,"IB","ppe",NA,"7","5",4,5,4.5
78,"7","No",3,5,3,3,5,3,6,5,2,"Female","21","White","4","3","1","2","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,2.5,"IB","medicine",NA,"6","3",4,5,4.5
79,"7","Yes",4,5,7,6,7,3,1,1,1,"Female","37","White","4","5","1","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,5.5,2,"IH","ventilator",NA,"2","1",4,4,4
79,"7","Yes",4,5,7,6,7,3,1,1,1,"Female","37","White","4","5","1","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,5.5,2,"IH","lockdown",NA,"1","1",4,4,4
79,"7","Yes",4,5,7,6,7,3,1,1,1,"Female","37","White","4","5","1","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,5.5,2,"IB","ppe","Utilitarian","6","6",NA,NA,NA
