RecordedDate,Duration__in_seconds_,Progress,ResponseId,Country,Language,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,edu,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,AttCheck2,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/26/2020,6030,100,R_2ysInfgYrLoG75f,the Netherlands,NL,8,5,8,10,10,10,10,10,3,10,9,10,1,10,9,60,30,10,10,9,5,5,5,10,10,0,0,0,0,8,9,10,9,1,2,4,7,9,9,9,4,2,8,8,7,9,8,9,5,6,4,1,8,8,5,1,4,4,4,10,7,5,2,5,4,5,3,3,10,60,40,5,16,8,50,---,----,2, ,66,5,3,2,2, ,5,1,1,1,213,6,.998383332884596,1.00093680944138,1.01260359455683,1.02740514582606
4/25/2020,2709,100,R_30c96BCJieZtjK2,the Netherlands,NL,7,10,8,10,10,6,6,7,5,10,9,10,4,10,7,10,40,50,8,9,3,3,3,10,10,0,0,0,0,3,10,10,10,0,1,7,8,7,7,6,9,9,8,7,8,8,8,7,6,8,6,8,7,5,4,4,4,5,3,10,8,7,0,8,8,0,9,7,10,30,40,1,15,9,25 ct,3 minuten,4uur,2, ,70,2,3,4,5, ,3,1,1,1,213,0,.44906985760737,.451623334164154,.463290119279604,.478091670548831
4/26/2020,6717,100,R_31iyAnVYPhJBwYg,the Netherlands,NL,10,2,10,10,10,9,9,9,7,5,5,7,7,7,7,0,50,50,5,7,0,0,0,5,5,0,0,0,0,1,9,9,9,0,0,5,5,8,5,5,0,0,5,5,7,7,7,6,8,8,4,0,5,1,1,1,1,1,1,7,6,0,0,5,5,0,5,5,5,40,50,3,16,5,25,3 minuten,7 uur,2, ,77,2,1,3,6,kunstenaar en galeriehouder,6,2,1,2,213,0,.630198883334511,.632752359891295,.644419145006745,.659220696275972
4/27/2020,1318,100,R_31peWD8eOoGJNYq,the Netherlands,NL,9,10,10,9,10,10,10,9,8,10,8,9,4,10,2,5,45,50,5,5,1,3,0,10,7,1,0,0,0,2,9,9,9,0,0,6,3,8,7,9,7,7,5,7,5,6,9,9,8,8,9,6,4,1,1,1,1,0,0,9,8,2,0,3,0,7,1,6,6,80,80,6,4,6,25,3,4,1, ,28,2,2,0,1, ,4,1,1,2,213,0,.556000367856318,.558553844413103,.570220629528552,.585022180797779
4/24/2020,1671,100,R_3EnDlAQ3prokEXC,the Netherlands,NL,9,0,10,10,10,5,8,8,3,3,6,3,1,10,8,0,100,0,9,8,5,4,4,10,8,0,0,0,0,8,10,10,9,3,8,7,7,9,9,7,6,9,9,9,8,8,8,7,8,7,2,3,8,3,4,1,3,3,4,7,7,3,1,3,3,7,6,4,7,80,80,8,5,4,50,100,7 uur,1, ,66,4,3,3,5, ,3,2,1,1,213,0,.596994969333139,.599548445889924,.611215231005373,.6260167822746
4/26/2020,2438,100,R_3JsK4mqWuvUAvqR,the Netherlands,NL,10,1,8,10,10,10,10,10,5,10,8,8,4,10,6,0,50,50,4,8,0,5,0,9,9,0,0,0,0,2,10,10,10,0,0,8,5,9,8,6,8,7,9,9,9,8,8,9,6,8,6,2,7,2,0,0,0,3,0,10,10,0,2,4,7,2,7,5,7,70,70,7,16,8,25 cent,300 minuten,"6,5 uur",1, ,61,3,3,1,6,Zelfstandig,4,2,1,1,213,0,.444683806738463,.447237283295247,.458904068410697,.473705619679923
4/28/2020,1949,100,R_3ltsBTuCZyYCL2k,the Netherlands,NL,8,10,8,6,10,10,10,8,1,9,10,10,9,10,10,33,33,34,8,6,7,2,3,10,5,0,0,0,0,1,9,9,9,2,3,8,8,10,8,7,10,10,7,10,9,8,8,8,7,7,3,4,8,6,2,8,6,6,4,10,8,2,0,6,7,0,5,7,10,70,40,2,11,8,50,3,7,1, ,29,2,2,0,2, ,3,1,1,1,213,0,.445100568589894,.447654045146679,.459320830262128,.474122381531355
4/24/2020,1551,100,R_3Oe9QQH4Z7N28iO,the Netherlands,NL,7,8,9,8,8,9,10,1,2,9,4,4,4,4,6,70,20,10,8,8,2,7,4,9,8,1,7,7,1,4,9,9,9,0,1,2,4,7,7,6,3,6,7,8,7,7,8,9,2,4,6,6,7,3,2,2,6,3,2,9,9,1,0,7,1,3,3,3,6,60,60,9,4,9,25 cent,300 minuten,4,1, ,40,2,2,2,2, ,3,2,1,2,213,0,1.46572328215935,1.46827675871613,1.47994354383158,1.49474509510081
4/25/2020,9867,100,R_3OobEc9IrvSwp9z,the Netherlands,NL,8,9,9,9,10,9,9,9,3,9,8,10,4,10,9,0,90,10,6,7,4,6,5,9,9,1,0,0,0,4,8,9,8,2,3,6,6,8,8,8,7,7,6,7,8,6,8,10,6,9,6,4,8,6,5,5,5,4,4,9,8,6,5,8,6,4,6,6,7,40,40,4,12,6,25ct,3 minuten,4 uurr,1, ,72,3,2,2,5, ,4,1,1,1,213,5,.477918389370841,.480471865927625,.492138651043075,.506940202312302
4/26/2020,1366,100,R_7NITCpxznYcm0eZ,the Netherlands,NL,8,4,10,10,10,6,6,9,7,8,10,10,6,5,10,0,100,0,10,8,5,2,2,10,10,0,0,0,0,3,10,10,10,10,0,1,3,8,7,5,0,3,9,9,9,5,7,8,4,8,7,0,8,2,4,0,2,2,0,10,10,0,0,10,1,6,4,5,4,60,50,5,9,5,50,1 minuut2 uur,2 uur,1, ,51,3,2,3,1, ,6,1,1,2,213,0,.859800059800343,.862353536357128,.874020321472578,.888821872741804
4/24/2020,2592,100,R_8dI6pHvFiO19keR,the Netherlands,NL,6,1,8,10,10,3,3,2,2,10,6,4,4,6,10,100,0,0,9,7,2,3,3,10,7,0,0,0,0,3,7,7,7,1,5, , , , , , , ,7,7,7,7,7,7,4,6,7,2,3,3,3,6,6,6,2,10,8,5,2,5,6,1,3,3,10,60,60,3,16,7,25 cent,3 minuten,7 uur,1, ,42,3,2,2,2, ,1,1,1,1,213,0,.286280405321663,.288833881878448,.300500666993897,.315302218263124
4/25/2020,3561,100,R_aa8vMSH4v4j6wE1,the Netherlands,NL,9,1,10,10,10,10,10,10,6,9,4,4,2,10,7,90,8,2,6,8,5,7,5,10,8,1,1,0,0,2,10,9,8,10,5,2,5,7,5,7,7,7,7,5,7,7,9,8,8,8,2,5,5,6,2,2,5,3,2,5,8,2,2,2,2,5,5,2,5,90,90,8,4,8,25 cent,1 minuten,2 uur,1, ,72,4,3,3,5, ,5,2,1,2,213,0,1.57131951623737,1.57387299279415,1.5855397779096,1.60034132917883
4/28/2020,1207,100,R_BWeXusmWvyyqLg5,the Netherlands,NL,8,6,5,9,10,8,9,9,6,10,3,7,3,7,6,85,5,10,6,6,6,6,5,9,6,0,0,0,0,6,9,9,8,2,8,7,9,9,9,9,7,6,6,7,8,8,8,8,3,5,3,5,6,3,3,1,4,5,6,9,9,7,0,6,6,2,8,5,9,60,60,7,6,8,25,3 minuten,7,1, ,28,2,1,0,4, ,6,1,1,1,213,0,.561897711739482,.564451188296267,.576117973411716,.590919524680943
4/28/2020,160620,100,R_C2zYNK1Sfkj1nQl,the Netherlands,NL,9,2,8,9,8,7,7,5,1,7,7,9,9,10,8,0,100,0,8,7,5,5,0,10,1,0,0,0,0,5,9,9,9,1,2,0,0,7,6,6,3,6,7,7,8,8,8,8,6,6,7,5,5,3,2,3,1,5,0,8,7,5,0,6,3,8,2,7,6,70,70,6,4,9,25,3,7,1, ,37,3,2,0,1, ,3,1,1,2,213,0,1.26292520262538,1.26547867918217,1.27714546429762,1.29194701556684
4/24/2020,2139,100,R_d5qZdMTY0tVHcQh,the Netherlands,NL,9,9,10,10,10,10,10,10,6,10,10,10,10,10,10,0,70,30,9,8,5,5,5,9,8,0,0,0,0,0,10,10,10,0,2,3,2,6,2,6,2,6,9,9,9,9,9,9,7,7,6,3,9,0,0,0,0,5,0,9,9,5,0,7,5,5,7,7,5,50,50,8,5,8,25 cent,3 minuten,7 uur,2, ,50,2,3,0,6,ZZP,3,1,1,1,213,0,.958605763748434,.961159240305218,.972826025420668,.987627576689895
4/29/2020,345571,100,R_er0A9uv9JR5xS4V,the Netherlands,NL,10,5,10,10,10,10,10,10,5,10,10,10,10,10,10,0,50,50,5,5,0,5,5,10,10,0,0,0,0,5,8,8,8,5,2,8,8,9,8,5,5,5,5,5,5,8,8,8,8,8,5,0,5,0,0,0,0,0,0,7,5,5,0,5,5,0,5,5,10,50,50,7,12,6,0,1,1,2, ,68,2,1,0,5, ,6,1,1,1,213,0,1.34910203787604,1.35165551443282,1.36332229954827,1.3781238508175
5/2/2020,2023,100,R_PLPFZsI1cLvNqsV,the Netherlands,NL,10,0,8,10,10,10,10,8,10,9,3,10,3,10,10,25,50,25,6,6,3,8,4,10,10,0,0,0,0,2,10,10,10,0,1,8,8,10,8,6,0,0,7,8,8,8,8,3,8,8,6,1,8,3,1,1,8,7,0,8,9,1,0,9,9,1,10,10,9,10,60,1,16,7,50 cent,300 minuten = 5 uur,4 uur,2, ,75,2,2,2,5, ,4,1,1,1,213,10,.569835018565667,.572388495122452,.584055280237901,.598856831507128
4/25/2020,1533,100,R_qCuW8rkzxNheVhL,the Netherlands,NL,8,2,4,9,10,3,3,8,4,10,5,8,4,7,6,0,100,0,8,8,5,8,5,8,2,0,0,0,0,6,9,9,9,0,0,6,8,9,5,7,4,4,8,8,8,8,8,7,7,9,7,8,8,3,6,3,8,6,8,9,9,4,1,7,2,2,2,9,9,100,40,0,16,7,25,300,7,1, ,33,4,3,0,1, ,4,1,1,2,213,0,.477569347510578,.480122824067363,.491789609182812,.506591160452039
4/28/2020,322433,100,R_sZItyK0PlprV9rX,the Netherlands,NL,10,1,9,10,10,10,10,10,5,10,8,9,9,9,9,90,9,1,9,9,2,7,5,10,10,0,0,0,0,4,10,9,10,1,2,4,4,8,8,7,5,5,5,8,8,9,9,7,8,5,5,2,5,4,4,1,5,1,0,8,7,5,0,5,6,7,7,6,8,40,50,4,12,8,25,3 min,4,1, ,21,2,3,2,5, ,4,2,1,1,213,5,.581343003564901,.583896480121686,.595563265237135,.610364816506362
4/24/2020,2936,100,R_VJQR8NXXyyFnmz7,the Netherlands,NL,8,7,7,10,10,8,8,8,5,8,3,6,3,8,4,0,75,25,7,9,3,5,1,8,8,1,0,0,0,1,7,7,8,1,1,6,7,5,7,6,4,3,8,8,8,7,8,7,7,4,5,7,7,2,1,2,1,1,1,8,7,3,1,7,5,2,4,6,8,40,40,3,16,8,50,3 minuten,8 uur,1, ,67,3,3,2,5, ,3,1,1,2,213,0,.410177051337458,.412730527894242,.424397313009692,.439198864278918
4/24/2020,2974,100,R_xFtpeyePIT6n40p,the Netherlands,NL,3,9,9,9,10,8,9,8,2,4,7,10,1,10,1,0,10,90,8,9,5,5,5,6,6,0,0,0,0,2,10,10,10,0,2,2,8,8,8,3,0,0,7,7,9,8,8,7,7,8,4,2,7,3,5,5,5,4,3,10,8,7,1,8,8,3,8,8,8,30,20,1,9,9,25 ct,3 minuten,7uur,1, ,76,2,3,3,5, ,4,2,1,1,213, ,.755113511143484,.757666987700269,.769333772815718,.784135324084945
4/27/2020,2021,100,R_3E51PxlQh3ktCaR,the Netherlands,NL,7,9,7,9,10,10,10,8,4,10,7,8,3,9,8,30,40,30,8,8,3,3,3,6,6,2,2,2,2,4,8,8,8,1,1,8,8,7,8,6,4,4,7,7,9,8,8,9,8,8,4,9,8,2,2,2,4,5,0,10,10,9,0,8,8,0,8,9,9,40,50,3,12,8,50,300,4,2, ,60,2,3,2,2, ,4,1,1,2,213,0,.355995616686762,.358549093243547,.370215878358996,.385017429628223
4/27/2020,2118,100,R_3JtpfsHxKI1Pr8c,the Netherlands,NL,3,7,10,10,10,8,8,10,0,8,9,10,0,9,8,75,25,0,8,8,5,8,5,9,9,0,0,0,0,2,9,8,8,1,1,9,9,9,9,2,2,2,10,9,8,9,9,9,8,10,4,3,9,0,3,3,7,7,5,9,9,7,0,9,5,7,9,9,9,30,70,5,10,9,50 cent,3 minuten,7 uur,1, ,62,4,3,4,6,Deeltijd en werkzoekende,4,1,1,2,213,0,.864553417733429,.867106894290214,.878773679405663,.89357523067489
4/25/2020,1181,100,R_rrPckj1dcuqS4vL,the Netherlands,NL,10,0,9,10,10,10,10,10,7,9,7,10,7,10,10,100,0,0,7,7,0,5,0,5,4,0,0,0,0,2,9,9,9,0,1,5,5,9,7,5,6,1,7,5,6,6,6,6,8,7,7,2,7,5,0,0,1,1,0,8,8,1,1,1,2,5,2,3,7,20,40,4,11,5,25 cent,3 minuten,2 uur,2, ,53,3,2,2,3, ,7,1,1,1,213,0,.933793378849997,.936346855406781,.948013640522231,.962815191791457
4/29/2020,2221,100,R_3Enmeu8Lcnz3IHa,the Netherlands,NL,8,2,8,10,10,10,10,5,10,7,7,5,5,8,8,0,40,60,6,7,1,1,1,1,1,0,0,0,0,2,10,10,10,0,0,5,9,9,9,9,9,8,9,9,8,8,7,7,5,8,3,0,7,2,2,2,5,5,0,8,7,5,0,0,0,0,0,7,10,80,60,4,16,8,50,300,4,1, ,53,2,2,0,1, ,9,1,1,2,213,0,.0840274513290687,.0865809278858532,.0982477130013028,.113049264270529
4/27/2020,89804,100,R_3lFWrdup83SMIiq,the Netherlands,NL,10,1,10,10,10,10,10,8,10,10,10,10,9,10,10,0,50,50,7,6,7,7,7,9,8,0,0,0,0,8,8,8,8,0,8,5,6,9,7,7,7,10,6,6,5,8,8,5,7,7,7,2,7,6,2,7,6,1,5,9,7,4,2,7,5,7,7,8,10,50,60,1,9,6,50 cent,1 minuut,4 uur,2, ,74,4,1,2,5, ,4,2,1,1,213,0,.796487639575236,.79904111613202,.81070790124747,.825509452516696
4/25/2020,2590,100,R_51hjcRnchCwZRx7,the Netherlands,NL,10,0,9,10,10,9,9,9,6,10,8,9,6,7,9,0,50,50,7,7,1,8,8,9,8,2,0,0,0,1,9,8,9,0,0,5,7,10,9,10,8,9,7,7,8,8,7,9,8,5,7,0,5,2,2,2,5,1,0,10,10,8,1,8,7,2,9,7,10,60,70,5,9,5,"0,25",300,?,2, ,74,6,3,0,5, ,7,2,1,1,213,0,1.50958570343376,1.51213917999054,1.52380596510599,1.53860751637522
4/24/2020,2038,100,R_Y0obwWzFWxtOL2p,the Netherlands,NL,5,1,9,9,10,10,10,6,1,9,1,1,1,1,1,0,100,0,5,7,0,5,0,5,0,5,5,1,5,2,9,9,8,0,0,5,5,8,5,2,8,8,9,8,5,2,5,2,2,8,8,8,7,3,3,1,5,3,2,7,5,2,0,5,6,3,1,5,6,80,80,8,3,7,50,3 minuten,7 uur,1, ,49,2,3,1,6,ondernemer,3,1,1,1,213,0,.669971197982203,.672524674538987,.684191459654437,.698993010923664
4/25/2020,2539,100,R_0Ja9PjmaX6oK1dT,the Netherlands,NL,10,0,10,0,10,10,10,10,8,10,8,10,5,10,10,0,80,20, ,8,0,0,0,7,7,4,0,0,0,0,10,10,10,0,9,8,8,9,9,9,5,10,8,5,9,10,10,10,7,10,10,7,5,3,3,2,3,0,0,9,9,4,0,4, ,2,3,3,10,60,20,3,14,7,50,3 minuten,7,2, ,60,4,3,5,1, ,5,2,1,2,213,0,.304444535647449,.306998012204233,.318664797319683,.33346634858891
5/1/2020,3439,96,R_1FxGUqwvLitSkoo,the Netherlands,NL,9,0,9,10,10,9,9,10,5,10,7,2,2,0,3,50,25,25,9,8,0,3,1,7,7,0,0,0,0,1,9,9,9,0,2,5,6,6,7,7,7,3,9,7,9,9,9,9,8,8,3,2,5,2,2,2,2,2,0,9,7,1,0,8,8,1,8,8,9,30,70,2,16,9,50,3 minuten,4,2, ,69,4,3,3,5, ,4,2,1,1,213,0,.453051630873542,.455605107430326,.467271892545776,.482073443815002
4/28/2020,54338,100,R_1I4KCl7OSFEAhiO,the Netherlands,NL,7,2,6,9,10,10,10,10,8,10,2,9,1,9,7,100,0,0,7,8,2,5,2,5,5,0,0,0,0,8,8,8,8,2,3,10,7,10,9,7,5,2,7,7,8,8,8,9,6,6,7,4,7,2,2,1,3,1,0,8,8,4,2,6,6,6,6,4,6,50,50,2,10,8,50,300,4,2, ,65,3,3,3,1, ,4,2,1,1,213,0,.613763378138147,.616316854694931,.627983639810381,.642785191079607
4/26/2020,4798,100,R_2bPoO9Rn5CX6LNB,the Netherlands,NL,9,5,9,9,10,9,9,5,5,10,10,10,10,10,10,50,40,10,7,8,1,5,5,9,8,0,0,0,0,2,10,10,10,2,2,3,4,4,4,5,4,4,8,8,9,9,8,9,8,8,5,5,7,3,5,2,8,4,2,9,9,8,1,9,9,1,8,9,9,30,50,2,9,8,25 cent,3 minuten,7 uur,2, ,52,3,3,3,2, ,4,2,1,1,213,0,.455501951950329,.458055428507114,.469722213622564,.48452376489179
4/26/2020,7565,100,R_xECjPlBB64kWywV,the Netherlands,NL,5,6,7,10,10,8,8,9,5,10,5,2,5,5,5,50,40,10,10,8,3,5,7,10,10,5,5,1,5,5,5,5,6,2,4,8,5,8,7,5,5,4,5,7,5,6,7,0,5,7,2,2,2,3,1,1,3,2,1,6,6,4,2,6,5,3,6,5,5,50,50,5,3,4,50 cent,300 min,4 uur,2, ,27,4,2,0,1, ,4,1,1,1,213,0,3.92424306998066,3.92679654653744,3.93846333165289,3.95326488292212
4/26/2020,2867,100,R_1qX5nkrNt1bGlze,the Netherlands,NL,9,0,9,9,10,8,8,8,2,5,8,8,5,8,8,30,40,30,7,8,2,5,3,9,9,5,5,5,5,1,8,8,8,1,5,8,8,9,9,5,3,0,8,8,9,9,9,9,6,6,6,0,8,3,3,10,5,5,0,8,8,3,1,8,8,1,8,8,8,10,10,0,12,7,50 cent,3 min.,4 uur,1, ,77,4,3,2,5, ,4,2,1,1,213,0,.547662085996424,.550215562553209,.561882347668658,.576683898937885
4/25/2020,18062,100,R_3s4vdw4WjUnj4EO,the Netherlands,NL,5,10,5,9,10,7,5,3,1,0,5,10,9,10,10,45,20,35,9,9,1,5,2,9,5,0,0,0,0,5,8,9,8,0,2,1,1,2,5,2,7,8,9,9,9,8,9,9,5,8,6,0,8,1,1,2,1,2,1,8,7,4,0,6,7,3,1,1,6,30,50,4,15,8,50 cent,3 minuten,2 uur,2, ,88,2,1,5,5, ,2,2,1,2,213,0,.175351857412196,.177905333968981,.18957211908443,.204373670353657
4/24/2020,923,100,R_pFzEpjcHD4T9l97,the Netherlands,NL,3,7,0,9,9,10,10,10,8,10,0,0,0,0,0,0,100,0,9,9,6,8,9,8,8,10,10,10,10,9,9,10,10,0,3,6,7,8,9,0,8,8,9,9,7,6,9,9,4,6,6,1,10,6,6,1,8,3,3,9,8,1,1,4,7,7,4,0,5,10,50,2,16,9,50,3 minuten,7,1, ,69,1,3,4,5, ,2,2,1,1,213,0,.842752800081249,.845306276638034,.856973061753483,.87177461302271
4/24/2020,2148,100,R_2TCaJVRdp5szlci,the Netherlands,NL,8,1,8,8,10,7,7,7,5,8,10,10,10,10,10,50,50,0,8,8,8,8,5,10,8,1,1,1,1,7,8,8,8,2,6,2,2,5,2,2,5,5,5,5,6,5,5,5,5,7,7,7,6,1,1,1,5,3,1,8,7,7,1,6,6,8,5,4,9,50,50,7,5,8,50,300,4,2, ,69,5,3,0,5, ,4,2,1,1,213,0,9.93665772076841,9.93921119732519,6.2205036724884,4.24128643190155
4/27/2020,135248,100,R_dipE6JmO8BMd65H,the Netherlands,NL,10,0,10,8,10,8,8,10,0,10,4,4,4,6,8,0,0,100,8,7,0,6,1,6,6,5,4,3,3,3,10,7,8,0,0,0,6,7,4,0,8,9,7,8,7,7,7,7,7,7,2,4,8,6,1,1,7,5,1,7,7,3,0,2,0,3,0,2,7,20,50,4,16,8,50,1,2,1, ,62,4,1,0,1, ,5,1,1,2,213,9,.421545631766222,.424099108323007,.435765893438456,.450567444707683
4/25/2020,1643,100,R_1GZJbTikTHefeI3,the Netherlands,NL,7,9,7,8,10,8,9,9,3,10,10,10,1,10,2,100,0,0,4,5, , , ,2,0,0,0,0,0,4,10,10,10,0,0,6,6,6,6,3,3,3,3,5,5,7,3,4,2,2,4,3,2,6,5,4,8,2,3,6,3,0,1,1,1,3,1,1,6,10,20,2,9,7,25 cent,3 minuten,7 uur,1, ,20,3,1,0,4, ,4,1,1,1,213,0,.983329340779466,.98588281733625,.9975496024517,1.01235115372093
4/30/2020,333894,100,R_1QhFoXH32L5hoWc,the Netherlands,NL,3,6,8,8,8,8,8,8,3,10,7,9,8,8,8,100,0,0,8,8,4,4,6,10,10,0,0,0,0,4,8,3,8,2,2,7,8,9,8,6,4,7,8,8,8,8,9,8,6,9,6,2,8,6,8,2,8,9,2,8,8,6,1,6,7,1,6,3,8,20,20,6,3,6,50,3 minuten,4,1, ,77,3,2,3,5, ,3,2,1,2,213,0,.379642314346899,.382195790903684,.393862576019133,.40866412728836
4/24/2020,1700,100,R_2EGDXGFA7AYxpS9,the Netherlands,NL,7,7,4,9,10,8,8,8,8,9,9,10,8,10,8,0,50,50,8,8,5,3,3,9,9,0,0,0,0,3,9,8,6,1,2,1,1,1,2,4,9,10,8,8,9,8,8,7,4,8,6,1,9,3,1,1,6,4,0,7,7,2,1,7,7,1,1,3,8,50,60,5,1,8,50 cent,300 minuten,ik drink zelden thee,1, ,80,2,2,1,5, ,4,2,1,1,213,0,1.42670177311913,1.42925524967591,1.44092203479136,1.45572358606059
4/27/2020,2206,100,R_2Qh9gt9yXvYtTdG,the Netherlands,NL,9,6,9,9,10,8,9,9,4,8,9,9,2,9,9,0,100,0,7,6,2,2,2,10,8,1,1,1,1,1,9,9,7,1,1,6,7,9,8,6,6,8,7,7,7,7,7,9,7,7,4,1,6,3,3,5,5,3,1,6,6,4,1,3,3,3,8,5,6,20,20,8,6,6,50,300,7,1, ,64,1,3,4,6,zelfstandige,3,1,1,1,213,0,.64513004801818,.647683524574964,.659350309690414,.674151860959641
4/24/2020,3450,100,R_2AMDFXtpbP2q5ZJ,the Netherlands,NL,10,1,10,10,10,10,10,10,10,10,3,8,0,10,8,25,25,50,7,5,2,2,2,10,7,0,0,0,0,7,10,10,10,0,2,8,8,9,9,8,3,0,7,7,9,9,9,9,4,8,6,3,9,5,3,5,6,6,0,8,9,2,0,9,9,0,9,9,9,50,30,2,12,8,25,3 minuten,7 uur,2, ,66,3,2,0,5, ,6,1,1,1,213,0,.736371932083325,.73892540864011,.750592193755559,.765393745024785
4/24/2020,6666,100,R_1gee1rZ689XCUxq,the Netherlands,NL,8,7,9,8,10,6,6,8,2,7,4,7,3,6,8,50,30,20,7,8,1,5,5,7,6,1,1,0,0,2,8,8,5,3,3,6,6,8,7,5,4,3,7,6,8,8,8,8,7,5,6,3,6,5,5,5,5,3,2,7,5,5,3,7,5,4,7,7,6,70,70,2,9,8,50 cent,300 minuten,7 uur,2, ,72,4,3,2,5, ,6,1,1,1,213,0,.567438968472384,.569992445029168,.581659230144618,.596460781413845
4/24/2020,1343,100,R_56yt02cUaew5HWx,the Netherlands,NL,10,0,10,10,10,9,10,5,5,10,10,10,10,10,10,10,75,15,7,8,0,0,0,5,0,0,0,0,0,2,10,10,10,0,0,5,5,10,5,7,2,2,8,8,7,7,9,9,6,5,6,4,5,5,0,0,0,0,0,5,5,0,0,5,9,3,9,9,7,50,50,8,6,4,50,3 minuten,7uur,1, ,71,6,3,8,5, ,4,1,1,2,213,0,.540594584383942,.543148060940727,.554814846056177,.569616397325403
4/25/2020,1930,100,R_2lsqy6Xv5hT2Kbf,the Netherlands,NL,9,7,8,8,10,10,10,7,2,10,10,6,6,10,10,30,50,20,7,7,0,6,3,10,7,0,0,0,0,4,9,9,9,0,2,8,8,8,3,8,8,8,7,8,8,8,6,7,4,9,9,5,6,2,0,0,7,2,0,9,9,6,0,9,9,0,9,9,9,70,70,5,16,7,50,3 minuten,7 uur,2, ,40,4,3,2,2, ,5,2,1,1,213,0,2.95991208979699,2.96246556635377,2.97413235146922,2.98893390273845
4/27/2020,2409,100,R_20THl1UnNG1Xbap,the Netherlands,NL,9,2,6,8,9,7,7,4,6,2,7,9,4,9,8,20,40,40,7,6,3,4,7,7,8,0,0,0,0,1,9,9,9,4,3,7,8,4,6,8,4,8,6,7,7,8,7,4,6,7,3,6,4,2,4,7,8,4,1,7,4,3,1,6,6,2,4,4,9,20,30,4,9,6,25,1,7,1, ,66,3,1,0,5, ,5,1,1,1,213,0,.662490404012733,.665043880569518,.676710665684967,.691512216954194
4/27/2020,3482,100,R_301q4RrsBUyUUj4,the Netherlands,NL,9,1,3,9,10,8,8,10,1,9,4,4,4,4,4,20,40,40,7,7,5,5,5,10,7,1,2,1,1,2,8,8,8,1,3,6,5,8,8,8,8,6,7,5,9,9,6,9,6,9,5,3,6,6,5,5,8,7,1,9,8,7,1,10,9,1,8,5,9,50,50,2,15,6,25 cent,3 minuten,Na 4 uur,2, ,51,2,3,2,2, ,5,2,1,1,213,0,1.23396571918132,1.2365191957381,1.24818598085355,1.26298753212278
5/2/2020,21289,89,R_3DewZlfRDVUaljX,the Netherlands,NL,10,0,10,10,10,8,8,8,5,10,9,10,10,10,10,0,50,50,5,6,2,5,2,6,3,0,0,0,0,0,10,10,10,10,0,7,7,8,8,5,3,1,5,5,8,8,5,8,5,7,6,3,5,5,1,1,1,2,2,8,8,5,2,5,5,5,6,5,6,50,50,5,16,5,50 cent,3 mininuten,half uur,2, ,81,4,3,6,6,oud zonder pensioen wel AOW,6,2,1,2,213,0,.736371932083325,.73892540864011,.750592193755559,.765393745024785
4/25/2020,4110,100,R_uyxEvSE6UsQT2Tf,the Netherlands,NL,8,7,7,8,9,0,0,0,0,0,8,8,0,9,9,60,0,40,10,8,0,10,5,5,5,0,0,0,0,9,10,10,10,0,7,9,9,9,7,6,5,4,9,7,7,8,7,9,9,9,10,6,4,5,1,1,5,1,1,9,3,1,5,5,5,3,3,2,7,10,10,8,12,10,50 cent,3minuten,4 uur,1, ,72,6,1,0,5, ,3,2,1,1,213,5,.755817295336336,.75837077189312,.77003755700857,.784839108277797
4/25/2020,932,100,R_09DfMrgQ9xcyrOp,the Netherlands,NL,7,6,8,9,10,7,7,7,5,7,6,5,6,7,8,0,100,0,3,6,6,7,6,8,8,6,6,5,3,6,8,8,7,9,8,8,8,8,8,8,5,3,6,6,7,7,8,7,6,6,6,3,8,7,5,6,6,5,4,8,6,6,2,6,6,6,7,4,6,40,40,7,16,5,50,3,7,2, ,62,3,3,0,2, ,3,1,1,1,213,0,.244435056597858,.246988533154643,.258655318270092,.273456869539319
