V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_OBTIfAlDB6B9QDD,Default Response Set,2020-04-26 07:10:21,2020-04-26 07:28:36,1,0,0,0,5ea56bd9-1bbf-6ca1-2069-9395c79389c9,102818654,1119,GMOResearch-Link,1,1,1,9,2,8,7,9,6,7,8,4,8,9,7,6,8,9,85,10,5,7,5,3,4,4,8,7,10,9,4,6,7,9,9,10,9,8,5,6,6,5,4,6,3,8,7,8,7,6,7,3,4,8,7,3,0,3,2,3,2,3,6,2,3,2,4,4,6,4,7,6,7,20,40,4,1,7,7,1,50,9,4,1,1,,52,1,0,6,宗教家,1,1,8,1,1,1,213,13,2,2,1,,1,
R_dmv2Fue9DrNX1hT,Default Response Set,2020-04-26 07:23:46,2020-04-26 07:28:48,1,0,0,0,5ea56f00-0f89-a100-b1ea-fe9cc1d5a660,103377354,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,16,5,1,50,300,4,1,1,,33,3,2,1,,1,1,6,1,1,1,213,28,5,3,3,,1,
R_Tw2ZrFNm8gCcEIF,Default Response Set,2020-04-26 07:11:20,2020-04-26 07:28:52,1,0,0,0,5ea56c30-48f7-f11f-6147-f621b9798c40,103397040,1119,GMOResearch-Link,1,1,1,8,0,6,7,10,10,10,10,5,6,10,4,4,9,8,80,10,10,6,5,10,9,8,10,10,2,3,3,3,5,10,10,10,5,5,9,7,9,10,9,9,8,7,8,10,10,10,10,8,8,3,3,7,0,2,2,5,10,3,5,10,10,7,5,7,7,1,5,5,9,0,10,5,1,8,7,1,50,3,4,1,2,,52,3,1,3,,1,1,6,1,1,1,213,26,2,4,1,,1,
R_1MKi4NAL7ikTb3Z,Default Response Set,2020-04-26 07:15:42,2020-04-26 07:29:02,1,0,0,0,5ea56d45-4220-5100-249e-ffe96c485d31,102279996,1119,GMOResearch-Link,1,1,1,7,4,6,5,7,3,3,9,2,8,4,6,4,7,6,090,010,0,7,6,5,5,5,6,4,4,4,4,5,4,7,7,7,3,4,10,4,8,4,,4,2,4,8,7,7,6,7,8,6,5,6,4,6,4,4,3,3,4,3,3,3,3,5,6,6,6,5,3,4,20,20,5,1,1,5,1,50,1分,４時間,1,1,,53,3,2,1,,1,1,5,2,1,1,213,29,2,3,2,なし,1,
R_1Fzw02mrgmwM0gU,Default Response Set,2020-04-26 07:17:58,2020-04-26 07:29:23,1,0,0,0,5ea56db9-cdf6-32a9-68d6-9ef71c782e4d,52321676,968,TheoremReach,1,1,1,7,4,6,5,5,6,6,6,6,5,6,6,3,6,7,90,5,5,4,6,4,5,6,7,6,1,0,0,0,3,7,7,7,1,3,6,6,7,6,4,4,4,2,6,6,7,6,6,6,6,6,6,4,0,6,6,4,6,6,6,7,5,4,3,4,5,5,4,4,6,50,60,5,1,5,5,1,50,9,7,1,1,,31,1,0,1,,1,1,6,1,1,1,213,26,5,4,2,一疫学者として、調査結果が広くアウトリーチされることを期待しています。,1,
R_3oMf301EaAy8P7I,Default Response Set,2020-04-26 07:25:50,2020-04-26 07:30:01,1,0,0,0,5ea56f94-60ae-bcaf-d582-985328fe9af5,100272406,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,2,5,1,,,,1,1,,58,3,3,1,,1,1,6,1,1,1,213,11,5,4,3,,1,
R_1exCfHr667oyiiM,Default Response Set,2020-04-26 07:24:38,2020-04-26 07:31:01,1,0,0,0,5ea56f64-5f71-3aac-ac75-07cb54ebaded,101558728,1119,GMOResearch-Link,1,1,1,6,4,6,6,6,5,5,5,5,7,8,8,6,8,8,100,0,0,4,4,5,5,5,8,6,8,4,4,3,5,6,5,5,4,5,5,4,6,4,4,6,5,4,5,5,5,5,5,4,3,4,7,5,0,6,4,6,6,5,5,4,4,6,4,6,4,4,4,4,4,60,60,5,1,5,5,1,50,3,4,1,1,,50,3,2,1,,1,1,6,2,1,1,213,23,2,3,3,,1,
R_3NWntGR11364Wht,Default Response Set,2020-04-26 07:24:49,2020-04-26 07:33:00,1,0,0,0,5ea56f4f-5439-47ec-25f2-90b691aeef23,101868354,1119,GMOResearch-Link,1,1,1,6,3,5,3,5,3,6,7,1,7,6,4,2,5,6,100,0,0,2,2,4,6,6,7,7,4,4,2,2,8,8,8,8,3,4,6,4,7,5,4,5,6,0,0,2,3,3,5,8,6,4,4,3,0,3,6,6,6,3,7,5,5,3,3,3,3,7,5,3,5,20,30,4,1,7,6,1,,,,1,1,,49,1,0,3,,1,1,9,1,1,1,213,27,3,1,3,,1,
R_2akIALJHtYfsSRN,Default Response Set,2020-04-26 07:23:30,2020-04-26 07:33:10,1,0,0,0,5ea56f1f-fa19-bd68-426e-5dc67b15b992,101893970,1119,GMOResearch-Link,1,1,1,7,0,7,7,10,8,8,8,3,6,7,8,6,7,10,080,010,010,6,5,6,8,8,10,10,7,5,2,4,7,7,9,8,9,9,7,9,8,9,8,9,8,6,8,7,8,7,9,6,8,6,3,8,0,3,7,8,7,4,6,6,8,5,7,9,7,8,7,7,7,10,50,,1,7,8,1,,,,1,2,,41,3,0,3,,1,1,3,2,1,1,213,5,4,2,2,,1,
R_aeK6awAVtiddhpT,Default Response Set,2020-04-26 07:26:46,2020-04-26 07:33:31,1,0,0,0,5ea56fe4-c366-1dbb-2746-1e5b878dce16,102704297,1119,GMOResearch-Link,1,1,1,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,50,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,40,5,1,16,5,1,500,1,4,1,2,,46,3,1,1,,1,1,6,2,1,1,213,34,3,4,3,,1,
R_0litqEUxJZfYMqR,Default Response Set,2020-04-26 07:27:00,2020-04-26 07:33:41,1,0,0,0,5ea56fc8-a005-f7a4-b7ce-a4f0306b2f44,102060202,1119,GMOResearch-Link,1,1,1,8,0,6,0,10,0,6,10,0,10,10,10,10,10,10,0,100,0,6,7,6,6,6,7,3,0,3,3,3,10,10,10,10,0,0,7,2,2,2,0,6,4,6,6,0,0,0,4,0,7,0,6,8,0,0,0,0,0,0,6,7,7,8,7,3,3,7,8,6,3,60,50,5,1,1,2,1,,,,1,2,,32,3,1,1,,1,1,3,2,1,1,213,27,5,7,5,早くコロナの治療法や対策を確立させてほしい,1,
R_22J2XkeYXlyg42c,Default Response Set,2020-04-26 07:28:36,2020-04-26 07:34:18,1,0,0,0,5ea5705d-84a0-c2cd-c51b-b93d94d60b66,102683499,1119,GMOResearch-Link,1,1,1,7,6,7,7,7,6,7,6,8,9,8,8,8,7,10,100,0,0,7,8,7,8,7,8,9,8,7,8,9,6,8,8,7,3,5,7,7,7,9,7,7,8,7,7,8,8,7,7,7,8,9,9,8,8,3,7,8,6,7,7,6,7,3,9,8,7,8,8,7,8,0,100,5,1,5,9,1,50セント,100分,16時間,1,1,,49,3,1,1,,1,1,3,1,1,1,213,14,5,4,5,,1,
R_VO6LvPPaK3hBSPT,Default Response Set,2020-04-26 07:12:13,2020-04-26 07:34:40,1,0,0,0,5ea56c4d-21e8-6e9e-767f-4071f1c9df62,119411775,968,TheoremReach,1,1,1,10,1,8,9,10,2,8,8,2,3,8,4,2,9,8,100,0,0,3,2,3,4,6,10,10,4,6,3,4,8,7,7,7,2,3,7,6,8,4,6,6,7,1,10,3,3,7,7,9,4,8,8,3,0,5,3,5,7,7,5,5,4,5,3,7,4,7,5,6,3,40,40,7,1,1,5,1,25セント,9分,4時間,1,1,,30,1,0,1,,1,1,5,2,1,1,213,38,3,2,5,残りの質問数が表示されていたほうがいい（％等で）,1,
R_1diSYT0Zrppo8BF,Default Response Set,2020-04-26 07:24:52,2020-04-26 07:35:01,1,0,0,0,5ea56f72-0e8f-695e-47c9-56a5c8a9c8b0,102506324,1119,GMOResearch-Link,1,1,1,10,0,9,5,5,5,5,5,3,3,9,9,9,9,9,100,0,0,3,3,3,3,3,7,3,7,5,3,4,6,6,6,6,4,4,6,3,6,5,3,4,4,2,4,3,2,2,4,5,3,6,6,3,0,2,2,3,3,3,7,3,3,2,4,2,2,8,2,2,4,50,50,7,1,1,3,1,50,9,4,1,1,,51,1,0,1,,1,1,9,2,1,1,213,27,3,2,3,特にない,1,
R_2yjyIhqUlEJVeBI,Default Response Set,2020-04-26 07:10:32,2020-04-26 07:35:13,1,0,0,0,5ea56be7-61cb-6b9f-e7b4-5853a6135038,102902055,1119,GMOResearch-Link,1,1,1,7,1,7,6,10,6,1,2,4,7,10,10,10,10,10,100,0,0,6,5,5,4,3,7,5,6,5,0,1,4,8,10,10,1,4,6,5,7,6,3,5,4,6,6,6,5,6,6,7,7,4,4,6,0,1,5,1,6,4,5,6,5,0,4,5,5,6,3,4,6,20,30,4,1,6,7,1,25,5時間,7時間,1,1,,52,1,0,2,,1,1,5,1,1,1,213,13,5,2,5,分かりにくい質問が多い,1,
R_22slyVOuCxC09Tq,Default Response Set,2020-04-26 07:27:37,2020-04-26 07:36:03,1,0,0,0,5ea56fe7-5022-9b8f-295f-cd930e0cfab1,111879875,968,TheoremReach,1,1,1,10,0,10,10,10,2,2,8,0,0,10,10,10,10,10,80,20,0,0,2,2,10,1,10,2,0,8,0,0,1,9,9,7,6,6,10,10,4,7,6,2,5,0,0,5,8,2,4,2,8,8,10,2,0,10,3,10,7,7,2,6,6,9,2,6,7,2,7,2,10,50,60,9,1,1,5,1,50セント,6時間,4時間,1,2,,25,1,0,1,,1,1,6,2,1,1,213,21,5,4,1,コロナウイルスに対しての不用不急に対してどのように思っているかアンケートをとって欲しいです。,1,
R_32Yl1mBDbLkt1rX,Default Response Set,2020-04-26 07:24:12,2020-04-26 07:36:07,1,0,0,0,5ea56f2d-53d3-82f1-cdcd-e7778855ecf5,103408715,1119,GMOResearch-Link,1,1,1,10,0,9,10,10,6,6,6,6,6,6,8,9,10,10,90,10,0,6,7,4,6,4,9,5,4,6,6,3,4,6,8,6,6,6,6,5,6,9,2,6,7,6,7,6,5,10,8,8,5,3,6,6,0,4,4,4,4,5,3,6,6,6,5,5,6,6,4,6,5,80,80,5,1,9,5,1,50,3,2,1,1,,38,3,0,1,,1,1,9,1,1,1,213,11,2,2,4,計算問題はどんな意味が？,1,
R_2rYZxX3XkwAkFd3,Default Response Set,2020-04-26 07:28:39,2020-04-26 07:36:21,1,0,0,0,5ea57055-5473-8c95-8d02-c754f9829c02,101319714,1119,GMOResearch-Link,1,1,1,8,1,6,5,6,5,6,6,5,8,4,6,6,6,7,100,0,0,3,3,3,5,4,8,6,5,5,5,5,3,9,8,8,1,4,5,5,8,7,5,5,5,4,5,1,1,1,1,2,5,6,6,5,0,1,1,1,1,1,5,3,6,3,3,3,3,5,3,3,5,50,50,6,1,16,3,1,25,1,4,1,1,,54,3,0,1,,1,1,7,1,1,1,213,43,5,6,2,,1,
R_RWjeZ7HhkmVJ6ed,Default Response Set,2020-04-26 07:12:37,2020-04-26 07:36:26,1,0,0,0,5ea56c7a-a8fb-a638-769f-adb88bcd4e4b,101775915,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,1,1,10,0,10,10,10,10,10,10,100,0,0,6,6,5,5,5,7,6,0,0,0,0,5,8,8,8,0,2,5,5,5,5,5,5,3,6,8,5,7,7,8,5,3,7,4,7,0,2,0,7,0,0,5,6,5,0,0,2,2,8,0,0,0,10,10,6,1,5,8,1,０円,９分,,1,1,,74,3,1,5,,1,1,9,1,1,1,213,1,2,3,2,,1,
R_1Gv8yxZvUnYPXGl,Default Response Set,2020-04-26 07:20:22,2020-04-26 07:36:42,1,0,0,0,5ea56e6b-5e8a-a409-a41e-cfe349eb86bc,102109561,1119,GMOResearch-Link,1,1,1,7,4,7,7,8,8,8,8,7,7,6,6,4,7,6,60,30,10,8,7,7,7,7,8,8,4,4,3,3,4,7,7,7,4,3,4,7,6,7,7,7,6,7,8,7,7,7,8,7,8,6,4,7,0,6,7,4,6,6,4,6,7,6,4,7,7,4,6,6,7,30,30,7,1,7,7,1,50セント,3分,4時間,1,1,,70,3,2,1,,1,1,4,1,1,1,213,14,5,3,2,皆で乗り切りましょう,1,
R_2fvodJlpNgdsnbT,Default Response Set,2020-04-26 07:26:13,2020-04-26 07:36:44,1,0,0,0,5ea56fb7-d70f-9781-60f0-821f56b2aad0,103217031,1119,GMOResearch-Link,1,1,1,8,3,7,9,8,7,7,7,7,7,6,5,4,6,8,50,20,30,3,3,5,6,5,9,9,2,2,2,2,5,7,8,7,5,4,7,7,7,8,7,6,6,3,6,5,5,5,5,7,7,9,9,7,0,5,3,4,4,2,9,8,7,6,2,7,7,3,7,9,7,50,50,5,1,5,5,1,25,9,4,1,1,,36,3,1,1,,1,1,8,1,1,1,213,23,2,4,4,,1,
R_2VjvovHZabkxEJY,Default Response Set,2020-04-26 07:31:12,2020-04-26 07:36:45,1,0,0,0,5ea570d5-1b55-f22c-9350-8a74444b3822,102498102,1119,GMOResearch-Link,1,1,1,10,0,5,5,5,5,5,6,5,5,5,5,5,10,10,100,0,0,4,5,6,6,6,7,5,6,5,5,6,6,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,3,0,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,40,40,5,1,8,8,1,25,3,8,1,1,,48,3,0,1,,1,1,5,1,1,1,213,12,5,6,5,,1,
R_555q3WO2b4Ag1mp,Default Response Set,2020-04-26 07:27:18,2020-04-26 07:37:07,1,0,0,0,5ea56fcf-bcf8-04d0-1a21-b833d2f2483e,101608052,1119,GMOResearch-Link,1,1,1,9,1,8,5,10,7,8,10,3,8,8,8,4,5,9,50,50,0,6,6,1,6,5,9,5,0,0,0,0,3,8,8,6,2,3,6,6,7,6,4,6,4,6,5,5,6,6,5,6,7,5,2,6,0,3,6,3,1,5,4,7,7,5,2,5,5,4,5,2,6,20,20,4,1,6,8,1,25,9,7,1,1,,62,3,2,1,,1,1,4,1,2,2,213,13,5,7,3,,1,
R_1eyfTfQcOmu9l4n,Default Response Set,2020-04-26 07:05:14,2020-04-26 07:37:14,1,0,0,0,5ea56adc-bf9b-bdb2-65f5-76dff3e67745,103332792,1119,GMOResearch-Link,1,1,1,8,2,9,5,10,9,8,8,2,0,10,7,3,8,10,90,5,5,4,3,0,5,3,10,3,8,5,1,1,4,10,10,10,0,5,0,3,8,7,2,6,5,3,7,6,5,7,4,7,8,2,4,5,0,2,5,5,6,6,5,7,7,3,0,4,0,7,2,3,4,50,20,5,1,4,3,1,50,3分,7時間,1,1,,69,1,0,5,,1,1,8,1,1,1,213,13,5,2,5,政府は３密を国民に押し付けることですべてが収まると考えている。だからここまで広まった。症状の出ない感染者もいるのだから、いかにいち早く感染者を発見するかの方が先決。完全に間違った方向に行っている。,1,
R_1AJQYO0V0smPwOd,Default Response Set,2020-04-26 07:25:05,2020-04-26 07:37:23,1,0,0,0,5ea56f50-f29b-de34-9734-c9fc30458d8b,102540875,1119,GMOResearch-Link,1,1,1,9,3,9,6,9,8,8,8,5,5,10,10,5,10,10,90,10,0,3,6,5,5,5,10,8,7,2,0,1,5,10,9,8,0,3,5,5,8,7,5,3,3,3,3,5,5,4,5,5,5,7,8,3,0,4,4,5,4,4,8,10,6,2,0,4,4,3,3,0,8,30,60,8,1,5,8,1,50,9,7,1,1,,57,3,2,1,,1,1,7,1,1,1,213,13,5,2,2,,1,
R_3iVeNPP46eiHuJ7,Default Response Set,2020-04-26 07:25:44,2020-04-26 07:37:24,1,0,0,0,5ea56f76-a0d0-cc2c-1c26-ed7b1a2a0a77,110703276,968,TheoremReach,1,1,1,10,2,10,10,10,8,8,10,3,3,10,10,10,10,10,100,0,0,7,3,5,1,8,10,10,10,10,0,2,2,10,10,10,3,2,9,9,8,8,3,8,7,2,9,9,9,9,9,3,8,9,7,8,0,9,6,6,8,8,2,9,9,2,2,8,8,7,7,3,10,80,90,7,1,10,5,1,25セント,9分,7時間,1,2,,39,3,2,1,,1,1,4,1,1,1,213,27,4,4,2,途中の計算問題が難しかったです。,1,
R_2QxFKn2mm2Z3OI1,Default Response Set,2020-04-26 07:11:45,2020-04-26 07:38:21,1,0,0,0,5ea56c30-0202-c04f-49cc-bc8647474da7,101973915,1119,GMOResearch-Link,1,1,1,9,0,10,9,10,7,9,9,4,9,10,10,10,10,10,50,25,25,7,8,4,5,6,7,5,1,1,1,1,1,9,9,9,3,7,5,5,9,6,6,6,5,6,8,8,8,7,6,7,3,3,6,8,0,4,5,4,5,3,5,9,6,4,4,6,6,2,6,6,7,20,20,4,1,16,7,1,25,9,7,1,1,,73,1,0,5,,1,1,9,2,1,1,213,11,5,1,2,,1,
R_2yfTtua294Qv77n,Default Response Set,2020-04-26 07:24:22,2020-04-26 07:38:24,1,0,0,0,5ea56f25-dbee-d245-2506-d2457e376f8a,918612525,1119,GMOResearch-Link,1,1,1,6,3,5,5,8,10,10,10,5,10,5,4,0,6,6,80,15,5,7,6,5,5,5,6,6,3,3,3,2,7,7,8,8,5,6,8,5,6,4,5,5,4,7,6,4,4,4,6,6,4,7,7,5,0,4,4,4,5,4,5,6,6,3,4,5,5,4,3,2,6,60,60,5,1,5,7,1,50セント,9,3,1,2,,39,3,0,5,,1,1,8,1,1,1,213,28,5,3,2,,1,
R_Y5Ced7kN9gIgby9,Default Response Set,2020-04-26 07:34:15,2020-04-26 07:38:35,1,0,0,0,5ea57197-6e5d-cc85-83fc-164ffc1945bf,102113201,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,10,5,1,,,,1,1,,52,1,0,1,,1,1,6,3,1,1,213,33,5,1,3,,1,
R_2V3kvdP7NlKfjMd,Default Response Set,2020-04-26 07:27:16,2020-04-26 07:38:45,1,0,0,0,5ea56fff-1b75-9343-9800-91c5290f32ce,102790855,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,9,9,0,5,0,10,10,5,5,0,0,0,10,10,10,0,5,9,0,10,5,5,5,0,5,5,10,5,10,10,9,5,5,5,5,0,0,0,0,0,0,5,5,0,0,5,0,0,10,5,0,0,50,50,,1,16,5,1,50,3,8,1,2,,53,3,1,3,,1,1,6,1,1,1,213,13,2,6,5,,1,
R_2CBwXiGeoG4BAgg,Default Response Set,2020-04-26 07:28:21,2020-04-26 07:38:47,1,0,0,0,5ea57042-9612-1904-c934-4776f17bf48b,103348370,1119,GMOResearch-Link,1,1,1,10,0,5,8,7,10,10,10,3,2,9,10,1,9,9,90,5,5,7,6,1,1,5,9,9,2,6,0,0,1,8,8,8,6,2,7,7,10,6,6,6,6,1,9,7,6,6,9,1,9,5,1,5,0,0,0,2,6,0,5,8,8,5,1,2,1,0,2,1,7,20,30,5,1,9,5,1,50,10,4,1,2,,37,3,2,3,,1,1,8,2,1,1,213,10,5,2,2,,1,
R_1FrL9TaVpWicwsP,Default Response Set,2020-04-26 07:29:56,2020-04-26 07:38:52,1,0,0,0,5ea57092-134d-ace2-6ec2-e2dcb9f3e534,113713418,968,TheoremReach,1,1,1,8,7,9,8,7,8,6,3,9,8,9,7,8,6,4,40,30,30,7,7,8,7,9,7,7,8,8,3,6,7,6,8,7,8,5,9,7,9,8,6,9,7,8,6,7,8,6,9,9,7,8,5,7,8,9,7,8,6,9,8,8,7,9,8,6,10,8,7,9,8,70,80,8,1,6,8,1,50,300 minutes,4,1,1,,18,1,0,3,,1,1,3,1,2,1,213,11,3,3,3,Good,1,
R_1KcZMbwKcaiDgYq,Default Response Set,2020-04-26 07:24:33,2020-04-26 07:39:00,1,0,0,0,5ea56f52-b17f-b893-b46c-15727af34c4e,103250893,1119,GMOResearch-Link,1,1,1,9,2,5,10,10,9,8,9,8,10,5,5,10,5,9,90,10,0,7,7,5,5,5,10,10,5,5,0,5,6,6,6,6,7,5,8,5,5,2,2,0,0,5,8,5,5,5,10,5,5,3,5,4,0,0,5,4,0,0,0,5,5,2,5,5,5,5,0,0,5,50,50,5,1,16,5,1,50,1時間,4時間,1,2,,57,3,0,3,,1,1,6,1,1,1,213,13,3,3,2,特になし,1,
R_2tifSbUtkMLOpM9,Default Response Set,2020-04-26 07:26:38,2020-04-26 07:39:00,1,0,0,0,5ea56fdb-ebd9-5645-6be8-f761998c499f,103397930,1119,GMOResearch-Link,1,1,1,7,2,6,7,9,6,7,7,2,7,8,9,7,10,7,90,10,0,7,8,5,5,2,7,4,8,7,6,7,4,7,7,6,6,6,7,7,7,7,4,6,6,6,7,3,5,5,6,7,7,4,6,7,7,6,4,6,6,7,6,6,4,4,5,6,6,6,2,6,5,50,60,5,1,9,7,1,50セント,900分,656時間,1,1,,41,3,2,1,,1,1,4,1,1,1,213,40,5,6,4,特になし,1,
R_2AXRAnzj2fKKcR4,Default Response Set,2020-04-26 07:24:59,2020-04-26 07:39:19,1,0,0,0,5ea56f64-1407-9c1d-49b4-7757f7b41b27,102032230,1119,GMOResearch-Link,1,1,1,5,0,4,6,5,6,6,7,7,7,4,4,1,9,5,80,17,3,5,5,4,7,7,9,8,1,0,0,0,4,8,8,8,2,3,6,6,6,6,5,6,6,4,7,2,4,4,4,4,6,6,7,6,0,3,,3,6,,1,8,7,5,0,2,,3,3,4,6,0,0,7,1,5,,1,50,3,7,1,1,,46,3,0,1,,1,1,5,2,1,1,213,3,5,4,2,,1,
R_2c1rOHQTXhzR9nz,Default Response Set,2020-04-26 07:30:21,2020-04-26 07:39:22,1,0,0,0,5ea570ad-de6e-599a-a70e-6463c7c6e541,103390846,1119,GMOResearch-Link,1,1,1,7,1,6,6,5,5,6,8,4,6,7,6,6,9,8,100,0,0,6,6,4,5,4,5,5,5,4,5,5,5,8,7,6,2,4,5,5,5,5,3,5,5,6,8,2,2,3,2,6,8,4,5,5,0,5,4,5,5,5,5,6,6,5,5,5,5,5,5,5,4,30,50,3,1,1,3,1,50,3,7,1,1,,44,1,0,3,,1,1,10,1,1,1,213,14,3,1,3,,1,
R_3HTXaZtvdFu5WT8,Default Response Set,2020-04-26 07:25:00,2020-04-26 07:39:23,1,0,0,0,5ea56f79-f67d-83f4-b95a-e78ac3e3ed40,102240715,1119,GMOResearch-Link,1,1,1,2,4,8,7,6,4,4,4,3,3,2,2,2,4,4,98,1,1,6,4,3,7,3,9,3,4,4,3,3,6,6,6,6,4,6,8,6,7,6,5,6,2,4,8,9,9,8,9,6,6,4,4,5,0,4,4,5,4,3,5,8,5,5,3,5,5,5,5,2,6,30,30,5,1,4,6,1,25,9,6,1,1,,64,3,2,1,,1,1,7,2,1,1,213,22,5,8,5,特にない,1,
R_tWXtzZQ1Str49CF,Default Response Set,2020-04-26 07:32:03,2020-04-26 07:39:33,1,0,0,0,5ea57115-e6fd-f95c-6a6e-a28175a43fb6,100657339,1119,GMOResearch-Link,1,1,1,8,2,8,6,9,6,6,,4,4,6,6,6,6,8,100,0,0,6,5,4,4,4,7,7,2,2,2,2,5,6,7,7,2,2,6,4,6,6,6,6,4,4,7,5,4,6,7,7,6,4,4,4,0,4,4,1,4,4,3,5,5,4,4,5,4,3,3,3,5,50,50,5,1,1,5,1,50,100,4,1,1,,57,3,0,5,,1,1,6,2,1,1,213,28,5,1,3,,1,
R_2DUB1FtM7IYfITF,Default Response Set,2020-04-26 07:20:26,2020-04-26 07:39:34,1,0,0,0,5ea56e6c-f849-310c-0f49-118e6c4ed4d3,102221679,1119,GMOResearch-Link,1,1,1,9,3,8,9,10,8,8,8,4,7,9,9,6,10,10,80,15,5,3,4,5,4,3,6,7,4,3,0,0,4,8,7,7,3,4,7,6,7,6,4,3,3,3,4,4,6,5,6,6,5,6,4,5,0,4,4,3,3,5,4,8,6,5,2,6,6,3,6,5,7,30,40,5,1,5,6,1,25セント,9分,2時間,1,1,,53,3,2,1,,1,1,6,2,1,1,213,31,5,4,4,特にありません,1,
R_2f1jklPKn21GNPI,Default Response Set,2020-04-26 07:24:12,2020-04-26 07:39:48,1,0,0,0,5ea56f32-d28f-4c08-0d66-4c0d0d8d7378,103077614,1119,GMOResearch-Link,1,1,1,8,0,8,5,8,6,6,5,5,6,3,5,6,6,6,100,0,0,4,4,2,6,3,5,4,6,5,0,5,6,7,8,7,6,3,6,3,7,6,2,6,4,3,3,3,3,2,3,6,6,6,8,6,0,4,3,3,4,2,4,6,3,2,6,2,3,7,2,2,2,60,70,4,1,2,5,1,50セント,3分,７時間,1,1,,51,1,0,1,,1,1,7,1,1,1,213,13,5,5,5,,1,
R_XY9gpQa0IFH6EPn,Default Response Set,2020-04-26 07:29:34,2020-04-26 07:39:51,1,0,0,0,5ea57073-2ffa-e12d-6b9a-999cb56694b8,121092987,968,TheoremReach,1,1,1,10,2,9,7,10,7,6,8,8,5,7,5,5,8,10,80,10,10,8,6,5,5,5,10,5,5,5,5,5,3,4,6,8,2,8,5,5,6,5,3,5,5,4,3,7,4,6,7,7,3,7,5,5,0,4,5,6,7,6,4,8,7,7,4,4,7,6,4,7,7,30,70,6,1,16,7,1,25セント,9分,7時間,1,1,,18,2,0,4,,1,1,8,1,1,1,213,27,2,2,3,,1,
