"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","sex_3_TEXT","age","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","FL_28_DO"
"26","27/04/2020 16.53","27/04/2020 17.15",0,"91.82.82.216",100,1327,1,"27/04/2020 17.15","R_1lyLhXRPimCSraJ",NA,NA,NA,NA,47.77589417,19.13609314,"anonymous","HU",1,"",69,7,6,7,9,10,7,7,8,5,5,9,3,6,10,1,85,10,5,5,7,5,5,5,7,5,0,0,0,0,4,10,9,9,2,7,10,7,9,8,4,8,3,6,6,5,6,6,8,1,8,7,10,7,0,6,5,7,5,7,5,9,7,5,3,5,7,7,5,4,5,10,20,6,10,4,25,1,7,1,2,5,"",3,1,1,1,213,"Riskperception|MoralIdentity|Traitself-control|Psychologicalwell-being|Physicalcontact|Morality-as-cooperation(shortversion)|Attentioncheck|Moralcircle|Politicalideology|Narcissism|Generosity|Physicalhealth|Traitoptimism|Open-mindedness|NationalIdentification|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Self-esteem|Physicalhygiene|Anti-coronapolicysupport|Socialbelonging"
"27","27/04/2020 16.58","27/04/2020 17.16",0,"89.132.234.23",100,1075,1,"27/04/2020 17.16","R_3Q1EmmT6A1nHroZ",NA,NA,NA,NA,47.53039551,21.62789917,"anonymous","HU",2,"",68,10,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,65,35,4,5,5,5,5,10,10,0,0,0,0,7,8,9,9,0,7,9,9,10,9,4,0,0,3,4,8,7,9,7,9,8,5,7,5,0,7,7,0,7,2,6,10,9,5,0,10,9,0,5,10,10,20,40,3,16,7,503,34,4,1,0,5,"",5,1,1,1,213,"Physicalcontact|Open-mindedness|ConspiracyTheoriesCOVID-19|Attentioncheck|Anti-coronapolicysupport|MoralIdentity|Psychologicalwell-being|Generosity|Socialbelonging|Self-esteem|Traitoptimism|Morality-as-cooperation(shortversion)|Moralcircle|NationalIdentification|Physicalhygiene|Politicalideology|Narcissism|Physicalhealth|Riskperception|Collectivenarcissism|Traitself-control"
"28","27/04/2020 16.56","27/04/2020 17.17",0,"94.21.92.127",100,1276,1,"27/04/2020 17.17","R_6fKpvA12WdaVcqZ",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",66,8,1,10,10,10,10,10,10,9,10,10,10,8,10,10,50,50,0,3,3,0,5,5,10,10,10,9,8,7,5,10,10,10,0,5,10,8,9,6,0,10,0,4,5,6,7,7,9,7,7,7,6,7,0,5,5,5,5,5,9,9,8,9,2,9,5,1,5,5,6,50,50,5,14,3,25,3,7,3,2,5,"",8,1,1,1,213,"Self-esteem|Traitoptimism|Physicalhealth|Politicalideology|Physicalcontact|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Physicalhygiene|Riskperception|Traitself-control|MoralIdentity|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Open-mindedness|NationalIdentification|Attentioncheck|Socialbelonging|Moralcircle|Generosity|Narcissism|Collectivenarcissism"
"29","27/04/2020 16.39","27/04/2020 17.18",0,"46.139.128.196",100,2322,1,"27/04/2020 17.18","R_Bsnt6pGSq2NNzO1",NA,NA,NA,NA,47.68330383,17.63510132,"anonymous","HU",1,"",69,9,0,10,10,10,10,10,10,10,9,10,10,10,10,10,50,25,25,5,5,0,0,0,10,6,5,2,0,5,7,10,9,10,0,10,7,9,10,10,0,10,10,4,4,9,7,9,9,7,9,7,6,9,0,7,5,2,4,2,8,9,9,3,0,7,10,0,6,9,8,50,50,1,16,7,50,100,7,3,2,5,"",6,1,1,1,213,"Physicalhealth|Traitoptimism|NationalIdentification|Traitself-control|Moralcircle|MoralIdentity|Narcissism|Anti-coronapolicysupport|Collectivenarcissism|Politicalideology|Physicalhygiene|Morality-as-cooperation(shortversion)|Physicalcontact|Socialbelonging|Psychologicalwell-being|Open-mindedness|Riskperception|Attentioncheck|Self-esteem|Generosity|ConspiracyTheoriesCOVID-19"
"30","27/04/2020 17.01","27/04/2020 17.19",0,"176.63.216.155",100,1043,1,"27/04/2020 17.19","R_2yryIZEEfc4Fp4D",NA,NA,NA,NA,46.49029541,19.74000549,"anonymous","HU",2,"",21,10,0,10,10,10,10,10,10,10,2,9,8,8,10,10,0,80,20,8,6,7,2,2,10,10,7,0,0,0,6,10,10,10,1,1,10,10,6,8,3,2,1,10,10,3,5,1,10,10,10,2,3,10,9,0,10,1,7,1,1,10,10,6,0,8,6,0,5,10,10,40,80,5,12,10,50,300,4,2,0,1,"",7,1,1,1,213,"Physicalhygiene|Socialbelonging|Traitself-control|Self-esteem|Traitoptimism|Attentioncheck|Anti-coronapolicysupport|Narcissism|Politicalideology|NationalIdentification|Collectivenarcissism|Morality-as-cooperation(shortversion)|Open-mindedness|Physicalcontact|MoralIdentity|Generosity|ConspiracyTheoriesCOVID-19|Physicalhealth|Riskperception|Moralcircle|Psychologicalwell-being"
"31","27/04/2020 17.03","27/04/2020 17.19",0,"89.147.117.192",100,975,1,"27/04/2020 17.19","R_3ITbQTkLByVbItQ",NA,NA,NA,NA,47.68040466,20.11419678,"anonymous","HU",1,"",78,9,0,8,10,10,10,10,10,9,10,10,10,9,10,10,10,90,0,6,5,0,0,0,10,1,0,0,0,0,2,10,10,10,10,1,9,9,9,10,3,2,0,3,3,6,6,6,9,9,9,7,3,7,0,4,4,3,2,0,4,4,6,4,4,4,4,6,4,6,5,60,60,6,16,5,50,300,4,3,2,5,"",5,1,1,1,213,"Traitoptimism|MoralIdentity|Generosity|Psychologicalwell-being|Moralcircle|Physicalcontact|Attentioncheck|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Physicalhealth|Politicalideology|ConspiracyTheoriesCOVID-19|Traitself-control|Physicalhygiene|Collectivenarcissism|Open-mindedness|NationalIdentification|Self-esteem|Narcissism|Riskperception"
"32","27/04/2020 16.58","27/04/2020 17.21",0,"79.172.247.208",100,1365,1,"27/04/2020 17.21","R_2bNvJWsmrV3bEdi",NA,NA,NA,NA,47.37199402,16.98500061,"anonymous","HU",2,"",62,10,0,10,10,10,10,10,10,10,9,10,10,10,10,10,0,80,20,8,8,0,0,0,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,0,0,0,7,8,7,7,7,10,8,9,9,4,10,0,5,5,1,5,3,5,10,10,8,0,8,8,0,10,8,10,60,60,0,9,5,50,3,8,3,2,5,"",6,1,1,1,213,"Traitself-control|Narcissism|Politicalideology|Physicalhealth|Riskperception|ConspiracyTheoriesCOVID-19|NationalIdentification|Moralcircle|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Psychologicalwell-being|Collectivenarcissism|Socialbelonging|Self-esteem|Open-mindedness|Physicalcontact|Attentioncheck|MoralIdentity|Generosity|Traitoptimism|Physicalhygiene"
"33","27/04/2020 17.13","27/04/2020 17.25",0,"79.121.43.239",100,697,1,"27/04/2020 17.25","R_2U9u4hQq8DvW6p3",NA,NA,NA,NA,47.68330383,17.63510132,"anonymous","HU",2,"",34,10,2,10,10,10,9,9,10,10,10,10,10,10,9,10,50,30,20,8,7,10,5,7,9,9,8,8,5,5,7,7,8,7,7,3,8,5,6,7,5,8,7,7,7,7,9,8,8,8,10,9,2,6,0,3,4,3,8,7,3,7,9,9,3,8,2,3,7,8,3,20,70,5,1,7,50,300,4,1,7,6,"",8,2,1,1,213,"Physicalhygiene|Collectivenarcissism|Traitself-control|Socialbelonging|MoralIdentity|Anti-coronapolicysupport|Politicalideology|NationalIdentification|Psychologicalwell-being|Attentioncheck|Morality-as-cooperation(shortversion)|Generosity|Self-esteem|Physicalhealth|Physicalcontact|Moralcircle|Open-mindedness|Narcissism|Riskperception|ConspiracyTheoriesCOVID-19|Traitoptimism"
"34","27/04/2020 16.59","27/04/2020 17.27",0,"79.122.13.207",100,1643,1,"27/04/2020 17.27","R_2b1bY3XVnDpb1kK",NA,NA,NA,NA,46.36819458,17.79449463,"anonymous","HU",1,"",51,10,0,10,0,10,8,8,7,7,9,10,10,9,10,10,30,35,35,1,1,1,7,4,10,9,1,0,0,0,1,10,10,10,0,1,1,4,9,9,4,0,0,1,1,8,7,8,9,9,6,7,3,0,0,1,0,0,0,0,2,10,8,7,0,6,6,1,7,2,10,40,70,5,9,1,50,3,7,1,3,6,"Rokkant ellátott.",8,2,1,1,213,"Traitself-control|Psychologicalwell-being|Physicalcontact|Collectivenarcissism|Anti-coronapolicysupport|Self-esteem|Morality-as-cooperation(shortversion)|Physicalhygiene|Moralcircle|NationalIdentification|Riskperception|Narcissism|MoralIdentity|Traitoptimism|Open-mindedness|Politicalideology|Attentioncheck|Generosity|Physicalhealth|Socialbelonging|ConspiracyTheoriesCOVID-19"
"35","27/04/2020 17.09","27/04/2020 17.27",0,"31.46.252.39",100,1115,1,"27/04/2020 17.27","R_2DZefF7ejWdK5qo",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",63,9,0,9,9,10,7,7,7,6,9,9,9,9,10,9,50,25,25,3,4,3,6,3,9,6,0,0,0,0,4,6,6,6,4,4,4,6,6,4,2,4,3,3,4,7,7,7,8,4,4,6,7,4,0,4,6,4,4,6,4,6,6,4,4,4,4,6,4,4,4,20,20,3,12,3,50,3,7,3,1,1,"",7,1,1,1,213,"ConspiracyTheoriesCOVID-19|Moralcircle|Physicalhygiene|Traitself-control|Psychologicalwell-being|Anti-coronapolicysupport|Collectivenarcissism|Physicalcontact|Traitoptimism|Riskperception|Self-esteem|NationalIdentification|Politicalideology|Attentioncheck|Generosity|Socialbelonging|Morality-as-cooperation(shortversion)|Open-mindedness|Physicalhealth|Narcissism|MoralIdentity"
"36","27/04/2020 17.11","27/04/2020 17.28",0,"188.36.139.4",100,1034,1,"27/04/2020 17.28","R_pKGDzM41a1MhICR",NA,NA,NA,NA,46.18299866,18.95309448,"anonymous","HU",2,"",37,9,1,10,10,10,8,8,10,10,10,7,10,0,10,10,50,50,0,7,4,3,6,2,10,10,8,8,8,9,7,10,10,10,0,0,4,3,8,9,1,10,10,7,9,7,7,7,6,4,10,10,10,0,10,1,6,0,2,6,3,10,9,7,0,7,10,0,1,7,10,30,60,5,16,10,50,300,4,1,0,1,"",8,1,1,1,213,"Generosity|Physicalhealth|ConspiracyTheoriesCOVID-19|Physicalhygiene|NationalIdentification|Attentioncheck|Self-esteem|Moralcircle|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Politicalideology|Socialbelonging|Riskperception|Narcissism|Traitoptimism|Collectivenarcissism|Psychologicalwell-being|Open-mindedness|MoralIdentity|Traitself-control|Physicalcontact"
"37","27/04/2020 17.15","27/04/2020 17.28",0,"145.236.176.19",100,821,1,"27/04/2020 17.28","R_1mXmktKLpCyPfaM",NA,NA,NA,NA,47.3249054,18.99710083,"anonymous","HU",1,"",36,5,5,6,7,9,7,7,9,8,7,6,7,6,7,6,50,40,10,4,4,4,5,5,8,6,10,10,5,10,7,8,7,7,7,7,8,7,6,6,4,7,4,6,9,5,7,7,8,4,7,7,7,6,0,4,3,3,6,5,5,7,4,5,5,6,5,5,7,7,6,60,90,5,14,3,50,100,4,2,1,1,"",8,2,1,1,213,"Attentioncheck|Politicalideology|Narcissism|Moralcircle|Physicalcontact|Morality-as-cooperation(shortversion)|NationalIdentification|Physicalhealth|Traitoptimism|Riskperception|ConspiracyTheoriesCOVID-19|Generosity|Traitself-control|Open-mindedness|Physicalhygiene|Socialbelonging|MoralIdentity|Psychologicalwell-being|Collectivenarcissism|Anti-coronapolicysupport|Self-esteem"
"38","27/04/2020 17.05","27/04/2020 17.29",0,"94.21.146.45",100,1431,1,"27/04/2020 17.29","R_1ihBV8A7ybmaG8V",NA,NA,NA,NA,46.96740723,18.9329071,"anonymous","HU",2,"",19,10,0,10,10,10,0,5,10,0,7,2,7,0,10,10,100,0,0,4,5,0,10,0,10,10,10,0,5,8,4,8,9,8,0,0,10,10,4,4,7,6,6,3,5,7,7,4,5,4,6,4,6,1,0,5,6,2,5,3,0,10,9,4,0,6,4,0,5,4,9,80,90,5,5,4,25,300,7,1,0,4,"",6,1,1,1,213,"Anti-coronapolicysupport|Traitoptimism|Physicalhygiene|Traitself-control|Moralcircle|Psychologicalwell-being|Generosity|Politicalideology|Riskperception|Self-esteem|Narcissism|Open-mindedness|Collectivenarcissism|Attentioncheck|MoralIdentity|ConspiracyTheoriesCOVID-19|Physicalhealth|NationalIdentification|Socialbelonging|Physicalcontact|Morality-as-cooperation(shortversion)"
"39","27/04/2020 16.56","27/04/2020 17.29",0,"188.143.36.235",100,2000,1,"27/04/2020 17.29","R_2ymipDgjpmuwCts",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",45,10,1,10,10,10,8,9,10,10,10,10,10,10,10,10,0,100,0,9,6,2,2,2,10,8,9,3,0,10,4,10,10,10,3,7,8,7,10,7,4,3,0,10,10,3,1,10,10,4,4,6,7,6,0,3,2,0,3,8,1,6,10,8,0,7,3,1,1,1,1,40,90,6,4,8,50,300,64,3,1,1,"",6,1,1,2,213,"NationalIdentification|Self-esteem|Traitself-control|Narcissism|Physicalcontact|Anti-coronapolicysupport|Traitoptimism|Open-mindedness|Physicalhealth|Morality-as-cooperation(shortversion)|MoralIdentity|Socialbelonging|Attentioncheck|Politicalideology|Moralcircle|Collectivenarcissism|Psychologicalwell-being|Riskperception|Physicalhygiene|ConspiracyTheoriesCOVID-19|Generosity"
"40","27/04/2020 16.35","27/04/2020 17.30",0,"37.76.95.127",100,3293,1,"27/04/2020 17.30","R_2Ev1mH5YJqpEwCq",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",49,10,0,10,10,10,5,5,1,0,0,10,10,10,10,7,0,100,0,1,3,10,8,6,10,10,10,10,2,0,6,10,10,10,0,4,10,8,7,8,7,2,0,8,4,7,7,7,10,7,3,6,1,4,0,5,5,5,5,5,5,10,10,8,0,7,0,0,0,6,6,70,80,9,16,4,50,300,7,1,2,2,"",9,1,1,1,213,"Narcissism|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Physicalhealth|Self-esteem|Riskperception|Traitself-control|Physicalhygiene|Physicalcontact|Anti-coronapolicysupport|Attentioncheck|Politicalideology|MoralIdentity|Psychologicalwell-being|Generosity|Open-mindedness|Moralcircle|Collectivenarcissism|Socialbelonging|NationalIdentification|Traitoptimism"
"41","27/04/2020 17.15","27/04/2020 17.32",0,"91.146.141.253",100,1036,1,"27/04/2020 17.32","R_R8pcusZCmUnUHeN",NA,NA,NA,NA,46.35009766,18.70910645,"anonymous","HU",1,"",60,9,0,10,10,10,7,7,9,9,8,10,10,10,10,10,50,50,0,8,7,5,5,0,10,10,0,0,0,0,4,10,10,10,0,0,8,7,8,9,2,3,0,7,7,7,8,8,10,8,9,2,4,7,0,0,1,0,1,0,1,10,9,2,0,6,3,1,0,7,8,40,60,8,2,6,25,300,7,2,0,5,"",5,1,1,1,213,"Anti-coronapolicysupport|MoralIdentity|Politicalideology|Generosity|Riskperception|Physicalcontact|Traitoptimism|Traitself-control|Collectivenarcissism|Physicalhygiene|NationalIdentification|Psychologicalwell-being|Self-esteem|Physicalhealth|ConspiracyTheoriesCOVID-19|Open-mindedness|Narcissism|Morality-as-cooperation(shortversion)|Socialbelonging|Attentioncheck|Moralcircle"
"42","27/04/2020 17.17","27/04/2020 17.32",0,"91.104.234.101",100,887,1,"27/04/2020 17.32","R_3EWjKKtKAdVR1Ih",NA,NA,NA,NA,47.71679688,19.09159851,"anonymous","HU",2,"",51,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,3,3,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,0,0,0,10,10,10,10,10,4,10,10,6,5,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,40,100,5,1,8,50,38,8,1,2,2,"",11,2,1,1,213,"Physicalcontact|MoralIdentity|Politicalideology|Generosity|Anti-coronapolicysupport|Physicalhealth|Moralcircle|Psychologicalwell-being|Open-mindedness|Socialbelonging|Physicalhygiene|Narcissism|NationalIdentification|ConspiracyTheoriesCOVID-19|Traitself-control|Traitoptimism|Morality-as-cooperation(shortversion)|Riskperception|Collectivenarcissism|Attentioncheck|Self-esteem"
"43","27/04/2020 17.21","27/04/2020 17.36",0,"178.164.132.48",100,890,1,"27/04/2020 17.36","R_3JxRWeWs5mVa47N",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",49,9,6,9,9,10,7,6,10,9,10,10,10,2,10,10,80,10,10,4,2,0,0,0,10,9,5,5,3,5,3,10,9,9,0,0,6,6,7,2,1,9,9,6,6,8,8,9,9,8,8,9,6,3,0,2,7,1,2,4,8,10,9,10,0,7,9,0,6,8,9,60,70,4,14,2,25,3,7,1,1,2,"",5,1,1,1,213,"Physicalcontact|Traitoptimism|Traitself-control|Riskperception|ConspiracyTheoriesCOVID-19|Narcissism|Politicalideology|Generosity|Attentioncheck|Moralcircle|Physicalhygiene|NationalIdentification|Collectivenarcissism|Anti-coronapolicysupport|Self-esteem|Physicalhealth|Psychologicalwell-being|Open-mindedness|Socialbelonging|Morality-as-cooperation(shortversion)|MoralIdentity"
"44","27/04/2020 16.36","27/04/2020 17.36",0,"84.206.25.130",100,3596,1,"27/04/2020 17.36","R_2tD4pgkKFoptN7Q",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",48,8,0,7,7,2,8,8,10,6,6,9,10,1,9,8,90,5,5,6,7,5,6,6,10,8,5,3,1,3,5,9,9,8,1,2,7,7,6,7,3,5,10,7,6,5,7,8,8,5,7,4,3,9,8,2,7,6,6,7,6,6,7,7,1,6,7,4,6,8,5,50,50,7,5,7,25,3,2,3,1,1,"",5,1,1,1,213,"Attentioncheck|Generosity|NationalIdentification|Self-esteem|Socialbelonging|Physicalhygiene|ConspiracyTheoriesCOVID-19|Physicalcontact|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Narcissism|MoralIdentity|Moralcircle|Politicalideology|Anti-coronapolicysupport|Physicalhealth|Collectivenarcissism|Traitself-control|Traitoptimism|Riskperception|Open-mindedness"
"45","27/04/2020 17.21","27/04/2020 17.40",0,"194.176.229.142",100,1147,1,"27/04/2020 17.40","R_6h8ZwRQQB4XEgVP",NA,NA,NA,NA,46.58500671,17.41200256,"anonymous","HU",1,"",56,9,1,9,9,10,7,7,7,8,8,10,10,8,10,9,60,30,10,7,7,3,4,2,9,8,7,1,1,1,5,9,9,9,1,2,9,8,8,8,5,4,5,6,6,7,7,7,8,7,8,3,3,7,7,3,6,3,6,7,2,9,8,7,0,7,7,0,7,8,8,70,70,6,11,7,25,3,4,3,1,1,"",6,1,1,1,213,"Open-mindedness|Psychologicalwell-being|Physicalhealth|NationalIdentification|Physicalcontact|MoralIdentity|Attentioncheck|Traitself-control|ConspiracyTheoriesCOVID-19|Moralcircle|Politicalideology|Generosity|Self-esteem|Narcissism|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalhygiene|Riskperception|Traitoptimism"
"46","27/04/2020 17.16","27/04/2020 17.40",0,"77.243.220.174",100,1444,1,"27/04/2020 17.40","R_bl4dr7NCUASdwD7",NA,NA,NA,NA,47.2539978,16.93530273,"anonymous","HU",1,"",36,10,0,10,10,10,10,10,10,9,10,8,8,8,10,8,0.01,95,4.99,7,7,10,10,10,10,10,4,4,0,9,3,10,10,10,0,1,10,10,10,10,10,8,8,4,4,9,9,9,9,9,9,6,4,7,0,4,4,4,7,6,0,9,9,1,4,1,1,5,1,2,8,30,30,7,16,9,50,3,NA,1,0,1,"",6,1,1,1,213,"Politicalideology|Attentioncheck|Riskperception|Morality-as-cooperation(shortversion)|Physicalcontact|Moralcircle|Physicalhygiene|Socialbelonging|MoralIdentity|Physicalhealth|Narcissism|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|NationalIdentification|Generosity|Anti-coronapolicysupport|Open-mindedness|Traitself-control|Self-esteem|Collectivenarcissism|Traitoptimism"
"47","27/04/2020 17.18","27/04/2020 17.41",0,"176.63.130.199",100,1371,1,"27/04/2020 17.41","R_26hkCCgTkwkmVbt",NA,NA,NA,NA,46.71330261,20.14239502,"anonymous","HU",2,"",72,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,90,10,6,6,5,8,8,10,10,3,3,3,3,7,10,10,10,0,1,10,9,10,10,7,9,0,8,8,9,9,10,9,8,10,1,0,7,0,2,8,0,8,9,1,10,9,6,0,8,7,0,6,9,10,10,20,6,16,6,50,300,4,1,1,5,"",6,1,1,1,213,"Moralcircle|Psychologicalwell-being|MoralIdentity|Socialbelonging|Attentioncheck|ConspiracyTheoriesCOVID-19|Politicalideology|Generosity|Self-esteem|Open-mindedness|Physicalcontact|Narcissism|Physicalhealth|Anti-coronapolicysupport|Traitself-control|Traitoptimism|Morality-as-cooperation(shortversion)|Riskperception|Collectivenarcissism|Physicalhygiene|NationalIdentification"
"48","27/04/2020 17.04","27/04/2020 17.42",0,"46.139.116.16",100,2280,1,"27/04/2020 17.42","R_SP5x76h7zJMv6Mh",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",76,9,0,9,9,10,9,9,10,9,5,8,8,8,8,8,50,30,20,5,5,1,5,1,10,10,0,0,0,0,5,8,8,8,0,5,7,7,8,7,5,0,9,4,3,5,5,6,9,8,8,7,4,4,0,5,5,0,5,5,5,10,8,6,0,7,6,0,6,6,10,20,30,3,1,3,50,300,8,1,1,5,"",6,1,1,1,213,"Psychologicalwell-being|Physicalcontact|Riskperception|ConspiracyTheoriesCOVID-19|MoralIdentity|Narcissism|Physicalhygiene|Open-mindedness|Morality-as-cooperation(shortversion)|NationalIdentification|Traitself-control|Anti-coronapolicysupport|Politicalideology|Moralcircle|Generosity|Physicalhealth|Traitoptimism|Socialbelonging|Self-esteem|Collectivenarcissism|Attentioncheck"
"49","27/04/2020 17.20","27/04/2020 17.44",0,"86.59.161.166",100,1441,1,"27/04/2020 17.44","R_eIL2izVimRXaxfb",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",28,10,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,50,50,1,7,0,5,0,10,10,0,0,0,0,0,10,10,10,0,0,10,9,9,10,7,9,10,8,6,8,9,10,9,4,6,8,9,4,0,3,2,1,4,1,0,10,10,5,0,6,0,0,8,6,10,0,10,5,14,8,25,300,7,2,0,1,"",4,1,1,1,213,"MoralIdentity|Open-mindedness|Physicalcontact|Attentioncheck|Traitself-control|Socialbelonging|Moralcircle|Politicalideology|NationalIdentification|Anti-coronapolicysupport|Traitoptimism|Narcissism|Self-esteem|Generosity|Physicalhygiene|Collectivenarcissism|Morality-as-cooperation(shortversion)|Riskperception|Psychologicalwell-being|Physicalhealth|ConspiracyTheoriesCOVID-19"
"50","27/04/2020 17.23","27/04/2020 17.45",0,"84.236.54.222",100,1309,1,"27/04/2020 17.45","R_2THrZbLDYg4oBqB",NA,NA,NA,NA,47.53039551,21.62789917,"anonymous","HU",2,"",70,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,6,6,5,5,5,10,10,2,6,1,6,4,9,9,9,0,5,7,6,7,7,5,5,6,7,8,8,8,8,10,10,10,8,0,7,0,3,6,5,7,7,3,9,8,5,1,3,3,0,5,5,9,50,50,5,15,7,50,3,7,3,2,5,"",6,1,1,1,213,"Politicalideology|ConspiracyTheoriesCOVID-19|Physicalhygiene|Generosity|Psychologicalwell-being|Traitoptimism|Physicalhealth|Self-esteem|Physicalcontact|Collectivenarcissism|NationalIdentification|Traitself-control|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Open-mindedness|Narcissism|Attentioncheck|Moralcircle|MoralIdentity|Riskperception"
"51","27/04/2020 17.24","27/04/2020 17.45",0,"37.76.20.90",100,1256,1,"27/04/2020 17.45","R_2AXq3qUBWQCoJPh",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",80,9,0,10,10,10,10,10,10,5,8,10,10,10,10,10,50,50,0,3,4,9,9,7,10,10,4,4,3,3,4,7,7,7,2,3,8,9,10,10,3,6,0,6,6,6,7,6,6,8,10,6,0,4,0,5,4,3,4,3,7,7,8,6,0,5,6,7,3,5,8,30,30,5,1,7,50,300,4,1,1,1,"",7,1,1,1,213,"Attentioncheck|Anti-coronapolicysupport|Generosity|Moralcircle|Physicalhygiene|Politicalideology|NationalIdentification|Physicalcontact|Traitoptimism|Traitself-control|Physicalhealth|Morality-as-cooperation(shortversion)|MoralIdentity|Collectivenarcissism|Narcissism|Self-esteem|ConspiracyTheoriesCOVID-19|Open-mindedness|Riskperception|Psychologicalwell-being|Socialbelonging"
"52","27/04/2020 17.30","27/04/2020 17.45",0,"92.249.195.45",100,922,1,"27/04/2020 17.45","R_2YfCXoUNVpAw1Um",NA,NA,NA,NA,47.5848999,18.39329529,"anonymous","HU",1,"",71,9,1,9,9,10,7,8,9,7,10,8,9,6,10,9,90,10,0,6,6,1,3,1,10,7,0,0,0,0,5,8,8,8,0,4,9,6,10,10,1,4,0,6,6,7,6,7,9,7,7,2,8,5,0,3,2,3,2,1,5,8,8,9,1,9,9,2,6,3,3,10,30,5,12,7,50,3,4,3,1,5,"",4,1,1,1,213,"Self-esteem|Riskperception|Politicalideology|Physicalhealth|Open-mindedness|Traitself-control|Physicalhygiene|Morality-as-cooperation(shortversion)|Attentioncheck|Collectivenarcissism|Anti-coronapolicysupport|Narcissism|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Generosity|Physicalcontact|Moralcircle|NationalIdentification|Socialbelonging|MoralIdentity|Traitoptimism"
