ResponseId,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Common difference,Subadditivity,Delay-speedup,Interval markup,Risk preference,Q22_2,Q22_3,Q22_4,Q22_5,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35
AD43,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),274,28,142,556,Two extra weeks of vacation with no change in salary in 2063,Things will be somewhat better,I had to take on a lot of debt to pay my bills last month,43043,35035,23075,My financial situation became much better,I generally pay off the interest but not the balance,Above average but not wealthy,1931,Prefer not to answer,Vocational school,Employed full-time (25+ hours per week),"Asian,Native Alaskan,Native American,Native Hawaiian,White",Non-Hispanic
AD44,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 75% chance of $67 (25% chance of $0),265,261,260,214,One extra week of salary for no additional work in 2062,Things will be somewhat better,I could not pay all my bills last month,37804,34711,16957,My financial situation became much worse,I never purchase anything on credit or take on debt,Wealthy,1971,Other,MBA,Employed part-time (less than 25 hours per week),Native Hawaiian,"Hispanic,Non-Hispanic"
AD45,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $400 right now,"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),169,294,122,415,One extra week of vacation for no change in salary in 2062,Things will be somewhat worse,I paid everything and saved some,41167,36826,16205,My financial situation became much better,My debts increase beyond what I earn in a given month,Below average but not poor,1975,Man,Primary school,Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD46,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1100 in 24 months (2 years),Receiving $450 right now,"$6,000 in 12 months",A 75% chance of $67 (25% chance of $0),237,255,123,385,One extra week of salary for no additional work in 2031,Things will be about the same,"Everything is paid off and I have enough to save, invest, or spend freely",48531,26135,29584,My financial situation became much worse,I generally pay off the interest but not the balance,Around average,1924,Other,MBA,Not in paid employment (by choice),"Asian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD47,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $400 right now,"$6,000 in 12 months",Guaranteed $50,32,274,193,501,Two extra weeks of salary with no additional work in 2063,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",46057,38264,35375,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,Below average but not poor,1973,Other,MBA,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic"
AD48,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 50% chance of $100 (50% chance of $0),241,238,239,282,Two extra weeks of vacation with no change in salary in 2064,Things will be much worse,I could not pay all my bills last month,49328,29926,27970,My financial situation became much worse,I generally pay off the interest but not the balance,Wealthy,1937,Other,Secondary school (high school),Not in paid employed (looking for work),Native Hawaiian,"Hispanic,Non-Hispanic,Immigrant"
AD49,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $600 in 24 months (2 years),Receiving $500 right now,Receiving $400 right now,"$5,000 right now",A 75% chance of $67 (25% chance of $0),4,94,24,878,One extra week of salary for no additional work in 2063,Things will be about the same,I could not pay all my bills last month,35880,49688,38045,There were no major impacts on my financial situation,I pay off any balances every month,Wealthy,2001,Man,Doctoral degree,Not in paid employed (looking for work),"Asian,Black or African-American,Native American,Native Hawaiian,Pacific Islander","Hispanic,Non-Hispanic,Immigrant"
AD50,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),218,282,118,382,One extra week of vacation for no change in salary in 2063,Things will be somewhat worse,I paid everything and saved some,46588,47800,36773,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Around average,1995,Woman,College or university (Bachelor or equivalent),Full-time student,"Asian,Native Alaskan,Native American,Native Hawaiian,Pacific Islander","Hispanic,Non-Hispanic,Immigrant"
AD51,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $250 right now,"$5,000 right now",A 25% chance of $200 (75% chance of $0),225,273,208,294,Two extra weeks of salary with no additional work in 2064,Things will be about the same,I paid everything and saved some,45246,49978,37936,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Around average,1931,Other,Doctoral degree,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,White","Hispanic,Non-Hispanic,Immigrant"
AD52,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),278,183,176,363,Two extra weeks of vacation with no change in salary in 2065,Things will be about the same,I could not pay all my bills last month,22760,32281,43236,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,Poor,1929,Other,Vocational school,Employed part-time (less than 25 hours per week),"Native American,Native Hawaiian,Pacific Islander","Hispanic,Non-Hispanic,Immigrant"
AD53,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 67% chance of $75 (33% chance of $0),227,173,273,327,One extra week of salary for no additional work in 2064,Things will be somewhat worse,"Everything is paid off and I have enough to save, invest, or spend freely",12829,19666,43855,My financial situation became somewhat better,I make the minimum payment and the interest is charged,Poor,1970,Prefer not to answer,College or university (Bachelor or equivalent),Not in paid employed (looking for work),"Asian,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Hispanic
AD54,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),237,137,173,453,One extra week of vacation for no change in salary in 2064,Things will be much better,I could not pay all my bills last month,42640,24893,39072,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Around average,1987,Man,Doctoral degree,Employed part-time (less than 25 hours per week),"Native American,Pacific Islander,White","Hispanic,Non-Hispanic"
AD55,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $250 right now,$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),119,171,293,417,Two extra weeks of salary with no additional work in 2065,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",44174,24235,42390,There were no major impacts on my financial situation,I pay off any balances every month,Poor,1978,Prefer not to answer,Doctoral degree,Not in paid employment (by choice),"Asian,Native American","Hispanic,Immigrant"
AD56,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),260,29,122,589,Two extra weeks of vacation with no change in salary in 2066,Things will be much better,I paid everything but saved nothing,12517,43178,23067,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Below average but not poor,1949,Prefer not to answer,Vocational school,Employed full-time (25+ hours per week),"Black or African-American,Native American","Hispanic,Non-Hispanic"
AD57,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $550 in 24 months (2 years),Receiving $1100 in 24 months (2 years),Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),161,277,297,265,One extra week of vacation for no change in salary in 2031,Things will be about the same,I paid everything and saved some,11239,39234,36791,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Poor,1951,Prefer not to answer,Graduate (Masters or equivalent),Not in paid employed (looking for work),"Asian,Black or African-American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD58,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $500 right now,Receiving $250 right now,$500 per month for 12 months,Guaranteed $50,129,180,189,502,One extra week of salary for no additional work in 2065,Things will be much worse,I had to take on some debt to pay them,36946,27709,38086,My financial situation became much better,My debts increase beyond what I earn in a given month,Above average but not wealthy,1981,Woman,MBA,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander",Immigrant
