"consent_1","consent_2","social_media","lockdown_support","lockdown_wrong","timing_1","lockdown_deon_trustworthy_v1","lockdown_deon_trust_other_v1","lockdown_deon_share_v1","lockdown_deon_share_media_v1","timing_2","lockdown_consq_trustworthy_v1","lockdown_consq_trust_other_v1","lockdown_consq_share_v1","lockdown_consq_share_media_v1","timing_3","lockdown_consq_trustworthy_v2","lockdown_consq_trust_other_v2","lockdown_consq_share_v2","lockdown_consq_share_media_v2","lockdown_deon_trustworthy_v2","lockdown_deon_trust_other_v2","lockdown_deon_share_v2","lockdown_deon_share_media_v2","ventilator_support","ventilator_wrong","timing_4","ventilator_deon_trustworthy_v1","ventilator_deon_trust_other_v1","ventilator_deon_share_v1","ventilator_deon_share_media_v1","timing_5","ventilator_consq_trustworthy_v1","ventilator_consq_trust_other_v1","ventilator_consq_share_v1","ventilator_consq_share_media_v1","timing_6","ventilator_consq_trustworthy_v2","ventilator_consq_trust_other_v2","ventilator_consq_share_v2","ventilator_consq_share_media_v2","timing_7","ventilator_deon_trustworthy_v2","ventilator_deon_trust_other_v2","ventilator_deon_share_v2","ventilator_deon_share_media_v2","timing_8","tracing_support","tracing_wrong","timing_9","tracing_deon_trustworthy_v1","tracing_deon_trust_other_v1","tracing_deon_share_v1","tracing_deon_share_media_v1","timing_10","tracing_consq_trustworthy_v1","tracing_consq_trust_other_v1","tracing_consq_share_v1","tracing_consq_share_media_v1","timing_11","tracing_consq_trustworthy_v2","tracing_consq_trust_other_v2","tracing_consq_share_v2","tracing_consq_share_media_v2","timing_12","tracing_deon_trustworthy_v2","tracing_deon_trust_other_v2","tracing_deon_share_v2","tracing_deon_share_media_v2","timing_13","medicine_support","medicine_wrong","timing_14","medicine_deon_trustworthy_v1","medicine_deon_trust_other_v1","medicine_deon_share_v1","medicine_deon_share_media_v1","timing_15","medicine_consq_trustworthy_v1","medicine_consq_trust_other_v1","medicine_consq_share_v1","medicine_consq_share_media_v1","timing_16","medicine_consq_trustworthy_v2","medicine_consq_trust_other_v2","medicine_consq_share_v2","medicine_consq_share_media_v2","timing_17","medicine_deon_trustworthy_v2","medicine_deon_trust_other_v2","medicine_deon_share_v2","medicine_deon_share_media_v2","timing_18","ppe_support","ppe_wrong","timing_19","ppe_deon_trustworthy_v1","ppe_deon_trust_other_v1","ppe_deon_share_v1","ppe_deon_share_media_v1","timing_20","ppe_consq_trustworthy_v1","ppe_consq_trust_other_v1","ppe_consq_share_v1","ppe_consq_share_media_v1","timing_21","ppe_consq_trustworthy_v2","ppe_consq_trust_other_v2","ppe_consq_share_v2","ppe_consq_share_media_v2","timing_22","ppe_deon_trustworthy_v2","ppe_deon_trust_other_v2","ppe_deon_share_v2","ppe_deon_share_media_v2","timing_23","covid_concern","covid_cases_personal","timing_24","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","attention1","timing_25","gender","QID126_5_TEXT","age","race","timing_26","education","income","timing_27","political_ideology","pol_party","Q168_4_TEXT","timing_28","religious","timing_29","number_covid_studies","similarity_covid_studies","timing_30","order_dilemmas","order_lockdown","order_ventilators","order_tracing","order_medicine","order_ppe","OUS_DO","gender_recode","race_recode","education_num","medicine_deon_trustworthy","medicine_consq_trustworthy","medicine_deon_trust_other","medicine_consq_trust_other","medicine_deon_share","medicine_consq_share","medicine_deon_share_media","medicine_consq_share_media","ventilator_deon_trustworthy","ventilator_consq_trustworthy","ventilator_deon_trust_other","ventilator_consq_trust_other","ventilator_deon_share","ventilator_consq_share","ventilator_deon_share_media","ventilator_consq_share_media","lockdown_deon_trustworthy","lockdown_consq_trustworthy","lockdown_deon_trust_other","lockdown_consq_trust_other","lockdown_deon_share","lockdown_consq_share","lockdown_deon_share_media","lockdown_consq_share_media","tracing_deon_trustworthy","tracing_consq_trustworthy","tracing_deon_trust_other","tracing_consq_trust_other","tracing_deon_share","tracing_consq_share","tracing_deon_share_media","tracing_consq_share_media","ppe_deon_trustworthy","ppe_consq_trustworthy","ppe_deon_trust_other","ppe_consq_trust_other","ppe_deon_share","ppe_consq_share","ppe_deon_share_media","ppe_consq_share_media","exclude","consq_overall_trustworthy","deon_overall_trustworthy","consq_overall_trust_other","deon_overall_trust_other","lockdown_deon_overall_trust","lockdown_consq_overall_trust","medicine_deon_overall_trust","medicine_consq_overall_trust","ppe_deon_overall_trust","ppe_consq_overall_trust","tracing_deon_overall_trust","tracing_consq_overall_trust","ventilator_deon_overall_trust","ventilator_consq_overall_trust","consq_overall_trust","consq_trust_IH","consq_trust_IB","deon_overall_trust","deon_trust_IH","deon_trust_IB","consq_overall_share","consq_share_IH","consq_share_IB","deon_overall_share","deon_share_IH","deon_share_IB","support_overall","support_IB","support_IH","wrong_overall","wrong_IB","wrong_IH","policy_attitude","policy_attitude_IB","policy_attitude_IH","lockdown_policy_attitude","ventilator_policy_attitude","tracing_policy_attitude","ppe_policy_attitude","medicine_policy_attitude","impartial_beneficence","instrumental_harm"
1,1,"No",5,3,81.718,7,4,6,NA,13.178,7,4,6,NA,21.513,NA,NA,NA,NA,NA,NA,NA,NA,1,1,30.045,7,4,6,NA,27.314,4,4,6,NA,15.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,24.823,7,4,6,NA,13.785,6,4,6,NA,17.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,39.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,NA,43.259,4,4,6,NA,22.373,7,7,22.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,NA,13.932,6,4,6,NA,17.841,2,"No",17.93,5,5,7,3,7,1,1,1,5,NA,112.136,"Male","",49,"White",10.914,"Bachelor's degree ",2,15.225,4,2,NA,13.783,1,3.19,"1-5",1,14.293,"FL_68|FL_17|FL_16|FL_35|FL_24","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS5|OUS7|OUS9|OUS1|OUS8|attention1|OUS4|OUS6|OUS2|OUS3|Q231","Male","White",3,4,7,4,4,6,6,NA,NA,7,4,4,4,6,6,NA,NA,7,7,4,4,6,6,NA,NA,7,6,4,4,6,6,NA,NA,6,7,4,4,6,6,NA,NA,0,6.2,6.2,4,4,5.5,5.5,4,5.5,5,5.5,5.5,5,5.5,4,5.1,4.83333333333333,5.5,5.1,5.5,4.5,6,6,6,6,6,6,4.2,7,2.33333333333333,3.8,7,1.66666666666667,4,7,2,4,1,1,7,7,5.4,2
1,1,"No",2,3,88.325,2,2,3,NA,12.833,2,2,3,NA,14.894,NA,NA,NA,NA,NA,NA,NA,NA,1,3,22.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,12.736,2,2,3,NA,8.479,7,6,37.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,11.933,2,2,2,NA,9.344,2,3,39.339,2,2,5,NA,26.418,2,2,5,NA,299.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,17.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,7.354,2,2,2,NA,8.025,7,"Yes",14.992,3,2,2,2,3,3,6,2,3,NA,136.945,"Female","",29,"White",21.885,"Master's degree",5,9.819,2,9,NA,10.491,4,3.547,"1-5",1,12.395,"FL_68|FL_16|FL_17|FL_35|FL_24","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS1|OUS5|OUS6|OUS4|OUS2|OUS8|OUS3|OUS7|OUS9|attention1|Q231","Female","White",4,2,2,2,2,5,5,NA,NA,2,2,2,2,3,2,NA,NA,2,2,2,2,3,3,NA,NA,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.8,2.33333333333333,3.5,3,2.66666666666667,3.5,2.6,1.5,3.33333333333333,3.6,3,4,3.1,2.25,3.66666666666667,2.5,2,6.5,2,2.5,2.4,3.5
1,1,"Yes",5,5,104.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,5,4,3,2,3,88.507,6,5,5,3,19.019,4,4,5,2,15.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,66.918,5,5,4,3,26.912,5,5,4,3,12.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,66.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,29.036,5,4,5,3,26.474,5,6,48.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,12.514,5,5,4,3,13.531,5,"No",6.667,4,3,3,6,5,3,3,5,5,NA,116.908,"Female","",31,"White",7.067,"Bachelor's degree ",4,12.252,3,1,NA,9.009,5,4.673,"1-5",1,15.601,"FL_68|FL_35|FL_16|FL_24|FL_17","Consequentialist First","VentilatorsVersion1","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS8|OUS2|OUS9|attention1|OUS5|OUS1|OUS6|OUS3|OUS7|OUS4|Q231","Female","White",3,5,6,4,6,5,6,3,4,6,4,5,4,5,5,3,2,5,5,5,5,4,5,3,3,5,5,5,5,4,4,3,3,5,5,5,5,4,3,3,3,0,5,5.2,5,4.8,5,5,4.5,6,5,5,5,5,5.5,4,5,4.66666666666667,5.5,5,5.16666666666667,4.75,3.8,3.66666666666667,4,3.7,3.66666666666667,3.75,4.6,5.5,4,5.2,6.5,4.33333333333333,4.9,6,4.16666666666667,5,2.5,5,5.5,6.5,4.2,4
1,1,"Yes",2,3,67.393,5,5,3,3,23.139,4,4,2,2,69,NA,NA,NA,NA,NA,NA,NA,NA,2,3,45.101,5,5,3,3,24.885,4,4,2,2,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,38.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,20.53,4,5,1,1,17.631,5,5,59.961,3,4,1,1,40.559,4,4,3,3,22.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,119.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,16.483,4,4,2,2,9.324,5,"Yes",7.995,3,3,5,5,3,2,3,3,3,NA,109.066,"Female","",19,"White",8.528,"College qualifications ",2,19.7,3,2,NA,17.157,1,10.327,"1-5",2,10.205,"FL_68|FL_17|FL_24|FL_35|FL_16","Deontological First","VentilatorsVersion1","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS6|OUS3|OUS1|OUS9|OUS2|OUS7|OUS5|OUS4|OUS8|attention1|Q231","Female","White",2,3,4,4,4,1,3,1,3,5,4,5,4,3,2,3,2,5,4,5,4,3,2,3,2,4,4,5,3,1,1,1,1,4,4,4,4,2,2,2,2,0,4,4.2,3.8,4.6,5,4,3.5,4,4,4,4.5,3.5,5,4,3.9,3.83333333333333,4,4.4,4.83333333333333,3.75,2,1.66666666666667,2.5,2,2.33333333333333,1.5,3.4,4,3,3.6,4.5,3,3.5,4.25,3,2.5,2.5,4,3.5,5,3.8,2.75
1,1,"Yes",3,3,65.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,5,5,5,5,71.907,3,3,3,1,23.31,4,4,4,1,17.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,31.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,76.568,4,4,4,1,9.447,5,5,35.274,3,3,3,1,17.355,5,5,5,2,15.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,37.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,14.721,3,3,3,1,13.955,6,"No",5.353,3,3,5,2,5,3,3,3,4,NA,135.399,"Female","",37,"White",10.696,"Bachelor's degree ",1,10.489,2,5,NA,19.065,1,2.861,"1-5",1,9.031,"FL_16|FL_24|FL_68|FL_17|FL_35","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS8|OUS2|OUS4|OUS9|OUS7|OUS5|OUS6|attention1|OUS1|OUS3|Q231","Female","White",3,3,5,3,5,3,5,1,2,3,4,3,4,3,4,1,1,5,4,5,4,5,4,5,3,4,3,4,3,4,5,1,1,3,5,3,5,3,5,1,5,0,4.2,3.6,4.2,3.6,5,4,3,5,3,5,4,3,3,4,4.2,3.66666666666667,5,3.6,4,3,3.5,3,4.25,2.7,3.16666666666667,2,4.4,5,4,4.2,5,3.66666666666667,4.3,5,3.83333333333333,3,5,3.5,5,5,3.6,3.25
1,1,"Yes",3,3,50.403,5,5,3,3,15.096,5,5,3,3,15.848,NA,NA,NA,NA,NA,NA,NA,NA,3,5,42.089,5,5,2,2,17.877,5,5,2,2,22.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,53.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,1,36.627,4,4,3,1,31.702,1,3,57.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,24.165,5,5,4,3,19.972,1,5,28.729,6,6,4,3,15.427,3,3,3,3,12.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",7.645,1,2,3,3,6,1,4,7,2,NA,88.219,"Female","",35,"White",14.472,"Secondary School or High School",1,16.161,5,3,NA,19.438,1,3.343,"6-10",3,15.578,"FL_35|FL_68|FL_17|FL_24|FL_16","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS3|OUS5|OUS7|OUS2|OUS4|OUS1|OUS6|attention1|OUS8|OUS9|Q231","Female","White",1,5,5,5,4,4,2,3,2,5,5,5,5,2,2,2,2,5,5,5,5,3,3,3,3,4,5,4,5,3,4,1,1,6,3,6,3,4,3,3,3,0,4.6,5,4.4,5,5,5,5,4.5,6,3,4,5,5,5,4.5,5,3.75,5,4.66666666666667,5.5,2.5,2.5,2.5,2.8,2.33333333333333,3.5,2.8,1,4,4.4,4,4.66666666666667,3.6,2.5,4.33333333333333,3,4,6,3,2,3,3.5
1,1,"Yes",3,2,62.065,7,7,7,7,23.151,3,2,1,1,24.458,NA,NA,NA,NA,NA,NA,NA,NA,4,4,38.233,7,7,4,4,32.859,4,4,4,4,8.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,39.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,7,47.899,4,4,4,2,31.713,5,5,36.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,42.991,7,7,7,7,9.887,4,4,20.67,7,7,7,7,37.502,4,4,4,4,96.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Unsure",4.907,5,6,5,5,4,4,4,5,4,NA,150.93,"Male","",33,"White",6.546,"Secondary School or High School",3,42.115,6,3,NA,6.151,4,17.035,"6-10",1,16.35,"FL_35|FL_16|FL_17|FL_68|FL_24","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS9|OUS7|OUS6|OUS4|OUS2|OUS3|attention1|OUS1|OUS5|OUS8|Q231","Male","White",1,7,4,7,4,7,4,7,5,7,4,7,4,4,4,4,4,7,3,7,2,7,1,7,1,4,6,4,5,4,7,2,7,7,4,7,4,7,4,7,4,0,4.2,6.4,3.8,6.4,7,2.5,7,4,7,4,4,5.5,7,4,4,4,4,6.4,6,7,4.1,4,4.25,5.6,4.66666666666667,7,4.4,4.5,4.33333333333333,4.2,4.5,4,4.3,4.5,4.16666666666667,2.5,4,6,4,5,5,4.25
1,1,"Yes",3,3,74.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,4,5,4,2,3,3,53.249,6,5,4,2,18.893,4,4,1,2,65.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,57.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,37.669,4,5,4,2,24.209,3,7,34.151,2,1,2,1,19.56,5,5,5,2,23.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,59.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,3,64.191,4,3,3,2,63.588,4,"Yes",5.913,1,3,4,3,2,2,5,3,4,NA,128.027,"Male","",29,"White",8.027,"Bachelor's degree ",5,9.019,3,1,NA,6.272,1,2.183,"6-10",2,11.964,"FL_35|FL_16|FL_24|FL_17|FL_68","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS4|OUS5|OUS1|OUS6|OUS3|OUS9|OUS7|OUS2|attention1|OUS8|Q231","Male","White",3,2,5,1,5,2,5,1,2,6,4,5,4,4,1,2,2,4,4,5,5,4,3,2,2,4,3,5,4,4,3,2,2,4,5,3,6,3,4,2,3,0,4.2,4,4.8,3.8,4.5,4.5,1.5,5,3.5,5.5,4.5,3.5,5.5,4,4.5,4,5.25,3.9,4.83333333333333,2.5,2.7,2.16666666666667,3.5,2.6,3,2,3,3.5,2.66666666666667,4.6,6,3.66666666666667,3.8,4.75,3.16666666666667,3,3,3.5,4.5,5,2.6,3.5
1,1,"No",3,3,63.242,6,6,5,NA,40.449,3,3,1,NA,17.424,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42.099,6,5,4,NA,25.169,3,1,1,NA,16.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,57.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,14.113,6,6,2,NA,14.635,5,5,57.68,5,3,2,NA,18.649,6,5,3,NA,16.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,56.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,NA,33.923,4,2,2,NA,21.036,7,"Yes",10.357,4,4,7,3,5,2,5,5,2,NA,167.043,"Female","",33,"White",18.01,"Master's degree",5,21.393,3,1,NA,19.243,4,4.144,"1-5",1,14.37,"FL_24|FL_17|FL_68|FL_35|FL_16","Deontological First","VentilatorsVersion1","Consequentialist First","Deontological First","Consequentialist First","Instruct|attention1|OUS9|OUS2|OUS5|OUS8|OUS7|OUS6|OUS1|OUS4|OUS3|Q231","Female","White",4,5,6,3,5,2,3,NA,NA,6,3,5,1,4,1,NA,NA,6,3,6,3,5,1,NA,NA,6,2,6,1,2,1,NA,NA,4,5,2,4,2,2,NA,NA,0,3.8,5.4,2.8,4.4,6,3,4,5.5,3,4.5,6,1.5,5.5,2,3.3,2.16666666666667,5,4.9,5.83333333333333,3.5,1.6,1,2.5,3,3.66666666666667,2,3.4,5.5,2,3.6,5.5,2.33333333333333,3.5,5.5,2.16666666666667,3,1,2.5,6,5,4.6,3.5
1,1,"Yes",5,5,104.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,6,5,5,4,1,3,13.926,5,5,5,4,9.457,5,5,4,6,8.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,203.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4.744,6,5,6,6,9.405,2,3,76.088,6,5,6,4,11.549,5,5,5,4,9.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,40.561,6,5,3,3,31.499,5,4,3,3,94.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",5.931,3,4,6,3,4,3,1,2,2,NA,55.43,"Male","",28,"White",7.86,"College qualifications ",4,8.21,4,6,NA,8.379,2,3.2,"0",1,8.294,"FL_16|FL_68|FL_24|FL_35|FL_17","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Deontological First","Instruct|OUS6|OUS7|OUS1|OUS2|OUS8|attention1|OUS9|OUS4|OUS5|OUS3|Q231","Male","White",2,6,5,5,5,6,5,4,4,5,5,5,5,5,4,4,6,6,3,5,2,5,3,4,3,6,4,5,3,6,4,6,3,6,5,5,4,3,3,3,3,0,4.4,5.8,3.8,5,5.5,2.5,5.5,5,5.5,4.5,5.5,3.5,5,5,4.1,3.66666666666667,4.75,5.4,5.33333333333333,5.5,3.8,3.83333333333333,3.75,4.6,5,4,2.2,2,2.33333333333333,3.2,3,3.33333333333333,2.7,2.5,2.83333333333333,5,2,1.5,2.5,2.5,4,2
1,1,"Yes",1,2,87.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,6,6,7,7,2,3,60.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,31.223,5,5,3,3,31.908,3,3,59.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,33.754,4,4,3,3,25.668,7,7,41.55,2,1,1,1,25.829,7,7,7,7,11.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,48.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,28.931,1,2,1,1,31.886,6,"No",10.279,5,4,7,7,5,4,6,3,4,NA,161.995,"Female","",29,"White",15.987,"Bachelor's degree ",2,25.628,1,5,NA,25.761,1,4.671,"6-10",2,20.701,"FL_16|FL_24|FL_17|FL_68|FL_35","Consequentialist First","VentilatorsVersion2","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS5|OUS1|OUS9|OUS3|OUS4|OUS8|OUS7|OUS2|OUS6|attention1|Q231","Female","White",3,2,7,1,7,1,7,1,7,5,5,5,5,3,4,3,3,6,3,6,4,7,1,7,1,4,4,4,4,3,3,3,3,1,5,2,6,1,5,1,5,0,4.8,3.6,5.2,3.6,6,3.5,1.5,7,1.5,5.5,4,4,5,5,5,4.16666666666667,6.25,3.6,5,1.5,3.9,2.5,6,3,4.33333333333333,1,3.6,6,2,4.2,6.5,2.66666666666667,3.9,6.25,2.33333333333333,1.5,2.5,3,5.5,7,5.6,4.25
1,1,"Yes",5,4,81.929,5,5,2,3,17.276,3,3,1,1,17.679,NA,NA,NA,NA,NA,NA,NA,NA,6,4,50.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,10.179,4,4,3,3,13.069,7,6,25.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,12.869,2,2,1,1,28.119,5,6,43.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,5,12.38,2,2,1,2,9.194,2,4,26.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,13.839,5,5,4,4,10.458,7,"No",4.908,6,6,5,2,7,2,6,2,5,NA,104.119,"Male","",19,"White",5.973,"College qualifications ",2,13.16,3,1,NA,6.526,4,3.369,"1-5",1,5.666,"FL_16|FL_35|FL_68|FL_17|FL_24","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|OUS3|OUS1|OUS8|OUS2|attention1|OUS9|OUS5|OUS4|OUS6|OUS7|Q231","Male","White",2,2,6,2,6,1,4,2,5,4,6,4,5,3,4,3,4,5,3,5,3,2,1,3,1,2,6,2,6,1,7,1,7,5,5,5,5,4,3,4,3,0,5.2,3.6,5,3.6,5,3,2,6,5,5,2,6,4,5.5,5.1,4.83333333333333,5.5,3.6,3.66666666666667,3.5,3.9,4,3.75,2.4,2.16666666666667,2.75,5,3.5,6,4.8,5,4.66666666666667,4.9,4.25,5.33333333333333,4.5,5,6.5,3,5.5,5.2,3.75
1,1,"Yes",2,2,17.585,5,4,5,3,32.064,3,2,2,1,23.574,NA,NA,NA,NA,NA,NA,NA,NA,1,6,19.924,4,4,3,1,19.972,3,3,2,1,16.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,11.375,4,4,3,2,15.989,5,5,4,2,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,13.763,5,4,4,2,17.146,1,4,13.466,5,4,4,2,13.46,4,4,4,2,12.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Unsure",5.977,3,5,6,5,5,4,3,5,5,NA,94.173,"Male","",27,"White",9.052,"Bachelor's degree ",5,6.62,2,1,NA,9.632,1,2.277,"1-5",3,9.875,"FL_16|FL_17|FL_68|FL_24|FL_35","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Deontological First","Instruct|OUS7|OUS4|OUS6|OUS8|OUS9|OUS3|OUS5|attention1|OUS1|OUS2|Q231","Male","White",3,5,5,4,5,4,4,2,3,4,3,4,3,3,2,1,1,5,3,4,2,5,2,3,1,4,5,4,5,3,4,2,2,5,4,4,4,4,4,2,2,0,4,4.6,3.8,4,4.5,2.5,4.5,5,4.5,4,4,5,4,3,3.9,3.5,4.5,4.3,4.16666666666667,4.5,2.5,2,3.25,2.9,2.83333333333333,3,3.6,4,3.33333333333333,5.2,5.5,5,4.4,4.75,4.16666666666667,2,3.5,7,2.5,7,4.8,4.25
1,1,"Yes",5,4,36.007,4,4,6,2,40.032,5,4,7,2,25.278,NA,NA,NA,NA,NA,NA,NA,NA,1,3,26.097,7,7,4,4,61.057,4,3,5,4,45.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,61.976,5,5,7,3,30.901,5,4,7,3,35.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,28.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,2,22.622,4,4,7,2,12.232,5,6,43.237,5,5,6,4,88.041,5,4,5,4,22.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",11.938,1,3,1,3,3,5,2,5,5,NA,223.049,"Female","",28,"White",8.939,"Secondary School or High School",5,13.886,4,9,NA,11.704,1,3.588,"6-10",1,14.951,"FL_35|FL_24|FL_17|FL_16|FL_68","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Deontological First","Instruct|OUS7|OUS1|OUS5|attention1|OUS8|OUS4|OUS9|OUS6|OUS2|OUS3|Q231","Female","White",1,4,5,4,5,7,7,2,2,7,4,7,3,4,5,4,4,4,5,4,4,6,7,2,2,5,5,5,4,7,7,3,3,5,5,5,4,6,5,4,4,0,4.8,5,4,5,4,4.5,4,5,5,4.5,5,4.5,7,3.5,4.4,4.16666666666667,4.75,5,5.33333333333333,4.5,4.6,4.66666666666667,4.5,4.5,4.33333333333333,4.75,4,4.5,3.66666666666667,4.4,6,3.33333333333333,4.2,5.25,3.5,4.5,2,4,5.5,5,2.2,4.25
